노출(분),상품군,판매단가,취급액,판매수량,남여,무이자/일시불,최저기온,최고기온,평균기온,강수량,미세먼지농도,소비자물가지수,시각인덱스,New상품명,공휴일 여부,휴일 여부,New요일
20,6,0,13636000,196,2,2,4.5,9.9,7.2,8.5,15,104.87,114,0,0,0,2
20,6,0,39304000,563,2,2,4.5,9.9,7.2,8.5,15,104.87,118,0,0,0,2
20,1,2,2661000,5,2,0,4.5,9.9,7.2,8.5,15,104.87,126,10,0,0,2
20,1,2,13197000,24,2,0,4.5,9.9,7.2,8.5,15,104.87,128,10,0,0,2
20,1,2,14549000,26,2,0,4.5,9.9,7.2,8.5,15,104.87,130,10,0,0,2
20,1,4,0,0,2,0,4.5,9.9,7.2,8.5,15,104.87,132,1,0,0,2
20,1,4,0,0,2,1,4.5,9.9,7.2,8.5,15,104.87,132,1,0,0,2
20,1,5,0,0,2,0,4.5,9.9,7.2,8.5,15,104.87,132,1,0,0,2
20,1,6,0,0,2,0,4.5,9.9,7.2,8.5,15,104.87,132,1,0,0,2
20,1,6,0,0,2,1,4.5,9.9,7.2,8.5,15,104.87,132,1,0,0,2
20,1,6,0,0,2,0,4.5,9.9,7.2,8.5,15,104.87,132,1,0,0,2
20,1,4,9645000,8,2,1,4.5,9.9,7.2,8.5,15,104.87,134,1,0,0,2
20,1,4,3571000,3,2,0,4.5,9.9,7.2,8.5,15,104.87,134,1,0,0,2
20,1,4,16810000,10,2,1,4.5,9.9,7.2,8.5,15,104.87,134,1,0,0,2
20,1,5,14355000,8,2,0,4.5,9.9,7.2,8.5,15,104.87,134,1,0,0,2
20,1,4,58784000,35,2,1,4.5,9.9,7.2,8.5,15,104.87,136,1,0,0,2
20,1,5,23851000,13,2,0,4.5,9.9,7.2,8.5,15,104.87,136,1,0,0,2
20,1,6,0,0,2,0,4.5,9.9,7.2,8.5,15,104.87,136,1,0,0,2
20,1,6,0,0,0,1,4.5,9.9,7.2,8.5,15,104.87,136,1,0,0,2
20,0,2,4874000,9,0,2,4.5,9.9,7.2,8.5,15,104.87,138,5,0,0,2
20,0,2,3565000,6,0,2,4.5,9.9,7.2,8.5,15,104.87,138,5,0,0,2
20,0,3,12487000,17,1,2,4.5,9.9,7.2,8.5,15,104.87,138,5,0,0,2
20,0,2,4904000,9,0,2,4.5,9.9,7.2,8.5,15,104.87,140,5,0,0,2
20,0,2,0,0,1,2,4.5,9.9,7.2,8.5,15,104.87,140,5,0,0,2
20,0,3,5766000,9,2,2,4.5,9.9,7.2,8.5,15,104.87,140,5,0,0,2
20,0,3,6243000,9,2,2,4.5,9.9,7.2,8.5,15,104.87,140,5,0,0,2
20,0,2,14111000,23,2,2,4.5,9.9,7.2,8.5,15,104.87,142,5,0,0,2
20,0,3,9560000,14,2,2,4.5,9.9,7.2,8.5,15,104.87,142,5,0,0,2
20,0,3,6243000,9,2,2,4.5,9.9,7.2,8.5,15,104.87,142,5,0,0,2
20,6,0,7019000,89,2,2,3.3,14.3,8.8,0,20,104.87,0,0,0,0,3
20,6,0,13216000,168,2,2,3.3,14.3,8.8,0,20,104.87,0,0,0,0,3
20,6,0,16440000,209,2,2,3.3,14.3,8.8,0,20,104.87,2,0,0,0,3
20,6,0,16451000,209,2,2,3.3,14.3,8.8,0,20,104.87,2,0,0,0,3
20,4,0,6383000,64,2,1,3.3,14.3,8.8,0,20,104.87,36,0,0,0,3
20,4,0,1575000,15,2,0,3.3,14.3,8.8,0,20,104.87,36,0,0,0,3
20,4,0,6126000,57,2,0,3.3,14.3,8.8,0,20,104.87,40,0,0,0,3
20,9,0,42291000,850,2,2,3.3,14.3,8.8,0,20,104.87,44,72,0,0,3
20,9,0,57362000,1152,2,2,3.3,14.3,8.8,0,20,104.87,46,72,0,0,3
20,5,0,14570000,185,2,2,3.3,14.3,8.8,0,20,104.87,50,0,0,0,3
20,5,0,9553000,139,2,2,3.3,14.3,8.8,0,20,104.87,52,0,0,0,3
20,6,0,50885000,1157,2,2,3.3,14.3,8.8,0,20,104.87,58,0,0,0,3
20,4,0,7781000,88,2,2,3.3,14.3,8.8,0,20,104.87,60,96,0,0,3
20,4,0,34631000,390,2,2,3.3,14.3,8.8,0,20,104.87,62,96,0,0,3
20,4,0,43706000,492,2,2,3.3,14.3,8.8,0,20,104.87,64,96,0,0,3
20,8,0,8784000,160,2,2,3.3,14.3,8.8,0,20,104.87,66,100,0,0,3
20,8,0,17607000,321,1,2,3.3,14.3,8.8,0,20,104.87,68,100,0,0,3
20,8,0,18853000,344,0,2,3.3,14.3,8.8,0,20,104.87,68,100,0,0,3
20,8,0,18159000,331,0,2,3.3,14.3,8.8,0,20,104.87,70,100,0,0,3
20,7,0,9618000,161,2,2,3.3,14.3,8.8,0,20,104.87,74,0,0,0,3
20,7,0,16445000,275,2,2,3.3,14.3,8.8,0,20,104.87,76,0,0,0,3
20,9,0,17498000,160,2,2,3.3,14.3,8.8,0,20,104.87,78,14,0,0,3
20,9,0,32363000,295,2,2,3.3,14.3,8.8,0,20,104.87,80,14,0,0,3
20,9,0,36363000,332,2,2,3.3,14.3,8.8,0,20,104.87,82,14,0,0,3
20,3,0,25098000,419,2,2,3.3,14.3,8.8,0,20,104.87,84,39,0,0,3
30,5,0,29914000,375,2,2,3.3,14.3,8.8,0,20,104.87,90,0,0,0,3
20,9,0,6842000,61,2,1,3.3,14.3,8.8,0,20,104.87,96,0,0,0,3
20,9,0,9312000,79,0,0,3.3,14.3,8.8,0,20,104.87,100,0,0,0,3
20,9,0,6456000,55,2,1,3.3,14.3,8.8,0,20,104.87,108,40,0,0,3
20,9,0,21947000,185,2,1,3.3,14.3,8.8,0,20,104.87,110,40,0,0,3
20,9,1,14242000,111,2,0,3.3,14.3,8.8,0,20,104.87,112,40,0,0,3
20,0,2,1718000,3,2,2,3.3,14.3,8.8,0,20,104.87,114,5,0,0,3
20,0,2,23376000,40,2,2,3.3,14.3,8.8,0,20,104.87,116,5,0,0,3
20,0,2,12693000,20,2,2,3.3,14.3,8.8,0,20,104.87,116,5,0,0,3
20,0,2,41588000,65,2,2,3.3,14.3,8.8,0,20,104.87,118,5,0,0,3
20,1,2,12891000,26,2,1,3.3,14.3,8.8,0,20,104.87,120,10,0,0,3
20,1,2,9211000,17,2,0,3.3,14.3,8.8,0,20,104.87,120,10,0,0,3
20,1,2,33889000,67,2,1,3.3,14.3,8.8,0,20,104.87,122,10,0,0,3
20,1,4,0,0,2,0,3.3,14.3,8.8,0,20,104.87,132,9,0,0,3
20,1,4,30010000,19,2,0,3.3,14.3,8.8,0,20,104.87,134,9,0,0,3
20,1,4,26773000,17,2,0,3.3,14.3,8.8,0,20,104.87,136,9,0,0,3
20,1,3,3294000,4,2,0,3.3,14.3,8.8,0,20,104.87,138,1,0,0,3
20,1,4,5173000,4,2,1,3.3,14.3,8.8,0,20,104.87,138,1,0,0,3
20,1,6,8205000,4,2,1,3.3,14.3,8.8,0,20,104.87,138,1,0,0,3
20,1,6,26183000,10,2,0,3.3,14.3,8.8,0,20,104.87,138,1,0,0,3
20,1,3,9842000,10,2,0,3.3,14.3,8.8,0,20,104.87,140,1,0,0,3
20,1,4,5173000,4,2,1,3.3,14.3,8.8,0,20,104.87,140,1,0,0,3
20,1,4,10903000,7,2,0,3.3,14.3,8.8,0,20,104.87,140,1,0,0,3
20,1,6,16360000,7,2,1,3.3,14.3,8.8,0,20,104.87,140,1,0,0,3
20,1,6,8205000,4,2,1,3.3,14.3,8.8,0,20,104.87,142,1,0,0,3
20,6,0,12161000,137,2,2,4.1,17.7,10.7,0.1,31,104.87,0,0,0,0,4
20,6,0,30851000,347,2,2,4.1,17.7,10.7,0.1,31,104.87,2,0,0,0,4
20,6,0,16056000,181,2,2,4.1,17.7,10.7,0.1,31,104.87,2,0,0,0,4
20,6,0,28351000,319,2,2,4.1,17.7,10.7,0.1,31,104.87,4,0,0,0,4
20,6,0,14869000,168,2,2,4.1,17.7,10.7,0.1,31,104.87,4,0,0,0,4
20,4,0,9376000,152,2,2,4.1,17.7,10.7,0.1,31,104.87,6,0,0,0,4
20,4,0,10936000,177,2,2,4.1,17.7,10.7,0.1,31,104.87,8,0,0,0,4
20,8,0,15459000,397,2,2,4.1,17.7,10.7,0.1,31,104.87,36,92,0,0,4
20,8,0,25217000,647,2,2,4.1,17.7,10.7,0.1,31,104.87,38,92,0,0,4
20,8,0,41472000,1064,2,2,4.1,17.7,10.7,0.1,31,104.87,40,92,0,0,4
20,4,0,2241000,29,2,2,4.1,17.7,10.7,0.1,31,104.87,42,0,0,0,4
20,4,0,8051000,69,2,2,4.1,17.7,10.7,0.1,31,104.87,42,0,0,0,4
20,4,0,20764000,176,0,2,4.1,17.7,10.7,0.1,31,104.87,44,0,0,0,4
20,4,0,3416000,44,1,2,4.1,17.7,10.7,0.1,31,104.87,46,0,0,0,4
20,4,0,10803000,122,1,2,4.1,17.7,10.7,0.1,31,104.87,48,96,0,0,4
20,6,0,10262000,116,2,2,4.1,17.7,10.7,0.1,31,104.87,54,0,0,0,4
20,6,0,5781000,65,2,2,4.1,17.7,10.7,0.1,31,104.87,54,0,0,0,4
20,6,0,25997000,293,2,2,4.1,17.7,10.7,0.1,31,104.87,56,0,0,0,4
20,6,0,33559000,378,2,2,4.1,17.7,10.7,0.1,31,104.87,58,0,0,0,4
20,6,0,20231000,228,2,2,4.1,17.7,10.7,0.1,31,104.87,58,0,0,0,4
20,9,1,3145000,16,2,1,4.1,17.7,10.7,0.1,31,104.87,60,59,0,0,4
20,9,1,6542000,31,2,0,4.1,17.7,10.7,0.1,31,104.87,60,59,0,0,4
20,9,1,3727000,19,2,1,4.1,17.7,10.7,0.1,31,104.87,60,59,0,0,4
20,9,1,1596000,8,2,0,4.1,17.7,10.7,0.1,31,104.87,60,59,0,0,4
20,9,1,19399000,94,2,1,4.1,17.7,10.7,0.1,31,104.87,62,59,0,0,4
20,9,1,15460000,71,2,0,4.1,17.7,10.7,0.1,31,104.87,62,59,0,0,4
20,9,1,5209000,27,2,1,4.1,17.7,10.7,0.1,31,104.87,64,59,0,0,4
20,9,0,27331000,549,2,2,4.1,17.7,10.7,0.1,31,104.87,74,72,0,0,4
20,9,0,49084000,986,2,2,4.1,17.7,10.7,0.1,31,104.87,76,72,0,0,4
20,8,0,12050000,220,0,2,4.1,17.7,10.7,0.1,31,104.87,80,100,0,0,4
20,8,0,16663000,304,1,2,4.1,17.7,10.7,0.1,31,104.87,82,100,0,0,4
20,7,0,26269000,661,1,2,4.1,17.7,10.7,0.1,31,104.87,84,87,0,0,4
20,7,0,24759000,623,0,2,4.1,17.7,10.7,0.1,31,104.87,86,87,0,0,4
20,7,0,34524000,868,1,2,4.1,17.7,10.7,0.1,31,104.87,88,87,0,0,4
20,5,0,11195000,125,2,2,4.1,17.7,10.7,0.1,31,104.87,90,65,0,0,4
20,5,0,22804000,254,2,2,4.1,17.7,10.7,0.1,31,104.87,92,65,0,0,4
20,3,0,17979000,361,2,2,4.1,17.7,10.7,0.1,31,104.87,96,0,0,0,4
20,9,0,19309000,163,2,2,4.1,17.7,10.7,0.1,31,104.87,102,0,0,0,4
20,9,0,35258000,297,2,2,4.1,17.7,10.7,0.1,31,104.87,104,0,0,0,4
20,9,0,45992000,387,2,2,4.1,17.7,10.7,0.1,31,104.87,106,0,0,0,4
20,3,0,45125000,1461,2,2,4.1,17.7,10.7,0.1,31,104.87,108,17,0,0,4
20,6,0,13678000,196,2,2,4.1,17.7,10.7,0.1,31,104.87,114,0,0,0,4
20,6,0,31837000,456,2,2,4.1,17.7,10.7,0.1,31,104.87,118,0,0,0,4
20,0,2,5450000,10,2,2,4.1,17.7,10.7,0.1,31,104.87,120,3,0,0,4
20,0,2,0,0,2,2,4.1,17.7,10.7,0.1,31,104.87,120,3,0,0,4
20,0,2,0,0,2,2,4.1,17.7,10.7,0.1,31,104.87,120,3,0,0,4
20,0,2,1645000,3,2,2,4.1,17.7,10.7,0.1,31,104.87,120,3,0,0,4
20,0,2,7405000,15,2,2,4.1,17.7,10.7,0.1,31,104.87,122,3,0,0,4
20,0,2,1524000,3,1,2,4.1,17.7,10.7,0.1,31,104.87,122,3,0,0,4
20,0,2,8030000,13,0,2,4.1,17.7,10.7,0.1,31,104.87,122,3,0,0,4
20,0,2,5943000,10,2,2,4.1,17.7,10.7,0.1,31,104.87,124,3,0,0,4
20,0,2,6433000,10,2,2,4.1,17.7,10.7,0.1,31,104.87,124,3,0,0,4
30,0,6,6261000,3,2,2,4.1,17.7,10.7,0.1,31,104.87,126,0,0,0,4
30,0,6,0,0,2,2,4.1,17.7,10.7,0.1,31,104.87,126,0,0,0,4
30,0,6,0,0,2,2,4.1,17.7,10.7,0.1,31,104.87,126,0,0,0,4
30,0,6,0,0,2,2,4.1,17.7,10.7,0.1,31,104.87,126,0,0,0,4
30,0,6,18685000,7,2,2,4.1,17.7,10.7,0.1,31,104.87,129,0,0,0,4
30,0,6,0,0,2,2,4.1,17.7,10.7,0.1,31,104.87,129,0,0,0,4
30,0,6,0,0,2,2,4.1,17.7,10.7,0.1,31,104.87,129,0,0,0,4
30,0,6,0,0,2,2,4.1,17.7,10.7,0.1,31,104.87,129,0,0,0,4
20,1,4,3248000,3,2,1,4.1,17.7,10.7,0.1,31,104.87,132,1,0,0,4
20,1,4,0,0,2,0,4.1,17.7,10.7,0.1,31,104.87,132,1,0,0,4
20,1,4,12620000,8,2,1,4.1,17.7,10.7,0.1,31,104.87,132,1,0,0,4
20,1,6,0,0,2,0,4.1,17.7,10.7,0.1,31,104.87,132,1,0,0,4
20,1,6,0,0,2,1,4.1,17.7,10.7,0.1,31,104.87,132,1,0,0,4
20,1,5,4810000,3,2,0,4.1,17.7,10.7,0.1,31,104.87,134,1,0,0,4
20,1,5,6223000,3,2,1,4.1,17.7,10.7,0.1,31,104.87,134,1,0,0,4
20,1,4,3595000,3,2,0,4.1,17.7,10.7,0.1,31,104.87,136,1,0,0,4
20,1,4,33619000,20,2,1,4.1,17.7,10.7,0.1,31,104.87,136,1,0,0,4
20,1,5,23876000,13,2,0,4.1,17.7,10.7,0.1,31,104.87,136,1,0,0,4
20,1,6,15322000,5,2,0,4.1,17.7,10.7,0.1,31,104.87,136,1,0,0,4
20,1,2,22294000,51,2,1,4.1,17.7,10.7,0.1,31,104.87,138,10,0,0,4
20,1,2,28039000,58,2,0,4.1,17.7,10.7,0.1,31,104.87,140,10,0,0,4
20,1,2,23680000,54,2,1,4.1,17.7,10.7,0.1,31,104.87,142,10,0,0,4
30,4,1,13030000,88,2,2,4,18.9,11.6,0,33,104.87,6,0,0,1,5
20,8,0,5063000,102,2,2,4,18.9,11.6,0,33,104.87,36,0,0,1,5
20,8,0,6982000,141,2,2,4,18.9,11.6,0,33,104.87,36,0,0,1,5
20,8,0,8942000,180,2,2,4,18.9,11.6,0,33,104.87,38,0,0,1,5
20,8,0,13174000,265,2,2,4,18.9,11.6,0,33,104.87,38,0,0,1,5
20,8,0,16813000,338,2,2,4,18.9,11.6,0,33,104.87,40,0,0,1,5
20,6,0,44564000,1013,2,2,4,18.9,11.6,0,33,104.87,46,0,0,1,5
20,5,0,35647000,510,2,2,4,18.9,11.6,0,33,104.87,50,66,0,1,5
20,5,0,59449000,851,2,2,4,18.9,11.6,0,33,104.87,52,66,0,1,5
30,8,2,15522000,36,2,2,4,18.9,11.6,0,33,104.87,54,30,0,1,5
30,8,1,5324000,30,2,2,4,18.9,11.6,0,33,104.87,54,29,0,1,5
30,8,2,15099000,33,2,2,4,18.9,11.6,0,33,104.87,57,30,0,1,5
30,8,1,17242000,97,2,2,4,18.9,11.6,0,33,104.87,57,29,0,1,5
20,8,0,22853000,458,2,2,4,18.9,11.6,0,33,104.87,60,27,0,1,5
20,8,0,53137000,1065,2,2,4,18.9,11.6,0,33,104.87,62,27,0,1,5
20,8,0,65627000,1316,2,2,4,18.9,11.6,0,33,104.87,64,27,0,1,5
20,9,0,50568000,831,2,2,4,18.9,11.6,0,33,104.87,68,24,0,1,5
20,9,1,4879000,30,2,1,4,18.9,11.6,0,33,104.87,72,4,0,1,5
20,9,1,5178000,30,2,0,4,18.9,11.6,0,33,104.87,72,4,0,1,5
20,9,1,5899000,40,2,1,4,18.9,11.6,0,33,104.87,72,4,0,1,5
20,9,1,1180000,8,2,0,4,18.9,11.6,0,33,104.87,72,4,0,1,5
20,9,1,8495000,51,2,1,4,18.9,11.6,0,33,104.87,74,4,0,1,5
20,9,1,6455000,37,2,0,4,18.9,11.6,0,33,104.87,74,4,0,1,5
20,9,1,3474000,22,0,0,4,18.9,11.6,0,33,104.87,74,4,0,1,5
20,9,1,21720000,130,1,1,4,18.9,11.6,0,33,104.87,76,4,0,1,5
20,9,1,14773000,83,0,0,4,18.9,11.6,0,33,104.87,76,4,0,1,5
20,9,1,3458000,22,0,0,4,18.9,11.6,0,33,104.87,76,4,0,1,5
20,6,0,6355000,72,2,2,4,18.9,11.6,0,33,104.87,78,0,0,1,5
20,6,0,29146000,328,2,2,4,18.9,11.6,0,33,104.87,80,0,0,1,5
20,6,0,14275000,161,2,2,4,18.9,11.6,0,33,104.87,80,0,0,1,5
20,6,0,25701000,289,2,2,4,18.9,11.6,0,33,104.87,82,0,0,1,5
20,9,0,10004000,85,2,1,4,18.9,11.6,0,33,104.87,84,40,0,1,5
20,9,1,4394000,35,2,0,4,18.9,11.6,0,33,104.87,84,40,0,1,5
20,9,1,12680000,99,2,0,4,18.9,11.6,0,33,104.87,88,40,0,1,5
20,9,0,69944000,1405,2,2,4,18.9,11.6,0,33,104.87,94,72,0,1,5
20,9,0,21405000,195,2,2,4,18.9,11.6,0,33,104.87,96,14,0,1,5
20,9,0,54162000,494,2,2,4,18.9,11.6,0,33,104.87,100,14,0,1,5
20,5,0,21828000,497,2,2,4,18.9,11.6,0,33,104.87,102,0,0,1,5
20,5,0,39459000,897,2,2,4,18.9,11.6,0,33,104.87,104,0,0,1,5
20,4,0,15397000,386,2,2,4,18.9,11.6,0,33,104.87,118,0,0,1,5
20,1,3,12086000,13,2,1,4,18.9,11.6,0,33,104.87,122,1,0,1,5
20,1,3,9054000,10,2,1,4,18.9,11.6,0,33,104.87,124,1,0,1,5
20,1,4,20544000,13,2,1,4,18.9,11.6,0,33,104.87,124,1,0,1,5
20,1,6,26152000,10,2,0,4,18.9,11.6,0,33,104.87,124,1,0,1,5
20,1,3,16330000,16,2,0,4,18.9,11.6,0,33,104.87,126,1,0,1,5
20,1,4,21757000,13,2,0,4,18.9,11.6,0,33,104.87,126,1,0,1,5
20,1,6,0,0,2,1,4,18.9,11.6,0,33,104.87,126,1,0,1,5
20,1,6,0,0,2,0,4,18.9,11.6,0,33,104.87,126,1,0,1,5
20,1,4,29386000,19,2,0,4,18.9,11.6,0,33,104.87,128,9,0,1,5
20,1,4,15274000,11,2,1,4,18.9,11.6,0,33,104.87,130,9,0,1,5
20,5,1,14192000,103,2,2,4,18.9,11.6,0,33,104.87,134,85,0,1,5
20,5,1,44885000,323,2,2,4,18.9,11.6,0,33,104.87,138,85,0,1,5
20,4,2,13933000,31,2,1,4,18.9,11.6,0,33,104.87,140,0,0,1,5
20,4,2,1724000,4,2,0,4,18.9,11.6,0,33,104.87,140,0,0,1,5
20,4,2,22908000,51,2,1,4,18.9,11.6,0,33,104.87,142,0,0,1,5
20,4,2,1724000,4,2,0,4,18.9,11.6,0,33,104.87,142,0,0,1,5
20,4,2,5527000,14,2,1,4,18.9,11.6,0,33,104.87,142,0,0,1,5
20,4,2,1410000,4,2,1,6.3,14.7,10.2,0.8,31,104.87,0,0,0,1,6
20,4,2,0,0,2,0,6.3,14.7,10.2,0.8,31,104.87,0,0,0,1,6
20,5,0,20944000,525,2,2,6.3,14.7,10.2,0.8,31,104.87,10,0,0,1,6
20,3,0,8481000,208,2,2,6.3,14.7,10.2,0.8,31,104.87,36,0,0,1,6
20,5,0,15822000,397,2,2,6.3,14.7,10.2,0.8,31,104.87,42,0,0,1,6
20,5,0,53309000,1337,2,2,6.3,14.7,10.2,0.8,31,104.87,46,0,0,1,6
20,5,0,6113000,89,2,2,6.3,14.7,10.2,0.8,31,104.87,48,0,0,1,6
20,5,0,58454000,740,2,2,6.3,14.7,10.2,0.8,31,104.87,52,0,0,1,6
20,6,0,36134000,517,2,2,6.3,14.7,10.2,0.8,31,104.87,54,42,0,1,6
20,6,0,57435000,822,2,2,6.3,14.7,10.2,0.8,31,104.87,56,42,0,1,6
20,1,3,6538000,7,2,0,6.3,14.7,10.2,0.8,31,104.87,60,1,0,1,6
20,1,4,0,0,2,1,6.3,14.7,10.2,0.8,31,104.87,60,1,0,1,6
20,1,4,0,0,2,0,6.3,14.7,10.2,0.8,31,104.87,60,1,0,1,6
20,1,6,8205000,4,2,1,6.3,14.7,10.2,0.8,31,104.87,60,1,0,1,6
20,1,6,0,0,2,0,6.3,14.7,10.2,0.8,31,104.87,60,1,0,1,6
20,1,3,21059000,22,2,1,6.3,14.7,10.2,0.8,31,104.87,62,1,0,1,6
20,1,3,9782000,10,2,0,6.3,14.7,10.2,0.8,31,104.87,62,1,0,1,6
20,1,4,0,0,2,1,6.3,14.7,10.2,0.8,31,104.87,62,1,0,1,6
20,1,3,18058000,19,2,1,6.3,14.7,10.2,0.8,31,104.87,64,1,0,1,6
20,1,4,10327000,7,2,1,6.3,14.7,10.2,0.8,31,104.87,64,1,0,1,6
20,1,4,16391000,10,2,0,6.3,14.7,10.2,0.8,31,104.87,64,1,0,1,6
20,1,6,8205000,4,2,1,6.3,14.7,10.2,0.8,31,104.87,64,1,0,1,6
20,1,6,8751000,4,2,0,6.3,14.7,10.2,0.8,31,104.87,64,1,0,1,6
20,6,0,17328000,195,2,2,6.3,14.7,10.2,0.8,31,104.87,66,0,0,1,6
20,6,0,12720000,143,2,2,6.3,14.7,10.2,0.8,31,104.87,66,0,0,1,6
20,6,0,31112000,350,2,2,6.3,14.7,10.2,0.8,31,104.87,68,0,0,1,6
20,6,0,56305000,633,2,2,6.3,14.7,10.2,0.8,31,104.87,70,0,0,1,6
20,8,0,13730000,251,2,2,6.3,14.7,10.2,0.8,31,104.87,72,100,0,1,6
20,8,0,11664000,213,2,2,6.3,14.7,10.2,0.8,31,104.87,72,100,0,1,6
20,8,0,23700000,432,2,2,6.3,14.7,10.2,0.8,31,104.87,74,100,0,1,6
20,8,0,19048000,347,2,2,6.3,14.7,10.2,0.8,31,104.87,76,100,0,1,6
20,9,1,6538000,30,2,0,6.3,14.7,10.2,0.8,31,104.87,78,59,0,1,6
20,9,1,9618000,49,1,1,6.3,14.7,10.2,0.8,31,104.87,80,59,0,1,6
20,9,1,29445000,142,1,1,6.3,14.7,10.2,0.8,31,104.87,82,59,0,1,6
20,9,1,30065000,138,2,0,6.3,14.7,10.2,0.8,31,104.87,82,59,0,1,6
20,9,1,8140000,42,2,1,6.3,14.7,10.2,0.8,31,104.87,82,59,0,1,6
20,9,1,3918000,19,2,0,6.3,14.7,10.2,0.8,31,104.87,82,59,0,1,6
30,5,0,75024000,843,2,2,6.3,14.7,10.2,0.8,31,104.87,87,65,0,1,6
20,3,0,60344000,1210,2,2,6.3,14.7,10.2,0.8,31,104.87,90,98,0,1,6
20,3,0,84612000,1696,2,2,6.3,14.7,10.2,0.8,31,104.87,92,98,0,1,6
20,3,0,87540000,1755,2,2,6.3,14.7,10.2,0.8,31,104.87,94,98,0,1,6
20,7,0,42260000,1062,2,2,6.3,14.7,10.2,0.8,31,104.87,96,87,0,1,6
20,7,0,72239000,1816,2,2,6.3,14.7,10.2,0.8,31,104.87,98,87,0,1,6
20,7,0,93173000,2342,2,2,6.3,14.7,10.2,0.8,31,104.87,100,87,0,1,6
20,9,0,44415000,730,2,2,6.3,14.7,10.2,0.8,31,104.87,104,24,0,1,6
20,9,0,59890000,984,2,2,6.3,14.7,10.2,0.8,31,104.87,106,24,0,1,6
20,3,0,47024000,786,2,2,6.3,14.7,10.2,0.8,31,104.87,108,39,0,1,6
20,9,0,21918000,245,2,2,6.3,14.7,10.2,0.8,31,104.87,116,21,0,1,6
20,9,0,72322000,806,2,2,6.3,14.7,10.2,0.8,31,104.87,118,21,0,1,6
20,9,0,78186000,871,2,2,6.3,14.7,10.2,0.8,31,104.87,120,21,0,1,6
20,1,2,22261000,51,2,1,6.3,14.7,10.2,0.8,31,104.87,122,10,0,1,6
20,1,2,15624000,32,2,0,6.3,14.7,10.2,0.8,31,104.87,122,10,0,1,6
20,1,2,23712000,55,2,1,6.3,14.7,10.2,0.8,31,104.87,124,10,0,1,6
20,1,2,24975000,52,2,0,6.3,14.7,10.2,0.8,31,104.87,124,10,0,1,6
20,1,2,54273000,124,2,1,6.3,14.7,10.2,0.8,31,104.87,126,10,0,1,6
20,0,2,15042000,26,2,2,6.3,14.7,10.2,0.8,31,104.87,128,5,0,1,6
20,0,2,16303000,26,2,2,6.3,14.7,10.2,0.8,31,104.87,128,5,0,1,6
20,0,2,18382000,31,2,2,6.3,14.7,10.2,0.8,31,104.87,130,5,0,1,6
20,0,2,23524000,37,2,2,6.3,14.7,10.2,0.8,31,104.87,130,5,0,1,6
20,0,2,42790000,79,2,2,6.3,14.7,10.2,0.8,31,104.87,132,5,0,1,6
20,1,4,3273000,3,2,1,6.3,14.7,10.2,0.8,31,104.87,134,1,0,1,6
20,1,4,25190000,15,2,1,6.3,14.7,10.2,0.8,31,104.87,134,1,0,1,6
20,1,6,0,0,2,0,6.3,14.7,10.2,0.8,31,104.87,134,1,0,1,6
20,1,6,0,0,2,1,6.3,14.7,10.2,0.8,31,104.87,134,1,0,1,6
20,1,6,0,0,2,0,6.3,14.7,10.2,0.8,31,104.87,134,1,0,1,6
20,1,4,12843000,10,2,1,6.3,14.7,10.2,0.8,31,104.87,136,1,0,1,6
20,1,4,7116000,5,2,0,6.3,14.7,10.2,0.8,31,104.87,136,1,0,1,6
20,1,5,0,0,2,1,6.3,14.7,10.2,0.8,31,104.87,136,1,0,1,6
20,1,6,6942000,3,2,0,6.3,14.7,10.2,0.8,31,104.87,136,1,0,1,6
20,1,6,20802000,8,2,1,6.3,14.7,10.2,0.8,31,104.87,136,1,0,1,6
20,1,4,17678000,13,2,0,6.3,14.7,10.2,0.8,31,104.87,138,1,0,1,6
20,1,5,0,0,0,1,6.3,14.7,10.2,0.8,31,104.87,138,1,0,1,6
20,1,6,6942000,3,1,0,6.3,14.7,10.2,0.8,31,104.87,138,1,0,1,6
20,1,6,27719000,10,0,1,6.3,14.7,10.2,0.8,31,104.87,138,1,0,1,6
20,1,6,15322000,5,1,0,6.3,14.7,10.2,0.8,31,104.87,138,1,0,1,6
20,6,0,7512000,96,1,2,6.3,14.7,10.2,0.8,31,104.87,140,0,0,1,6
20,6,0,20092000,255,2,2,6.3,14.7,10.2,0.8,31,104.87,142,0,0,1,6
20,6,0,15664000,199,2,2,2.3,19.6,11.1,0,46,104.87,0,0,0,0,0
20,6,0,13458000,171,2,2,2.3,19.6,11.1,0,46,104.87,0,0,0,0,0
20,1,4,7662000,6,2,1,2.3,19.6,11.1,0,46,104.87,2,9,0,0,0
20,1,4,8478000,6,2,0,2.3,19.6,11.1,0,46,104.87,2,9,0,0,0
20,7,0,9987000,251,2,2,2.3,19.6,11.1,0,46,104.87,36,0,0,0,0
20,7,0,15896000,399,2,2,2.3,19.6,11.1,0,46,104.87,38,0,0,0,0
30,5,0,24805000,279,2,2,2.3,19.6,11.1,0,46,104.87,42,65,0,0,0
20,4,0,12459000,140,2,2,2.3,19.6,11.1,0,46,104.87,48,96,0,0,0
20,4,0,25557000,288,0,2,2.3,19.6,11.1,0,46,104.87,50,96,0,0,0
20,8,0,19411000,389,0,2,2.3,19.6,11.1,0,46,104.87,54,27,0,0,0
