,노출(분),상품군,판매단가,취급액,판매수량,남여,무이자/일시불,최저기온,최고기온,평균기온,강수량,미세먼지농도,소비자물가지수,시각인덱스,New상품명,공휴일 여부,휴일 여부,New요일
4694,20,0,2,2857000,6,2,2,-4.4,7.5,2.2,0.1,29,104.69,140,3,0,0,0
4698,20,0,2,5033000,8,2,2,-4.4,7.5,2.2,0.1,29,104.69,140,3,0,0,0
4699,20,0,2,17909000,36,2,2,-4.4,7.5,2.2,0.1,29,104.69,142,3,0,0,0
4704,20,0,2,1709000,3,2,2,-4.4,7.5,2.2,0.1,29,104.69,142,3,0,0,0
4705,30,9,1,6034000,33,2,0,0.6,5.7,2.9,16.3,24,104.69,0,0,0,0,1
4708,30,9,0,736000,7,2,1,0.6,5.7,2.9,16.3,24,104.69,0,0,0,0,1
4713,30,9,1,5264000,41,2,0,0.6,5.7,2.9,16.3,24,104.69,3,0,0,0,1
4715,30,9,0,817000,10,2,0,0.6,5.7,2.9,16.3,24,104.69,3,0,0,0,1
4718,20,8,1,2193000,16,2,0,0.6,5.7,2.9,16.3,24,104.69,6,107,0,0,1
4720,20,8,1,3046000,22,2,0,0.6,5.7,2.9,16.3,24,104.69,8,107,0,0,1
4721,20,8,1,8387000,66,2,1,0.6,5.7,2.9,16.3,24,104.69,10,107,0,0,1
4722,20,8,1,1762000,13,2,0,0.6,5.7,2.9,16.3,24,104.69,10,107,0,0,1
4723,20,6,1,10664000,68,2,2,0.6,5.7,2.9,16.3,24,104.69,36,117,0,0,1
4724,20,6,1,12284000,78,2,2,0.6,5.7,2.9,16.3,24,104.69,38,117,0,0,1
4725,20,6,1,25393000,160,2,2,0.6,5.7,2.9,16.3,24,104.69,40,117,0,0,1
4726,20,8,0,28191000,707,2,2,0.6,5.7,2.9,16.3,24,104.69,42,0,0,0,1
4728,20,8,0,51013000,1279,2,2,0.6,5.7,2.9,16.3,24,104.69,46,0,0,0,1
4729,30,9,0,19982000,223,2,2,0.6,5.7,2.9,16.3,24,104.69,48,0,0,0,1
4735,20,9,1,4544000,22,2,0,0.6,5.7,2.9,16.3,24,104.69,60,59,0,0,1
4737,20,9,1,27577000,127,2,0,0.6,5.7,2.9,16.3,24,104.69,62,59,0,0,1
4741,20,9,1,22858000,105,2,0,0.6,5.7,2.9,16.3,24,104.69,64,59,0,0,1
4742,20,9,1,25529000,123,2,1,0.6,5.7,2.9,16.3,24,104.69,64,59,0,0,1
4743,20,9,1,6802000,33,2,0,0.6,5.7,2.9,16.3,24,104.69,64,59,0,0,1
4745,20,4,0,12797000,280,2,2,0.6,5.7,2.9,16.3,24,104.69,66,0,0,0,1
4746,20,4,0,19400000,424,2,2,0.6,5.7,2.9,16.3,24,104.69,68,0,0,0,1
4747,20,4,0,23721000,518,2,2,0.6,5.7,2.9,16.3,24,104.69,70,0,0,0,1
4748,20,9,0,21093000,347,2,2,0.6,5.7,2.9,16.3,24,104.69,72,24,0,0,1
4749,20,9,0,39883000,655,2,2,0.6,5.7,2.9,16.3,24,104.69,74,24,0,0,1
4757,30,9,0,37326000,398,2,1,0.6,5.7,2.9,16.3,24,104.69,87,21,0,0,1
4759,20,3,0,32452000,794,2,2,0.6,5.7,2.9,16.3,24,104.69,92,0,0,0,1
4761,20,3,0,41580000,834,2,2,0.6,5.7,2.9,16.3,24,104.69,96,98,0,0,1
4763,20,3,0,67513000,1353,2,2,0.6,5.7,2.9,16.3,24,104.69,100,98,0,0,1
4769,20,9,1,3599000,17,2,0,0.6,5.7,2.9,16.3,24,104.69,108,12,0,0,1
4770,20,9,1,5411000,26,2,1,0.6,5.7,2.9,16.3,24,104.69,108,12,0,0,1
4773,20,9,1,6413000,30,2,0,0.6,5.7,2.9,16.3,24,104.69,110,12,0,0,1
4776,20,9,1,11872000,43,2,1,0.6,5.7,2.9,16.3,24,104.69,112,12,0,0,1
4787,20,0,2,22664000,35,2,2,0.6,5.7,2.9,16.3,24,104.69,122,5,0,0,1
4792,20,1,2,19119000,40,2,0,0.6,5.7,2.9,16.3,24,104.69,126,10,0,0,1
4795,20,1,2,38410000,88,2,1,0.6,5.7,2.9,16.3,24,104.69,130,10,0,0,1
4800,20,1,5,16398000,8,2,0,0.6,5.7,2.9,16.3,24,104.69,132,1,0,0,1
4801,20,1,6,0,0,2,1,0.6,5.7,2.9,16.3,24,104.69,132,1,0,0,1
4804,20,1,4,7401000,6,2,0,0.6,5.7,2.9,16.3,24,104.69,134,1,0,0,1
4807,20,1,6,0,0,2,1,0.6,5.7,2.9,16.3,24,104.69,134,1,0,0,1
4808,20,1,6,7735000,3,2,0,0.6,5.7,2.9,16.3,24,104.69,134,1,0,0,1
4815,20,8,0,44757000,453,2,2,0.6,5.7,2.9,16.3,24,104.69,138,73,0,0,1
4822,20,5,0,1547000,18,2,2,-0.5,7,2.8,0,42,104.69,6,19,0,0,2
4823,20,5,0,794000,9,2,2,-0.5,7,2.8,0,42,104.69,6,51,0,0,2
4827,20,5,0,9681000,109,2,2,-0.5,7,2.8,0,42,104.69,10,6,0,0,2
4828,20,5,0,1915000,22,2,2,-0.5,7,2.8,0,42,104.69,10,19,0,0,2
4829,20,5,0,422000,5,2,2,-0.5,7,2.8,0,42,104.69,10,51,0,0,2
4834,20,4,0,13017000,218,2,2,-0.5,7,2.8,0,42,104.69,40,0,0,0,2
4836,20,6,0,15838000,269,2,2,-0.5,7,2.8,0,42,104.69,42,84,0,0,2
4837,20,6,0,21896000,372,2,2,-0.5,7,2.8,0,42,104.69,44,84,0,0,2
4839,20,9,0,12938000,155,2,2,-0.5,7,2.8,0,42,104.69,48,0,0,0,2
4840,20,9,0,701000,11,2,2,-0.5,7,2.8,0,42,104.69,48,0,0,0,2
4843,20,9,0,24723000,296,2,2,-0.5,7,2.8,0,42,104.69,52,0,0,0,2
4846,20,6,0,51435000,1470,2,2,-0.5,7,2.8,0,42,104.69,56,84,0,0,2
4848,20,9,0,26646000,438,2,2,-0.5,7,2.8,0,42,104.69,60,24,0,0,2
4850,20,9,0,67196000,1104,2,2,-0.5,7,2.8,0,42,104.69,64,24,0,0,2
4851,30,6,2,12734000,43,2,2,-0.5,7,2.8,0,42,104.69,66,67,0,0,2
4853,20,2,0,17941000,233,2,2,-0.5,7,2.8,0,42,104.69,72,63,0,0,2
4854,20,2,0,38832000,505,2,2,-0.5,7,2.8,0,42,104.69,74,63,0,0,2
4855,20,2,0,51853000,674,2,2,-0.5,7,2.8,0,42,104.69,76,63,0,0,2
4856,30,9,0,29726000,459,2,2,-0.5,7,2.8,0,42,104.69,78,58,0,0,2
4858,30,5,0,26150000,328,2,2,-0.5,7,2.8,0,42,104.69,84,0,0,0,2
4859,30,5,0,44521000,558,2,2,-0.5,7,2.8,0,42,104.69,87,0,0,0,2
4864,20,3,0,34302000,674,2,2,-0.5,7,2.8,0,42,104.69,98,82,0,0,2
4868,20,3,0,42587000,1379,2,2,-0.5,7,2.8,0,42,104.69,106,0,0,0,2
4870,20,3,0,52294000,1311,2,2,-0.5,7,2.8,0,42,104.69,110,93,0,0,2
4871,20,3,0,58806000,1474,2,2,-0.5,7,2.8,0,42,104.69,112,93,0,0,2
4874,20,3,0,84559000,2068,2,2,-0.5,7,2.8,0,42,104.69,118,55,0,0,2
4875,20,1,3,0,0,2,1,-0.5,7,2.8,0,42,104.69,120,13,0,0,2
4878,20,1,4,7287000,6,2,0,-0.5,7,2.8,0,42,104.69,120,13,0,0,2
4883,20,1,3,2853000,3,2,1,-0.5,7,2.8,0,42,104.69,124,13,0,0,2
4886,20,1,4,22823000,17,2,0,-0.5,7,2.8,0,42,104.69,124,13,0,0,2
4888,20,0,2,2857000,6,2,2,-0.5,7,2.8,0,42,104.69,126,3,0,0,2
4889,20,0,2,1456000,3,2,2,-0.5,7,2.8,0,42,104.69,126,3,0,0,2
4890,20,0,2,1581000,3,2,2,-0.5,7,2.8,0,42,104.69,126,3,0,0,2
4892,20,0,2,0,0,2,2,-0.5,7,2.8,0,42,104.69,126,3,0,0,2
4893,20,0,2,14083000,29,2,2,-0.5,7,2.8,0,42,104.69,128,3,0,0,2
4896,20,0,2,7714000,13,2,2,-0.5,7,2.8,0,42,104.69,128,3,0,0,2
4898,20,0,2,5028000,8,2,2,-0.5,7,2.8,0,42,104.69,128,3,0,0,2
4902,20,0,2,19957000,34,2,2,-0.5,7,2.8,0,42,104.69,130,3,0,0,2
4918,20,1,3,25911000,24,2,0,-0.5,7,2.8,0,42,104.69,136,1,0,0,2
4919,20,1,4,9127000,6,2,1,-0.5,7,2.8,0,42,104.69,136,1,0,0,2
4923,20,7,0,31008000,780,2,2,-0.5,7,2.8,0,42,104.69,138,87,0,0,2
4924,20,7,0,36673000,922,2,2,-0.5,7,2.8,0,42,104.69,140,87,0,0,2
4925,20,7,0,48850000,1228,2,2,-0.5,7,2.8,0,42,104.69,142,87,0,0,2
4926,20,5,0,14054000,141,2,2,-2.7,9.4,2.7,0,55,104.69,0,65,0,0,3
4928,20,5,0,32581000,327,2,2,-2.7,9.4,2.7,0,55,104.69,4,65,0,0,3
4929,20,8,0,4404000,111,2,2,-2.7,9.4,2.7,0,55,104.69,6,100,0,0,3
4930,20,8,0,7900000,199,2,2,-2.7,9.4,2.7,0,55,104.69,6,100,0,0,3
4931,20,8,0,11424000,288,2,2,-2.7,9.4,2.7,0,55,104.69,8,100,0,0,3
4936,20,7,0,14494000,184,2,2,-2.7,9.4,2.7,0,55,104.69,38,0,0,0,3
4938,20,9,0,11269000,142,2,2,-2.7,9.4,2.7,0,55,104.69,42,0,0,0,3
4947,20,9,2,1926000,7,2,0,-2.7,9.4,2.7,0,55,104.69,60,12,0,0,3
4948,20,9,1,1890000,7,2,1,-2.7,9.4,2.7,0,55,104.69,60,12,0,0,3
4950,20,9,1,720000,4,2,1,-2.7,9.4,2.7,0,55,104.69,60,12,0,0,3
4951,20,9,2,7586000,27,2,0,-2.7,9.4,2.7,0,55,104.69,62,12,0,0,3
4953,20,9,1,11399000,53,2,0,-2.7,9.4,2.7,0,55,104.69,62,12,0,0,3
4955,20,9,2,8524000,30,2,0,-2.7,9.4,2.7,0,55,104.69,64,12,0,0,3
4956,20,9,1,10937000,40,2,1,-2.7,9.4,2.7,0,55,104.69,64,12,0,0,3
4957,20,9,1,9251000,43,2,0,-2.7,9.4,2.7,0,55,104.69,64,12,0,0,3
4959,20,6,1,18699000,118,2,2,-2.7,9.4,2.7,0,55,104.69,66,117,0,0,3
4961,20,6,1,34362000,217,2,2,-2.7,9.4,2.7,0,55,104.69,70,117,0,0,3
4963,20,3,0,41768000,698,2,2,-2.7,9.4,2.7,0,55,104.69,74,39,0,0,3
4965,20,9,3,1914000,3,2,0,-2.7,9.4,2.7,0,55,104.69,78,0,0,0,3
4966,20,9,3,0,0,2,1,-2.7,9.4,2.7,0,55,104.69,78,0,0,0,3
4968,20,9,3,0,0,2,1,-2.7,9.4,2.7,0,55,104.69,78,0,0,0,3
4970,20,9,3,1823000,3,2,1,-2.7,9.4,2.7,0,55,104.69,80,0,0,0,3
4972,20,9,3,1590000,3,1,1,-2.7,9.4,2.7,0,55,104.69,80,0,0,0,3
4976,20,9,3,3104000,5,2,1,-2.7,9.4,2.7,0,55,104.69,82,0,0,0,3
4980,20,9,0,2931000,42,2,0,-2.7,9.4,2.7,0,55,104.69,86,58,0,0,3
4981,20,9,0,33660000,520,2,1,-2.7,9.4,2.7,0,55,104.69,88,58,0,0,3
4988,20,9,1,11293000,55,2,1,-2.7,9.4,2.7,0,55,104.69,92,59,0,0,3
4989,20,9,1,4555000,22,2,0,-2.7,9.4,2.7,0,55,104.69,92,59,0,0,3
4991,20,9,1,17351000,80,2,0,-2.7,9.4,2.7,0,55,104.69,94,59,0,0,3
4993,20,9,1,12816000,62,2,0,-2.7,9.4,2.7,0,55,104.69,94,59,0,0,3
4994,20,9,1,7906000,40,2,1,-2.7,9.4,2.7,0,55,104.69,94,59,0,0,3
5001,20,3,0,28805000,705,2,2,-2.7,9.4,2.7,0,55,104.69,108,55,0,0,3
5005,20,5,0,4532000,51,2,2,-2.7,9.4,2.7,0,55,104.69,114,19,0,0,3
5006,20,5,0,1919000,22,2,2,-2.7,9.4,2.7,0,55,104.69,114,51,0,0,3
5007,20,5,0,30725000,346,2,2,-2.7,9.4,2.7,0,55,104.69,116,6,0,0,3
5009,20,5,0,794000,9,2,2,-2.7,9.4,2.7,0,55,104.69,116,51,0,0,3
5011,20,5,0,10714000,121,2,2,-2.7,9.4,2.7,0,55,104.69,118,19,0,0,3
5013,20,4,1,24908000,132,2,2,-2.7,9.4,2.7,0,55,104.69,120,23,0,0,3
5016,20,3,0,38267000,1164,2,2,-2.7,9.4,2.7,0,55,104.69,126,61,0,0,3
5017,20,3,0,55487000,1687,2,2,-2.7,9.4,2.7,0,55,104.69,128,61,0,0,3
5024,20,1,3,0,0,2,0,-2.7,9.4,2.7,0,55,104.69,134,13,0,0,3
5025,20,1,4,7131000,6,2,1,-2.7,9.4,2.7,0,55,104.69,134,13,0,0,3
5030,20,1,4,25888000,20,2,0,-2.7,9.4,2.7,0,55,104.69,136,13,0,0,3
5034,20,0,2,22113000,41,2,2,-2.7,9.4,2.7,0,55,104.69,140,5,0,0,3
5035,20,0,2,16094000,27,2,2,-2.7,9.4,2.7,0,55,104.69,140,5,0,0,3
5036,20,0,2,22656000,35,2,2,-2.7,9.4,2.7,0,55,104.69,140,5,0,0,3
5040,20,5,0,17696000,179,2,2,-1.5,11.1,3.9,0,52,104.69,0,65,0,0,4
5042,20,5,0,44304000,448,2,2,-1.5,11.1,3.9,0,52,104.69,4,65,0,0,4
5046,20,4,0,25013000,503,2,2,-1.5,11.1,3.9,0,52,104.69,38,74,0,0,4
5047,20,4,0,27715000,557,2,2,-1.5,11.1,3.9,0,52,104.69,40,74,0,0,4
5048,20,4,0,3984000,134,2,2,-1.5,11.1,3.9,0,52,104.69,42,109,0,0,4
5049,20,4,0,5101000,103,2,2,-1.5,11.1,3.9,0,52,104.69,42,109,0,0,4
5052,20,4,0,10962000,368,2,2,-1.5,11.1,3.9,0,52,104.69,46,109,0,0,4
5053,20,4,0,9886000,199,2,2,-1.5,11.1,3.9,0,52,104.69,46,109,0,0,4
5056,20,6,0,32246000,809,2,2,-1.5,11.1,3.9,0,52,104.69,52,36,0,0,4
5057,20,8,0,23910000,600,2,2,-1.5,11.1,3.9,0,52,104.69,54,0,0,0,4
5058,20,8,0,52414000,1314,2,2,-1.5,11.1,3.9,0,52,104.69,56,0,0,0,4
5059,20,8,0,59754000,1498,2,2,-1.5,11.1,3.9,0,52,104.69,58,0,0,0,4
5060,20,9,0,15725000,259,2,2,-1.5,11.1,3.9,0,52,104.69,60,24,0,0,4
5061,20,9,0,39307000,646,2,2,-1.5,11.1,3.9,0,52,104.69,62,24,0,0,4
5062,20,9,0,60432000,993,2,2,-1.5,11.1,3.9,0,52,104.69,64,24,0,0,4
5064,20,3,0,48653000,813,2,2,-1.5,11.1,3.9,0,52,104.69,68,39,0,0,4
5068,20,4,0,14445000,291,2,2,-1.5,11.1,3.9,0,52,104.69,78,0,0,0,4
5069,20,4,0,34462000,693,2,2,-1.5,11.1,3.9,0,52,104.69,80,0,0,0,4
5074,30,9,0,12773000,130,2,0,-1.5,11.1,3.9,0,52,104.69,90,21,0,0,4
5076,30,9,0,35136000,355,2,0,-1.5,11.1,3.9,0,52,104.69,93,21,0,0,4
5078,20,3,0,21378000,357,2,2,-1.5,11.1,3.9,0,52,104.69,96,0,0,0,4
5082,20,3,0,36822000,901,2,2,-1.5,11.1,3.9,0,52,104.69,104,0,0,0,4
5083,20,3,0,35531000,869,2,2,-1.5,11.1,3.9,0,52,104.69,106,0,0,0,4
5084,20,3,0,28649000,701,2,2,-1.5,11.1,3.9,0,52,104.69,108,55,0,0,4
5085,20,3,0,53471000,1308,2,2,-1.5,11.1,3.9,0,52,104.69,110,55,0,0,4
5087,20,5,0,10768000,137,2,2,-1.5,11.1,3.9,0,52,104.69,114,6,0,0,4
5091,20,5,0,2897000,37,2,2,-1.5,11.1,3.9,0,52,104.69,116,51,0,0,4
5097,20,1,4,13010000,9,2,0,-1.5,11.1,3.9,0,52,104.69,120,9,0,0,4
5101,20,1,4,60193000,39,2,0,-1.5,11.1,3.9,0,52,104.69,124,9,0,0,4
5103,20,0,2,11287000,19,2,2,-1.5,11.1,3.9,0,52,104.69,126,5,0,0,4
5104,20,0,2,7007000,11,2,2,-1.5,11.1,3.9,0,52,104.69,126,5,0,0,4
5108,20,0,2,58879000,108,2,2,-1.5,11.1,3.9,0,52,104.69,130,5,0,0,4
5109,20,0,2,24131000,41,2,2,-1.5,11.1,3.9,0,52,104.69,130,5,0,0,4
5112,20,9,1,12049000,58,2,1,-1.5,11.1,3.9,0,52,104.69,132,59,0,0,4
5115,20,9,1,14995000,69,2,0,-1.5,11.1,3.9,0,52,104.69,134,59,0,0,4
5119,20,9,1,29140000,134,2,0,-1.5,11.1,3.9,0,52,104.69,136,59,0,0,4
5121,20,9,1,11300000,55,2,0,-1.5,11.1,3.9,0,52,104.69,136,59,0,0,4
5122,20,9,1,8612000,44,2,1,-1.5,11.1,3.9,0,52,104.69,136,59,0,0,4
5126,20,5,1,17360000,125,2,2,-1.3,13.2,5,0,48,104.69,0,85,0,1,5
5127,20,5,1,34796000,251,2,2,-1.3,13.2,5,0,48,104.69,2,85,0,1,5
5128,20,5,1,65246000,470,2,2,-1.3,13.2,5,0,48,104.69,4,85,0,1,5
5129,20,5,0,11236000,191,2,2,-1.3,13.2,5,0,48,104.69,6,62,0,1,5
5130,20,5,0,5166000,88,2,2,-1.3,13.2,5,0,48,104.69,6,70,0,1,5
5132,20,5,0,6909000,118,2,2,-1.3,13.2,5,0,48,104.69,8,70,0,1,5
5134,20,5,0,11098000,189,2,2,-1.3,13.2,5,0,48,104.69,10,70,0,1,5
5135,20,7,0,5992000,86,2,2,-1.3,13.2,5,0,48,104.69,36,0,0,1,5
5136,20,7,0,14035000,201,2,2,-1.3,13.2,5,0,48,104.69,38,0,0,1,5
5137,20,7,0,18083000,259,2,2,-1.3,13.2,5,0,48,104.69,40,0,0,1,5
5139,20,8,0,36300000,728,2,2,-1.3,13.2,5,0,48,104.69,44,0,0,1,5
5141,30,5,0,43342000,438,2,2,-1.3,13.2,5,0,48,104.69,48,65,0,1,5
5142,30,5,0,80400000,813,2,2,-1.3,13.2,5,0,48,104.69,51,65,0,1,5
5144,30,9,0,12819000,137,2,1,-1.3,13.2,5,0,48,104.69,54,21,0,1,5
5152,20,3,0,47391000,792,2,2,-1.3,13.2,5,0,48,104.69,70,0,0,1,5
5167,20,3,0,58777000,1438,2,2,-1.3,13.2,5,0,48,104.69,100,0,0,1,5
5172,20,2,0,67361000,875,2,2,-1.3,13.2,5,0,48,104.69,112,63,0,1,5
5175,20,4,1,56904000,302,2,2,-1.3,13.2,5,0,48,104.69,118,23,0,1,5
5176,20,3,0,32458000,814,2,2,-1.3,13.2,5,0,48,104.69,120,93,0,1,5
5184,20,1,2,27103000,56,2,0,-1.3,13.2,5,0,48,104.69,130,10,0,1,5
5186,20,1,4,3726000,3,2,0,-1.3,13.2,5,0,48,104.69,132,1,0,1,5
5190,20,1,6,0,0,2,0,-1.3,13.2,5,0,48,104.69,132,1,0,1,5
5191,20,1,4,3366000,3,2,1,-1.3,13.2,5,0,48,104.69,134,1,0,1,5
5192,20,1,4,3726000,3,2,0,-1.3,13.2,5,0,48,104.69,134,1,0,1,5
5196,20,1,6,23055000,8,2,0,-1.3,13.2,5,0,48,104.69,134,1,0,1,5
5200,20,1,5,27348000,13,2,0,-1.3,13.2,5,0,48,104.69,136,1,0,1,5
5201,20,1,6,20819000,8,2,1,-1.3,13.2,5,0,48,104.69,136,1,0,1,5
5202,20,1,6,15395000,6,2,0,-1.3,13.2,5,0,48,104.69,136,1,0,1,5
5210,20,5,0,29756000,271,2,2,-1.5,14.3,6.1,0,44,104.69,2,65,0,1,6
5214,20,6,0,11459000,234,2,2,-1.5,14.3,6.1,0,44,104.69,10,36,0,1,6
5217,20,4,1,7692000,33,2,1,-1.5,14.3,6.1,0,44,104.69,38,0,0,1,6
5218,20,4,1,4926000,20,2,0,-1.5,14.3,6.1,0,44,104.69,38,0,0,1,6
5219,20,4,1,6993000,30,2,1,-1.5,14.3,6.1,0,44,104.69,40,0,0,1,6
5220,20,4,1,10951000,45,2,0,-1.5,14.3,6.1,0,44,104.69,40,0,0,1,6
5224,30,5,0,35162000,441,2,2,-1.5,14.3,6.1,0,44,104.69,48,0,0,1,6
5228,20,4,0,91492000,1028,2,2,-1.5,14.3,6.1,0,44,104.69,58,96,0,1,6
5229,20,9,2,12338000,43,2,0,-1.5,14.3,6.1,0,44,104.69,60,12,0,1,6
5230,20,9,1,1890000,7,2,1,-1.5,14.3,6.1,0,44,104.69,60,12,0,1,6
5235,20,9,1,11429000,53,2,0,-1.5,14.3,6.1,0,44,104.69,62,12,0,1,6
5236,20,9,1,10066000,49,2,1,-1.5,14.3,6.1,0,44,104.69,62,12,0,1,6
5237,20,9,2,21676000,76,2,0,-1.5,14.3,6.1,0,44,104.69,64,12,0,1,6
5238,20,9,1,17300000,63,2,1,-1.5,14.3,6.1,0,44,104.69,64,12,0,1,6
5239,20,9,1,14214000,65,2,0,-1.5,14.3,6.1,0,44,104.69,64,12,0,1,6
5241,20,8,0,31553000,791,2,2,-1.5,14.3,6.1,0,44,104.69,66,0,0,1,6
5243,20,8,0,65972000,1654,2,2,-1.5,14.3,6.1,0,44,104.69,70,0,0,1,6
5244,20,4,2,16372000,37,2,1,-1.5,14.3,6.1,0,44,104.69,72,0,0,1,6
5245,20,4,2,7374000,16,2,0,-1.5,14.3,6.1,0,44,104.69,72,0,0,1,6
5247,20,4,2,0,0,2,0,-1.5,14.3,6.1,0,44,104.69,72,0,0,1,6
5249,20,4,2,12811000,27,2,0,-1.5,14.3,6.1,0,44,104.69,74,0,0,1,6
5250,20,4,2,1522000,4,2,1,-1.5,14.3,6.1,0,44,104.69,74,0,0,1,6
5251,20,4,2,1429000,4,2,0,-1.5,14.3,6.1,0,44,104.69,74,0,0,1,6
5252,20,4,2,34229000,77,2,1,-1.5,14.3,6.1,0,44,104.69,76,0,0,1,6
5258,20,1,2,27064000,62,2,1,-1.5,14.3,6.1,0,44,104.69,80,10,0,1,6
5261,20,1,2,30469000,63,1,0,-1.5,14.3,6.1,0,44,104.69,82,10,0,1,6
5262,20,7,0,20139000,507,2,2,-1.5,14.3,6.1,0,44,104.69,84,87,0,1,6
5263,20,7,0,45546000,1145,2,2,-1.5,14.3,6.1,0,44,104.69,86,87,0,1,6
5265,20,9,0,16386000,138,2,2,-1.5,14.3,6.1,0,44,104.69,90,0,0,1,6
5266,20,9,0,31474000,265,2,2,-1.5,14.3,6.1,0,44,104.69,92,0,0,1,6
5270,20,3,0,88264000,2213,2,2,-1.5,14.3,6.1,0,44,104.69,100,93,0,1,6
5272,20,3,0,39757000,664,2,2,-1.5,14.3,6.1,0,44,104.69,104,104,0,1,6
5273,20,3,0,37213000,622,2,2,-1.5,14.3,6.1,0,44,104.69,106,104,0,1,6
5275,20,3,0,36444000,892,2,2,-1.5,14.3,6.1,0,44,104.69,110,0,0,1,6
5277,20,1,3,2853000,3,2,1,-1.5,14.3,6.1,0,44,104.69,114,13,0,1,6
5278,20,1,3,0,0,2,0,-1.5,14.3,6.1,0,44,104.69,114,13,0,1,6
5281,20,1,3,5657000,6,2,1,-1.5,14.3,6.1,0,44,104.69,116,13,0,1,6
5283,20,1,4,24585000,20,2,1,-1.5,14.3,6.1,0,44,104.69,116,13,0,1,6
5286,20,1,3,6195000,6,2,0,-1.5,14.3,6.1,0,44,104.69,118,13,0,1,6
5287,20,1,4,31447000,25,2,1,-1.5,14.3,6.1,0,44,104.69,118,13,0,1,6
5289,20,5,0,17716000,200,2,2,-1.5,14.3,6.1,0,44,104.69,120,6,0,1,6
5291,20,5,0,794000,9,2,2,-1.5,14.3,6.1,0,44,104.69,120,51,0,1,6
5292,20,5,0,25922000,292,2,2,-1.5,14.3,6.1,0,44,104.69,122,6,0,1,6
5295,20,5,0,31446000,354,2,2,-1.5,14.3,6.1,0,44,104.69,124,6,0,1,6
5296,20,5,0,10121000,114,2,2,-1.5,14.3,6.1,0,44,104.69,124,19,0,1,6
5297,20,5,0,1844000,21,2,2,-1.5,14.3,6.1,0,44,104.69,124,51,0,1,6
5300,20,8,0,59996000,1504,2,2,-1.5,14.3,6.1,0,44,104.69,130,0,0,1,6
5301,20,9,1,8691000,40,2,0,-1.5,14.3,6.1,0,44,104.69,132,59,0,1,6
5304,20,9,1,4334000,22,2,1,-1.5,14.3,6.1,0,44,104.69,132,59,0,1,6
5305,20,9,1,8688000,40,2,0,-1.5,14.3,6.1,0,44,104.69,134,59,0,1,6
5307,20,9,1,1548000,8,2,0,-1.5,14.3,6.1,0,44,104.69,134,59,0,1,6
5310,20,9,1,30797000,149,2,1,-1.5,14.3,6.1,0,44,104.69,136,59,0,1,6
5312,20,9,1,10750000,55,2,1,-1.5,14.3,6.1,0,44,104.69,136,59,0,1,6
5313,20,0,2,10252000,21,2,2,-1.5,14.3,6.1,0,44,104.69,138,3,0,1,6
5314,20,0,2,7069000,13,2,2,-1.5,14.3,6.1,0,44,104.69,138,3,0,1,6
5315,20,0,2,4260000,8,2,2,-1.5,14.3,6.1,0,44,104.69,138,3,0,1,6
5316,20,0,2,4649000,8,2,2,-1.5,14.3,6.1,0,44,104.69,138,3,0,1,6
5317,20,0,2,1581000,3,2,2,-1.5,14.3,6.1,0,44,104.69,138,3,0,1,6
5320,20,0,2,8477000,16,2,2,-1.5,14.3,6.1,0,44,104.69,140,3,0,1,6
5321,20,0,2,8472000,16,2,2,-1.5,14.3,6.1,0,44,104.69,140,3,0,1,6
5322,20,0,2,1581000,3,2,2,-1.5,14.3,6.1,0,44,104.69,140,3,0,1,6
5323,20,0,2,7709000,13,2,2,-1.5,14.3,6.1,0,44,104.69,140,3,0,1,6
5324,20,0,2,6690000,11,2,2,-1.5,14.3,6.1,0,44,104.69,140,3,0,1,6
5326,20,0,2,4260000,8,2,2,-1.5,14.3,6.1,0,44,104.69,142,3,0,1,6
5337,20,5,0,8236000,105,2,2,0.8,12.8,6,0,50,104.69,8,6,0,0,0
5339,20,5,0,1956000,25,2,2,0.8,12.8,6,0,50,104.69,8,54,0,0,0
5344,20,9,0,10552000,265,2,2,0.8,12.8,6,0,50,104.69,38,89,0,0,0
5351,20,9,0,3859000,56,2,0,0.8,12.8,6,0,50,104.69,46,58,0,0,0
5352,20,8,0,7818000,133,2,2,0.8,12.8,6,0,50,104.69,48,81,0,0,0
5353,20,8,0,18955000,322,2,2,0.8,12.8,6,0,50,104.69,50,81,0,0,0
5359,20,6,1,20731000,131,2,2,0.8,12.8,6,0,50,104.69,62,117,0,0,0
5360,20,6,1,33710000,213,2,2,0.8,12.8,6,0,50,104.69,64,117,0,0,0
5366,20,9,0,24314000,274,2,1,0.8,12.8,6,0,50,104.69,70,0,0,0,0
5369,20,9,1,799000,4,2,0,0.8,12.8,6,0,50,104.69,72,59,0,0,0
5373,20,9,1,5301000,26,2,0,0.8,12.8,6,0,50,104.69,74,59,0,0,0
5378,20,9,1,4338000,22,2,1,0.8,12.8,6,0,50,104.69,76,59,0,0,0
5381,20,9,0,38433000,351,2,2,0.8,12.8,6,0,50,104.69,82,14,0,0,0
5382,20,8,0,21772000,546,2,2,0.8,12.8,6,0,50,104.69,84,0,0,0,0
5383,20,8,0,39596000,993,2,2,0.8,12.8,6,0,50,104.69,86,0,0,0,0
5384,20,8,0,47999000,1203,2,2,0.8,12.8,6,0,50,104.69,88,0,0,0,0
5386,20,6,0,23056000,578,2,2,0.8,12.8,6,0,50,104.69,92,36,0,0,0
