,방송일시,노출(분),상품명,상품군,판매단가,취급액
256,2019-01-03 23:20,20.0,그렉노먼 남성 캐시터치 터틀넥 4종,의류,69900 ,13850000.0
257,2019-01-03 23:20,20.0,그렉노먼 여성 캐시터치 터틀넥 4종,의류,69900 ,12274000.0
258,2019-01-03 23:40,20.0,그렉노먼 남성 캐시터치 터틀넥 4종,의류,69900 ,18958000.0
259,2019-01-03 23:40,20.0,그렉노먼 여성 캐시터치 터틀넥 4종,의류,69900 ,12616000.0
260,2019-01-04 0:00,20.0,마리노블 밍크 롱코트,의류,499000 ,11512000.0
261,2019-01-04 0:20,20.0,마리노블 밍크 롱코트,의류,499000 ,19019000.0
262,2019-01-04 0:40,20.0,마리노블 밍크 롱코트,의류,499000 ,26852000.0
263,2019-01-04 1:00,20.0,벨라홈 논슬립 옷걸이 세트,생활용품,29800 ,9780000.0
264,2019-01-04 1:20,20.0,벨라홈 논슬립 옷걸이 세트,생활용품,29800 ,18124000.0
265,2019-01-04 1:40,17.0,벨라홈 논슬립 옷걸이 세트,생활용품,29800 ,20974000.0
266,2019-01-04 6:00,20.0,제주농장 유기 양배추진액 120포,건강기능,74900 ,10439000.0
267,2019-01-04 6:20,20.0,제주농장 유기 양배추진액 120포,건강기능,74900 ,17055000.0
268,2019-01-04 6:40,20.0,제주농장 유기 양배추진액 120포,건강기능,74900 ,43680000.0
269,2019-01-04 7:00,20.0,코이모 리빙박스 8종,생활용품,49800 ,10166000.0
270,2019-01-04 7:20,20.0,코이모 리빙박스 8종,생활용품,49800 ,31092000.0
271,2019-01-04 7:40,20.0,코이모 리빙박스 8종,생활용품,49800 ,36453000.0
272,2019-01-04 8:00,20.0,로베르타 디 까메리노 360커브드 지퍼 쉐이핑 란쥬,속옷,89900 ,6122000.0
273,2019-01-04 8:20,20.0,로베르타 디 까메리노 360커브드 지퍼 쉐이핑 란쥬,속옷,89900 ,22625000.0
274,2019-01-04 8:40,20.0,로베르타 디 까메리노 360커브드 지퍼 쉐이핑 란쥬,속옷,89900 ,34090000.0
275,2019-01-04 9:00,20.0,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,238000 ,5440000.0
276,2019-01-04 9:00,20.0,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,228000 ,2285000.0
277,2019-01-04 9:00,20.0,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,218000 ,1469000.0
278,2019-01-04 9:00,20.0,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,208000 ,1403000.0
279,2019-01-04 9:20,20.0,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,238000 ,14685000.0
280,2019-01-04 9:20,20.0,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,228000 ,8150000.0
281,2019-01-04 9:20,20.0,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,218000 ,4962000.0
282,2019-01-04 9:20,20.0,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,208000 ,1389000.0
283,2019-01-04 9:40,20.0,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,238000 ,23132000.0
284,2019-01-04 9:40,20.0,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,228000 ,16967000.0
285,2019-01-04 9:40,20.0,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,218000 ,8491000.0
286,2019-01-04 9:40,20.0,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,208000 ,2742000.0
287,2019-01-04 10:00,20.0,(도냄)무이자 쿠쿠전기밥솥 10인용,주방,218000 ,6251000.0
288,2019-01-04 10:00,20.0,(도냄)일시불 쿠쿠전기밥솥 10인용,주방,208000 ,7445000.0
289,2019-01-04 10:00,20.0,(도냄)무이자 쿠쿠전기밥솥 6인용,주방,208000 ,3010000.0
290,2019-01-04 10:00,20.0,(도냄)일시불  쿠쿠전기밥솥 6인용,주방,198000 ,2161000.0
291,2019-01-04 10:20,20.0,(도냄)무이자 쿠쿠전기밥솥 10인용,주방,218000 ,17861000.0
292,2019-01-04 10:20,20.0,(도냄)일시불 쿠쿠전기밥솥 10인용,주방,208000 ,12608000.0
293,2019-01-04 10:20,20.0,(도냄)무이자 쿠쿠전기밥솥 6인용,주방,208000 ,
294,2019-01-04 10:20,20.0,(도냄)일시불  쿠쿠전기밥솥 6인용,주방,198000 ,4978000.0
295,2019-01-04 10:40,20.0,(도냄)무이자 쿠쿠전기밥솥 10인용,주방,218000 ,34904000.0
296,2019-01-04 10:40,20.0,(도냄)일시불 쿠쿠전기밥솥 10인용,주방,208000 ,29606000.0
297,2019-01-04 10:40,20.0,(도냄)무이자 쿠쿠전기밥솥 6인용,주방,208000 ,8176000.0
298,2019-01-04 10:40,20.0,(도냄)일시불  쿠쿠전기밥솥 6인용,주방,198000 ,7798000.0
299,2019-01-04 11:00,30.0,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,109000 ,28056000.0
300,2019-01-04 11:30,30.0,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,109000 ,56953000.0
301,2019-01-04 12:00,20.0,안동간고등어 20팩,농수축,30900 ,30671000.0
302,2019-01-04 12:20,20.0,안동간고등어 20팩,농수축,30900 ,44792000.0
303,2019-01-04 12:40,20.0,안동간고등어 20팩,농수축,30900 ,50049000.0
304,2019-01-04 13:00,20.0,한일 대용량 스텐 분쇄믹서기,주방,109800 ,17529000.0
305,2019-01-04 13:20,20.0,한일 대용량 스텐 분쇄믹서기,주방,109800 ,31775000.0
306,2019-01-04 13:40,20.0,한일 대용량 스텐 분쇄믹서기,주방,109800 ,42918000.0
307,2019-01-04 14:00,20.0,오모떼 레이스 파운데이션 브라,속옷,59000 ,17925000.0
308,2019-01-04 14:20,20.0,오모떼 레이스 파운데이션 브라,속옷,59000 ,31346000.0
309,2019-01-04 14:40,20.0,오모떼 레이스 파운데이션 브라,속옷,59000 ,37992000.0
310,2019-01-04 15:00,20.0,소들녘 소 갈비탕,농수축,50900 ,28581000.0
311,2019-01-04 15:20,20.0,소들녘 소 갈비탕,농수축,50900 ,32544000.0
312,2019-01-04 15:40,20.0,소들녘 소 갈비탕,농수축,50900 ,61774000.0
313,2019-01-04 16:00,20.0,하늘내린 용대리황태10미,농수축,32900 ,26530000.0
314,2019-01-04 16:20,20.0,하늘내린 용대리황태10미,농수축,32900 ,40568000.0
315,2019-01-04 16:40,20.0,하늘내린 용대리황태10미,농수축,32900 ,48311000.0
316,2019-01-04 17:00,20.0,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800 ,19960000.0
317,2019-01-04 17:20,20.0,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800 ,37694000.0
318,2019-01-04 17:40,20.0,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800 ,53381000.0
319,2019-01-04 18:00,20.0,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,59900 ,30754000.0
320,2019-01-04 18:20,20.0,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,59900 ,43797000.0
321,2019-01-04 18:40,20.0,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,59900 ,66441000.0
322,2019-01-04 19:00,20.0,일시불 LG 통돌이 세탁기,가전,439000 ,19875000.0
323,2019-01-04 19:00,20.0,무이자 LG 통돌이 세탁기,가전,489000 ,14280000.0
324,2019-01-04 19:20,20.0,일시불 LG 통돌이 세탁기,가전,439000 ,21358000.0
325,2019-01-04 19:20,20.0,무이자 LG 통돌이 세탁기,가전,489000 ,41292000.0
326,2019-01-04 19:40,20.0,일시불 LG 통돌이 세탁기,가전,439000 ,45431000.0
327,2019-01-04 19:40,20.0,무이자 LG 통돌이 세탁기,가전,489000 ,26996000.0
328,2019-01-04 20:00,20.0,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800 ,33392000.0
329,2019-01-04 20:20,20.0,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800 ,48838000.0
330,2019-01-04 20:40,20.0,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800 ,79187000.0
331,2019-01-04 21:00,20.0,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900 ,23204000.0
332,2019-01-04 21:20,20.0,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900 ,40601000.0
333,2019-01-04 21:40,20.0,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900 ,48812000.0
334,2019-01-04 22:00,20.0,그렉노먼 남성 캐시터치 터틀넥 4종,의류,69900 ,8949000.0
335,2019-01-04 22:00,20.0,그렉노먼 여성 캐시터치 터틀넥 4종,의류,69900 ,7669000.0
336,2019-01-04 22:20,20.0,그렉노먼 남성 캐시터치 터틀넥 4종,의류,69900 ,14591000.0
337,2019-01-04 22:20,20.0,그렉노먼 여성 캐시터치 터틀넥 4종,의류,69900 ,13394000.0
338,2019-01-04 22:40,20.0,그렉노먼 남성 캐시터치 터틀넥 4종,의류,69900 ,32311000.0
339,2019-01-04 22:40,20.0,그렉노먼 여성 캐시터치 터틀넥 4종,의류,69900 ,25232000.0
340,2019-01-04 23:00,30.0,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,의류,299000 ,17958000.0
341,2019-01-04 23:30,30.0,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,의류,299000 ,61787000.0
342,2019-01-05 0:00,20.0,스포메틱스 리얼핏 모이스춰라이징 코코넛크림,이미용,49900 ,10874000.0
343,2019-01-05 0:20,20.0,스포메틱스 리얼핏 모이스춰라이징 코코넛크림,이미용,49900 ,24142000.0
344,2019-01-05 0:40,20.0,스포메틱스 리얼핏 모이스춰라이징 코코넛크림,이미용,49900 ,23462000.0
345,2019-01-05 1:00,20.0,일시불[가이거] 제니스시계 주얼리세트,잡화,129000 ,15067000.0
346,2019-01-05 1:00,20.0,무이자[가이거] 제니스시계 주얼리세트,잡화,139000 ,6857000.0
347,2019-01-05 1:20,20.0,일시불[가이거] 제니스시계 주얼리세트,잡화,129000 ,30116000.0
348,2019-01-05 1:20,20.0,무이자[가이거] 제니스시계 주얼리세트,잡화,139000 ,15561000.0
349,2019-01-05 1:40,17.0,일시불[가이거] 제니스시계 주얼리세트,잡화,129000 ,20633000.0
350,2019-01-05 1:40,17.0,무이자[가이거] 제니스시계 주얼리세트,잡화,139000 ,8495000.0
351,2019-01-05 6:00,20.0,스칼프솔루션 트리트먼트 패키지,이미용,50900 ,4976000.0
352,2019-01-05 6:20,20.0,스칼프솔루션 트리트먼트 패키지,이미용,50900 ,11784000.0
353,2019-01-05 6:40,20.0,스칼프솔루션 트리트먼트 패키지,이미용,50900 ,18348000.0
354,2019-01-05 7:00,20.0,아문센 남성 윈터 하드쉘 세트,의류,79000 ,3430000.0
355,2019-01-05 7:00,20.0,아문센 여성 윈터 하드쉘 세트,의류,79000 ,3811000.0
356,2019-01-05 7:20,20.0,아문센 남성 윈터 하드쉘 세트,의류,79000 ,10904000.0
357,2019-01-05 7:20,20.0,아문센 여성 윈터 하드쉘 세트,의류,79000 ,8326000.0
358,2019-01-05 7:40,20.0,아문센 남성 윈터 하드쉘 세트,의류,79000 ,15884000.0
359,2019-01-05 7:40,20.0,아문센 여성 윈터 하드쉘 세트,의류,79000 ,7072000.0
360,2019-01-05 8:00,20.0,마담팰리스 웜기모 롱베스트 3종세트,의류,39900 ,16654000.0
361,2019-01-05 8:20,20.0,마담팰리스 웜기모 롱베스트 3종세트,의류,39900 ,37555000.0
362,2019-01-05 8:40,20.0,마담팰리스 웜기모 롱베스트 3종세트,의류,39900 ,64124000.0
363,2019-01-05 9:00,30.0,오모떼 프런트후크 데오브라 시즌2,속옷,59000 ,43243000.0
364,2019-01-05 9:30,30.0,오모떼 프런트후크 데오브라 시즌2,속옷,59000 ,88503000.0
365,2019-01-05 10:00,20.0,보코 리버시블 무스탕,의류,79000 ,18277000.0
366,2019-01-05 10:20,20.0,보코 리버시블 무스탕,의류,79000 ,27738000.0
367,2019-01-05 10:40,20.0,보코 리버시블 무스탕,의류,79000 ,35456000.0
368,2019-01-05 11:00,20.0,CERINI by PAT 남성 소프트 기모 릴렉스팬츠,의류,59900 ,27914000.0
369,2019-01-05 11:20,20.0,CERINI by PAT 남성 소프트 기모 릴렉스팬츠,의류,59900 ,46347000.0
370,2019-01-05 11:40,20.0,CERINI by PAT 남성 소프트 기모 릴렉스팬츠,의류,59900 ,79540000.0
371,2019-01-05 12:00,20.0,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800 ,25992000.0
372,2019-01-05 12:20,20.0,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800 ,51906000.0
373,2019-01-05 12:40,20.0,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800 ,77219000.0
374,2019-01-05 13:00,20.0,에코라믹 통주물 스톤 냄비세트,주방,60900 ,37162000.0
375,2019-01-05 13:20,20.0,에코라믹 통주물 스톤 냄비세트,주방,60900 ,66955000.0
376,2019-01-05 13:40,20.0,에코라믹 통주물 스톤 냄비세트,주방,60900 ,69434000.0
377,2019-01-05 14:00,20.0,일시불 LG 통돌이 세탁기,가전,439000 ,18459000.0
378,2019-01-05 14:00,20.0,무이자 LG 통돌이 세탁기,가전,489000 ,7956000.0
379,2019-01-05 14:20,20.0,일시불 LG 통돌이 세탁기,가전,439000 ,22774000.0
380,2019-01-05 14:20,20.0,무이자 LG 통돌이 세탁기,가전,489000 ,25547000.0
381,2019-01-05 14:40,20.0,일시불 LG 통돌이 세탁기,가전,439000 ,27022000.0
382,2019-01-05 14:40,20.0,무이자 LG 통돌이 세탁기,가전,489000 ,43038000.0
383,2019-01-05 15:00,30.0,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,109000 ,32810000.0
384,2019-01-05 15:30,30.0,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,109000 ,61352000.0
385,2019-01-05 16:00,20.0,멋진밥상 흥양농협 햅쌀 20kg,농수축,61000 ,44297000.0
386,2019-01-05 16:20,20.0,멋진밥상 흥양농협 햅쌀 20kg,농수축,61000 ,65082000.0
387,2019-01-05 16:40,20.0,멋진밥상 흥양농협 햅쌀 20kg,농수축,61000 ,69522000.0
388,2019-01-05 17:00,20.0,우리바다 손질왕꼬막 24팩,농수축,39900 ,52050000.0
389,2019-01-05 17:20,20.0,우리바다 손질왕꼬막 24팩,농수축,39900 ,77249000.0
390,2019-01-05 17:40,20.0,우리바다 손질왕꼬막 24팩,농수축,39900 ,104552000.0
391,2019-01-05 18:20,20.0,바다먹자 국내산 손질꽃게 7팩,농수축,59900 ,26816000.0
392,2019-01-05 18:40,20.0,바다먹자 국내산 손질꽃게 7팩,농수축,59900 ,50176000.0
393,2019-01-05 19:00,20.0,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),주방,158000 ,7220000.0
394,2019-01-05 19:00,20.0,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000 ,4779000.0
395,2019-01-05 19:00,20.0,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,148000 ,3701000.0
