,Unnamed: 0,방송일시,노출(분),상품명,상품군,판매단가,취급액,판매수량,요일,휴일,공휴일,New판매단가
3563,3563,2019-02-07 21:00,20,무이자 삼성 UHD 국민TV UN55NU7010FXKR,1,1080000,8697000,9,Thursday,No,No,12.0
3564,3564,2019-02-07 21:20,20,일시불 삼성 UHD 국민TV UN55NU7010FXKR,1,1000000,31980000,32,Thursday,No,No,12.0
3565,3565,2019-02-07 21:20,20,무이자 삼성 UHD 국민TV UN55NU7010FXKR,1,1080000,20271000,19,Thursday,No,No,12.0
3566,3566,2019-02-07 21:40,20,일시불 삼성 UHD 국민TV UN55NU7010FXKR,1,1000000,37297000,38,Thursday,No,No,12.0
3567,3567,2019-02-07 21:40,20,무이자 삼성 UHD 국민TV UN55NU7010FXKR,1,1080000,43340000,41,Thursday,No,No,12.0
3568,3568,2019-02-07 22:00,20,일시불 삼성 노트북 9 메탈 기본형 NT900X5J-K14,1,999000,2853000,3,Thursday,No,No,0.0
3569,3569,2019-02-07 22:00,20,무이자 삼성 노트북 9 메탈 기본형 NT900X5J-K14,1,1089000,0,0,Thursday,No,No,0.0
3570,3570,2019-02-07 22:00,20,일시불 삼성 노트북 9 메탈 고급형 NT900X5J-K28,1,1259000,0,0,Thursday,No,No,0.0
3571,3571,2019-02-07 22:00,20,무이자 삼성 노트북 9 메탈 고급형 NT900X5J-K28,1,1349000,15289000,12,Thursday,No,No,0.0
3572,3572,2019-02-07 22:20,20,일시불 삼성 노트북 9 메탈 기본형 NT900X5J-K14,1,999000,0,0,Thursday,No,No,0.0
3573,3573,2019-02-07 22:20,20,무이자 삼성 노트북 9 메탈 기본형 NT900X5J-K14,1,1089000,6167000,6,Thursday,No,No,0.0
3574,3574,2019-02-07 22:20,20,일시불 삼성 노트북 9 메탈 고급형 NT900X5J-K28,1,1259000,48731000,39,Thursday,No,No,0.0
3575,3575,2019-02-07 22:20,20,무이자 삼성 노트북 9 메탈 고급형 NT900X5J-K28,1,1349000,26087000,20,Thursday,No,No,0.0
3576,3576,2019-02-07 22:40,20,일시불 삼성 노트북 9 메탈 기본형 NT900X5J-K14,1,999000,11292000,12,Thursday,No,No,0.0
3577,3577,2019-02-07 22:40,20,무이자 삼성 노트북 9 메탈 기본형 NT900X5J-K14,1,1089000,6167000,6,Thursday,No,No,0.0
3578,3578,2019-02-07 22:40,20,일시불 삼성 노트북 9 메탈 고급형 NT900X5J-K28,1,1259000,45800000,37,Thursday,No,No,0.0
3579,3579,2019-02-07 22:40,20,무이자 삼성 노트북 9 메탈 고급형 NT900X5J-K28,1,1349000,38034000,29,Thursday,No,No,0.0
3580,3580,2019-02-07 23:00,20,일시불 LG전자 매직스페이스 냉장고,1,1409000,35164000,25,Thursday,No,No,0.0
3581,3581,2019-02-07 23:00,20,무이자 LG전자 매직스페이스 냉장고,1,1549000,8662000,6,Thursday,No,No,0.0
3582,3582,2019-02-07 23:20,20,일시불 LG전자 매직스페이스 냉장고,1,1409000,46924000,34,Thursday,No,No,0.0
3583,3583,2019-02-07 23:20,20,무이자 LG전자 매직스페이스 냉장고,1,1549000,8662000,6,Thursday,No,No,0.0
3584,3584,2019-02-07 23:40,20,일시불 LG전자 매직스페이스 냉장고,1,1409000,54699000,39,Thursday,No,No,0.0
3585,3585,2019-02-07 23:40,20,무이자 LG전자 매직스페이스 냉장고,1,1549000,34441000,23,Thursday,No,No,0.0
3586,3586,2019-02-08 0:00,20,도스문도스 카이만 엠보 소가죽 핸드백 1종,8,99000,31555000,319,Friday,No,No,0.0
3587,3587,2019-02-08 0:20,20,도스문도스 카이만 엠보 소가죽 핸드백 1종,8,99000,29445000,298,Friday,No,No,0.0
3588,3588,2019-02-08 0:40,20,도스문도스 카이만 엠보 소가죽 핸드백 1종,8,99000,32106000,325,Friday,No,No,0.0
3589,3589,2019-02-08 1:00,20,푸마 INNO 심리스 드로즈 (6차),5,89000,9711000,110,Friday,No,No,0.0
3590,3590,2019-02-08 1:00,20,푸마 INNO 심리스 롱드로즈 (1차),5,89000,1170000,14,Friday,No,No,0.0
3591,3591,2019-02-08 1:00,20,푸마 NEW 트렁크 패키지,5,89000,1170000,14,Friday,No,No,0.0
3592,3592,2019-02-08 1:20,20,푸마 INNO 심리스 드로즈 (6차),5,89000,9706000,110,Friday,No,No,0.0
3593,3593,2019-02-08 1:20,20,푸마 INNO 심리스 롱드로즈 (1차),5,89000,3031000,35,Friday,No,No,0.0
3594,3594,2019-02-08 1:20,20,푸마 NEW 트렁크 패키지,5,89000,3017000,34,Friday,No,No,0.0
3595,3595,2019-02-08 1:40,20,푸마 INNO 심리스 드로즈 (6차),5,89000,10062000,114,Friday,No,No,0.0
3596,3596,2019-02-08 1:40,20,푸마 INNO 심리스 롱드로즈 (1차),5,89000,2287000,26,Friday,No,No,0.0
3597,3597,2019-02-08 1:40,20,푸마 NEW 트렁크 패키지,5,89000,798000,9,Friday,No,No,0.0
3598,3598,2019-02-08 6:00,20,파시노 이지앤퀵 빗살 뿌리펌,7,69900,8671000,125,Friday,No,No,0.0
3599,3599,2019-02-08 6:20,20,파시노 이지앤퀵 빗살 뿌리펌,7,69900,13157000,189,Friday,No,No,0.0
3600,3600,2019-02-08 6:40,20,파시노 이지앤퀵 빗살 뿌리펌,7,69900,22585000,324,Friday,No,No,0.0
3601,3601,2019-02-08 7:00,20,보코 리버시블 무스탕,6,69000,10853000,158,Friday,No,No,0.0
3602,3602,2019-02-08 7:20,20,보코 리버시블 무스탕,6,69000,15509000,225,Friday,No,No,0.0
3603,3603,2019-02-08 7:40,20,보코 리버시블 무스탕,6,69000,20227000,294,Friday,No,No,0.0
3604,3604,2019-02-08 8:00,20,월드컵 남성 워킹화+슬립온,8,39800,9552000,240,Friday,No,No,0.0
3605,3605,2019-02-08 8:00,20,월드컵 여성 워킹화+슬립온,8,39800,11274000,284,Friday,No,No,0.0
3606,3606,2019-02-08 8:20,20,월드컵 남성 워킹화+슬립온,8,39800,14077000,354,Friday,No,No,0.0
3607,3607,2019-02-08 8:20,20,월드컵 여성 워킹화+슬립온,8,39800,22453000,565,Friday,No,No,0.0
3608,3608,2019-02-08 8:40,20,월드컵 남성 워킹화+슬립온,8,39800,28323000,712,Friday,No,No,0.0
3609,3609,2019-02-08 8:40,20,월드컵 여성 워킹화+슬립온,8,39800,31544000,793,Friday,No,No,0.0
3610,3610,2019-02-08 9:00,30,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,6,299000,25990000,87,Friday,No,No,0.0
3611,3611,2019-02-08 9:30,30,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,6,299000,42392000,142,Friday,No,No,0.0
3612,3612,2019-02-08 10:00,20,에코라믹 통주물 스톤 냄비세트,9,60900,24861000,409,Friday,No,No,0.0
3613,3613,2019-02-08 10:20,20,에코라믹 통주물 스톤 냄비세트,9,60900,44756000,735,Friday,No,No,0.0
3614,3614,2019-02-08 10:40,20,에코라믹 통주물 스톤 냄비세트,9,60900,59413000,976,Friday,No,No,0.0
3615,3615,2019-02-08 11:00,20,천연담아 명품다시팩 100포,3,39900,34134000,856,Friday,No,No,0.0
3616,3616,2019-02-08 11:20,20,천연담아 명품다시팩 100포,3,39900,55900000,1402,Friday,No,No,0.0
3617,3617,2019-02-08 11:40,20,천연담아 명품다시팩 100포,3,39900,63609000,1595,Friday,No,No,0.0
3618,3618,2019-02-08 12:00,20,멋진밥상 흥양농협 햅쌀 20kg,3,61000,37360000,613,Friday,No,No,7.0
3619,3619,2019-02-08 12:20,20,멋진밥상 흥양농협 햅쌀 20kg,3,61000,33826000,555,Friday,No,No,7.0
3620,3620,2019-02-08 12:40,20,멋진밥상 흥양농협 햅쌀 20kg,3,61000,55347000,908,Friday,No,No,7.0
3621,3621,2019-02-08 13:00,20,무이자 쿠쿠전기밥솥 10인용,9,218000,7128000,33,Friday,No,No,0.0
3622,3622,2019-02-08 13:00,20,일시불 쿠쿠전기밥솥 10인용,9,208000,5301000,26,Friday,No,No,0.0
3623,3623,2019-02-08 13:00,20,무이자 쿠쿠전기밥솥 6인용,9,208000,1548000,8,Friday,No,No,0.0
3624,3624,2019-02-08 13:00,20,일시불  쿠쿠전기밥솥 6인용,9,198000,763000,4,Friday,No,No,0.0
3625,3625,2019-02-08 13:20,20,무이자 쿠쿠전기밥솥 10인용,9,218000,22077000,102,Friday,No,No,0.0
3626,3626,2019-02-08 13:20,20,일시불 쿠쿠전기밥솥 10인용,9,208000,10548000,51,Friday,No,No,0.0
3627,3627,2019-02-08 13:20,20,무이자 쿠쿠전기밥솥 6인용,9,208000,5304000,26,Friday,No,No,0.0
3628,3628,2019-02-08 13:20,20,일시불  쿠쿠전기밥솥 6인용,9,198000,5040000,26,Friday,No,No,0.0
3629,3629,2019-02-08 13:40,20,무이자 쿠쿠전기밥솥 10인용,9,218000,22069000,102,Friday,No,No,0.0
3630,3630,2019-02-08 13:40,20,일시불 쿠쿠전기밥솥 10인용,9,208000,21056000,102,Friday,No,No,0.0
3631,3631,2019-02-08 13:40,20,무이자 쿠쿠전기밥솥 6인용,9,208000,4555000,22,Friday,No,No,0.0
3632,3632,2019-02-08 13:40,20,일시불  쿠쿠전기밥솥 6인용,9,198000,11496000,59,Friday,No,No,0.0
3633,3633,2019-02-08 14:00,20,가)세렌셉템버 다이아 체크 리빙박스+압축팩,4,59800,15148000,254,Friday,No,No,0.0
3634,3634,2019-02-08 14:20,20,가)세렌셉템버 다이아 체크 리빙박스+압축팩,4,59800,27779000,465,Friday,No,No,0.0
3635,3635,2019-02-08 14:40,20,가)세렌셉템버 다이아 체크 리빙박스+압축팩,4,59800,35129000,588,Friday,No,No,0.0
3636,3636,2019-02-08 15:00,20,무이자 쿠쿠 하이브리드 인덕션레인지(프리미엄형),9,799000,3736000,5,Friday,No,No,0.0
3637,3637,2019-02-08 15:00,20,일시불 쿠쿠 하이브리드 인덕션레인지(프리미엄형),9,769000,0,0,Friday,No,No,0.0
3638,3638,2019-02-08 15:00,20,무이자 쿠쿠 하이브리드 인덕션레인지(고급형),9,699000,0,0,Friday,No,No,0.0
3639,3639,2019-02-08 15:00,20,일시불 쿠쿠 하이브리드 인덕션레인지(고급형),9,669000,0,0,Friday,No,No,0.0
3640,3640,2019-02-08 15:20,20,무이자 쿠쿠 하이브리드 인덕션레인지(프리미엄형),9,799000,7444000,10,Friday,No,No,0.0
3641,3641,2019-02-08 15:20,20,일시불 쿠쿠 하이브리드 인덕션레인지(프리미엄형),9,769000,1844000,3,Friday,No,No,0.0
3642,3642,2019-02-08 15:20,20,무이자 쿠쿠 하이브리드 인덕션레인지(고급형),9,699000,1660000,3,Friday,No,No,0.0
3643,3643,2019-02-08 15:20,20,일시불 쿠쿠 하이브리드 인덕션레인지(고급형),9,669000,0,0,Friday,No,No,0.0
3644,3644,2019-02-08 15:40,20,무이자 쿠쿠 하이브리드 인덕션레인지(프리미엄형),9,799000,18561000,24,Friday,No,No,0.0
3645,3645,2019-02-08 15:40,20,일시불 쿠쿠 하이브리드 인덕션레인지(프리미엄형),9,769000,12551000,17,Friday,No,No,0.0
3646,3646,2019-02-08 15:40,20,무이자 쿠쿠 하이브리드 인덕션레인지(고급형),9,699000,3291000,5,Friday,No,No,0.0
3647,3647,2019-02-08 15:40,20,일시불 쿠쿠 하이브리드 인덕션레인지(고급형),9,669000,3130000,5,Friday,No,No,0.0
3648,3648,2019-02-08 16:00,20,청정수산 완도활전복 中사이즈 26미,3,59900,18849000,315,Friday,No,No,0.0
3649,3649,2019-02-08 16:20,20,청정수산 완도활전복 中사이즈 26미,3,59900,31719000,530,Friday,No,No,0.0
3650,3650,2019-02-08 16:40,20,청정수산 완도활전복 中사이즈 26미,3,59900,37060000,619,Friday,No,No,0.0
3651,3651,2019-02-08 17:00,20,키친플라워 대용량 디지털 에어프라이어 5L,9,89800,21527000,240,Friday,No,No,0.0
3652,3652,2019-02-08 17:20,20,키친플라워 대용량 디지털 에어프라이어 5L,9,89800,49001000,546,Friday,No,No,0.0
3653,3653,2019-02-08 17:40,20,키친플라워 대용량 디지털 에어프라이어 5L,9,89800,45095000,503,Friday,No,No,0.0
3654,3654,2019-02-08 18:00,20,국내산 손질갑오징어 8팩,3,49900,31400000,630,Friday,No,No,0.0
3655,3655,2019-02-08 18:20,20,국내산 손질갑오징어 8팩,3,49900,50543000,1013,Friday,No,No,0.0
3656,3656,2019-02-08 18:40,20,국내산 손질갑오징어 8팩,3,49900,61317000,1229,Friday,No,No,0.0
3657,3657,2019-02-08 19:00,20,비버리힐스폴로클럽 남성기초세트(2018FW골드),7,39800,29860000,751,Friday,No,No,0.0
3658,3658,2019-02-08 19:20,20,비버리힐스폴로클럽 남성기초세트(2018FW골드),7,39800,38370000,965,Friday,No,No,0.0
3659,3659,2019-02-08 19:40,20,비버리힐스폴로클럽 남성기초세트(2018FW골드),7,39800,68696000,1727,Friday,No,No,0.0
3660,3660,2019-02-08 20:00,20,일시불 삼성 UHD TV UN55NU7010FXKR,1,1000000,5367000,6,Friday,No,No,12.0
3661,3661,2019-02-08 20:00,20,무이자 삼성 UHD TV UN55NU7010FXKR,1,1080000,11544000,11,Friday,No,No,12.0
3662,3662,2019-02-08 20:00,20,일시불 삼성 UHD TV UN65NU7010FXKR,1,1700000,4588000,3,Friday,No,No,12.0
3663,3663,2019-02-08 20:00,20,무이자 삼성 UHD TV UN65NU7010FXKR,1,1800000,4884000,3,Friday,No,No,12.0
3664,3664,2019-02-08 20:00,20,일시불 삼성 UHD TV UN75NU7010FXKR,1,2700000,0,0,Friday,No,No,12.0
3665,3665,2019-02-08 20:00,20,무이자 삼성 UHD TV UN75NU7010FXKR,1,2880000,7757000,3,Friday,No,No,12.0
3666,3666,2019-02-08 20:20,20,일시불 삼성 UHD TV UN55NU7010FXKR,1,1000000,10684000,11,Friday,No,No,12.0
3667,3667,2019-02-08 20:20,20,무이자 삼성 UHD TV UN55NU7010FXKR,1,1080000,17291000,17,Friday,No,No,12.0
3668,3668,2019-02-08 20:20,20,일시불 삼성 UHD TV UN65NU7010FXKR,1,1700000,0,0,Friday,No,No,12.0
3669,3669,2019-02-08 20:20,20,무이자 삼성 UHD TV UN65NU7010FXKR,1,1800000,14471000,9,Friday,No,No,12.0
3670,3670,2019-02-08 20:20,20,일시불 삼성 UHD TV UN75NU7010FXKR,1,2700000,0,0,Friday,No,No,12.0
3671,3671,2019-02-08 20:20,20,무이자 삼성 UHD TV UN75NU7010FXKR,1,2880000,0,0,Friday,No,No,12.0
3672,3672,2019-02-08 20:40,20,일시불 삼성 UHD TV UN55NU7010FXKR,1,1000000,31980000,32,Friday,No,No,12.0
3673,3673,2019-02-08 20:40,20,무이자 삼성 UHD TV UN55NU7010FXKR,1,1080000,34666000,33,Friday,No,No,12.0
3674,3674,2019-02-08 20:40,20,일시불 삼성 UHD TV UN65NU7010FXKR,1,1700000,18231000,11,Friday,No,No,12.0
3675,3675,2019-02-08 20:40,20,무이자 삼성 UHD TV UN65NU7010FXKR,1,1800000,33752000,19,Friday,No,No,12.0
3676,3676,2019-02-08 20:40,20,일시불 삼성 UHD TV UN75NU7010FXKR,1,2700000,7301000,3,Friday,No,No,12.0
3677,3677,2019-02-08 20:40,20,무이자 삼성 UHD TV UN75NU7010FXKR,1,2880000,0,0,Friday,No,No,12.0
3678,3678,2019-02-08 21:00,20,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,0,548000,13278000,25,Friday,No,No,0.0
3679,3679,2019-02-08 21:00,20,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,0,598000,4865000,9,Friday,No,No,0.0
3680,3680,2019-02-08 21:00,20,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,0,648000,5271000,9,Friday,No,No,0.0
3681,3681,2019-02-08 21:20,20,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,0,548000,30923000,57,Friday,No,No,0.0
3682,3682,2019-02-08 21:20,20,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,0,598000,16107000,27,Friday,No,No,0.0
3683,3683,2019-02-08 21:20,20,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,0,648000,27884000,44,Friday,No,No,0.0
3684,3684,2019-02-08 21:40,20,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,0,548000,63277000,116,Friday,No,No,0.0
3685,3685,2019-02-08 21:40,20,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,0,598000,35354000,60,Friday,No,No,0.0
3686,3686,2019-02-08 21:40,20,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,0,648000,20917000,33,Friday,No,No,0.0
3687,3687,2019-02-08 22:00,20,일시불 LG전자 매직스페이스 냉장고,1,1409000,11755000,9,Friday,No,No,0.0
3688,3688,2019-02-08 22:00,20,무이자 LG전자 매직스페이스 냉장고,1,1549000,30150000,20,Friday,No,No,0.0
3689,3689,2019-02-08 22:20,20,일시불 LG전자 매직스페이스 냉장고,1,1409000,27361000,20,Friday,No,No,0.0
3690,3690,2019-02-08 22:20,20,무이자 LG전자 매직스페이스 냉장고,1,1549000,21538000,14,Friday,No,No,0.0
3691,3691,2019-02-08 22:40,20,일시불 LG전자 매직스페이스 냉장고,1,1409000,62502000,45,Friday,No,No,0.0
3692,3692,2019-02-08 22:40,20,무이자 LG전자 매직스페이스 냉장고,1,1549000,38733000,26,Friday,No,No,0.0
3693,3693,2019-02-08 23:00,20,마리노블 밍크 롱코트,6,399000,19115000,48,Friday,No,No,0.0
3694,3694,2019-02-08 23:20,20,마리노블 밍크 롱코트,6,399000,51415000,129,Friday,No,No,0.0
3695,3695,2019-02-08 23:40,20,마리노블 밍크 롱코트,6,399000,62226000,156,Friday,No,No,0.0
3696,3696,2019-02-09 0:00,20,카파 드로즈 패키지 12종,5,59000,14011000,238,Saturday,Yes,No,0.0
3697,3697,2019-02-09 0:00,20,카파 런닝 패키지 9종,5,59000,7752000,132,Saturday,Yes,No,0.0
3698,3698,2019-02-09 0:20,20,카파 드로즈 패키지 12종,5,59000,20288000,344,Saturday,Yes,No,0.0
3699,3699,2019-02-09 0:20,20,카파 런닝 패키지 9종,5,59000,8306000,141,Saturday,Yes,No,0.0
3700,3700,2019-02-09 0:40,20,카파 드로즈 패키지 12종,5,59000,27168000,461,Saturday,Yes,No,0.0
3701,3701,2019-02-09 0:40,20,카파 런닝 패키지 9종,5,59000,1559000,27,Saturday,Yes,No,0.0
3702,3702,2019-02-09 1:00,20,레이프릴 골드라벨 무빙 란쥬,5,69900,14150000,203,Saturday,Yes,No,0.0
3703,3703,2019-02-09 1:20,20,레이프릴 골드라벨 무빙 란쥬,5,69900,21317000,305,Saturday,Yes,No,0.0
3704,3704,2019-02-09 1:40,20,레이프릴 골드라벨 무빙 란쥬,5,69900,19918000,285,Saturday,Yes,No,0.0
3705,3705,2019-02-09 6:00,20,보코 리버시블 무스탕,6,69000,6982000,102,Saturday,Yes,No,0.0
3706,3706,2019-02-09 6:20,20,보코 리버시블 무스탕,6,69000,12844000,187,Saturday,Yes,No,0.0
3707,3707,2019-02-09 6:40,20,보코 리버시블 무스탕,6,69000,16754000,243,Saturday,Yes,No,0.0
3708,3708,2019-02-09 7:00,30,아키 조끼형 더블보정 란쥬 쉐이퍼(96차),5,79900,22954000,288,Saturday,Yes,No,0.0
3709,3709,2019-02-09 7:30,30,아키 조끼형 더블보정 란쥬 쉐이퍼(96차),5,79900,51034000,639,Saturday,Yes,No,0.0
3710,3710,2019-02-09 8:00,20,루이바셋 여성 기모 웜 본딩팬츠 3종,6,39900,19652000,493,Saturday,Yes,No,0.0
3711,3711,2019-02-09 8:20,20,루이바셋 여성 기모 웜 본딩팬츠 3종,6,39900,33244000,834,Saturday,Yes,No,0.0
3712,3712,2019-02-09 8:40,20,루이바셋 여성 기모 웜 본딩팬츠 3종,6,39900,36598000,918,Saturday,Yes,No,0.0
3713,3713,2019-02-09 9:00,20,마리노블 밍크 퍼 베스트,6,269000,17617000,66,Saturday,Yes,No,0.0
3714,3714,2019-02-09 9:20,20,마리노블 밍크 퍼 베스트,6,269000,36609000,137,Saturday,Yes,No,0.0
3715,3715,2019-02-09 9:40,20,마리노블 밍크 퍼 베스트,6,269000,58386000,218,Saturday,Yes,No,0.0
3716,3716,2019-02-09 10:00,20,도스문도스 카이만 엠보 소가죽 핸드백 1종,8,99000,29237000,296,Saturday,Yes,No,0.0
3717,3717,2019-02-09 10:20,20,도스문도스 카이만 엠보 소가죽 핸드백 1종,8,99000,50229000,508,Saturday,Yes,No,0.0
3718,3718,2019-02-09 10:40,20,도스문도스 카이만 엠보 소가죽 핸드백 1종,8,99000,52133000,527,Saturday,Yes,No,0.0
3719,3719,2019-02-09 11:00,20,천수봉명인 선재 전통 메주세트,3,96000,26539000,277,Saturday,Yes,No,10.0
3720,3720,2019-02-09 11:20,20,천수봉명인 선재 전통 메주세트,3,96000,48240000,503,Saturday,Yes,No,10.0
3721,3721,2019-02-09 11:40,20,천수봉명인 선재 전통 메주세트,3,96000,95089000,991,Saturday,Yes,No,10.0
3722,3722,2019-02-09 12:00,20,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),9,158000,14797000,94,Saturday,Yes,No,0.0
3723,3723,2019-02-09 12:00,20,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),9,168000,10375000,62,Saturday,Yes,No,0.0
3724,3724,2019-02-09 12:00,20,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),9,148000,4287000,29,Saturday,Yes,No,0.0
3725,3725,2019-02-09 12:00,20,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),9,158000,3499000,23,Saturday,Yes,No,0.0
3726,3726,2019-02-09 12:20,20,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),9,158000,33449000,212,Saturday,Yes,No,0.0
3727,3727,2019-02-09 12:20,20,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),9,168000,11516000,69,Saturday,Yes,No,0.0
3728,3728,2019-02-09 12:20,20,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),9,148000,13847000,94,Saturday,Yes,No,0.0
3729,3729,2019-02-09 12:20,20,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),9,158000,2316000,15,Saturday,Yes,No,0.0
3730,3730,2019-02-09 12:40,20,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),9,158000,38044000,241,Saturday,Yes,No,0.0
3731,3731,2019-02-09 12:40,20,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),9,168000,16956000,101,Saturday,Yes,No,0.0
3732,3732,2019-02-09 12:40,20,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),9,148000,17032000,116,Saturday,Yes,No,0.0
3733,3733,2019-02-09 12:40,20,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),9,158000,7995000,51,Saturday,Yes,No,0.0
3734,3734,2019-02-09 13:00,30,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,6,299000,37138000,125,Saturday,Yes,No,0.0
3735,3735,2019-02-09 13:30,30,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,6,299000,75035000,251,Saturday,Yes,No,0.0
3736,3736,2019-02-09 14:00,20,에코라믹 통주물 스톤 냄비세트,9,60900,31574000,519,Saturday,Yes,No,0.0
3737,3737,2019-02-09 14:20,20,에코라믹 통주물 스톤 냄비세트,9,60900,66414000,1091,Saturday,Yes,No,0.0
3738,3738,2019-02-09 14:40,20,에코라믹 통주물 스톤 냄비세트,9,60900,88342000,1451,Saturday,Yes,No,0.0
3739,3739,2019-02-09 15:00,20,월드컵 남성 워킹화+슬립온,8,39800,21202000,533,Saturday,Yes,No,0.0
3740,3740,2019-02-09 15:00,20,월드컵 여성 워킹화+슬립온,8,39800,21858000,550,Saturday,Yes,No,0.0
3741,3741,2019-02-09 15:20,20,월드컵 남성 워킹화+슬립온,8,39800,41473000,1043,Saturday,Yes,No,0.0
3742,3742,2019-02-09 15:20,20,월드컵 여성 워킹화+슬립온,8,39800,33112000,832,Saturday,Yes,No,0.0
3743,3743,2019-02-09 15:40,20,월드컵 남성 워킹화+슬립온,8,39800,43336000,1089,Saturday,Yes,No,0.0
3744,3744,2019-02-09 15:40,20,월드컵 여성 워킹화+슬립온,8,39800,32703000,822,Saturday,Yes,No,0.0
3745,3745,2019-02-09 16:00,20,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,3,59900,30953000,517,Saturday,Yes,No,0.0
3746,3746,2019-02-09 16:20,20,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,3,59900,54243000,906,Saturday,Yes,No,0.0
3747,3747,2019-02-09 16:40,20,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,3,59900,60785000,1015,Saturday,Yes,No,0.0
3748,3748,2019-02-09 17:00,20,옛날 그 쥐포 110장 (11팩),3,32900,42065000,1279,Saturday,Yes,No,0.0
3749,3749,2019-02-09 17:20,20,옛날 그 쥐포 110장 (11팩),3,32900,67059000,2039,Saturday,Yes,No,0.0
3750,3750,2019-02-09 17:40,20,옛날 그 쥐포 110장 (11팩),3,32900,85961000,2613,Saturday,Yes,No,0.0
3751,3751,2019-02-09 18:20,20,통째로 착즙한 루비 석류즙 84포,2,77000,26326000,342,Saturday,Yes,No,9.0
3752,3752,2019-02-09 18:40,20,통째로 착즙한 루비 석류즙 84포,2,77000,66508000,864,Saturday,Yes,No,9.0
3753,3753,2019-02-09 19:00,20,청정수산 완도활전복 中사이즈 26미,3,59900,22518000,376,Saturday,Yes,No,0.0
3754,3754,2019-02-09 19:20,20,청정수산 완도활전복 中사이즈 26미,3,59900,30690000,513,Saturday,Yes,No,0.0
3755,3755,2019-02-09 19:40,20,청정수산 완도활전복 中사이즈 26미,3,59900,53933000,901,Saturday,Yes,No,0.0
3756,3756,2019-02-09 20:00,20,카파 드로즈 패키지 12종,5,59000,19089000,324,Saturday,Yes,No,0.0
3757,3757,2019-02-09 20:00,20,카파 런닝 패키지 9종,5,59000,7537000,128,Saturday,Yes,No,0.0
3758,3758,2019-02-09 20:20,20,카파 드로즈 패키지 12종,5,59000,33692000,572,Saturday,Yes,No,0.0
3759,3759,2019-02-09 20:20,20,카파 런닝 패키지 9종,5,59000,12961000,220,Saturday,Yes,No,0.0
3760,3760,2019-02-09 20:40,20,카파 드로즈 패키지 12종,5,59000,41512000,704,Saturday,Yes,No,0.0
3761,3761,2019-02-09 20:40,20,카파 런닝 패키지 9종,5,59000,2524000,43,Saturday,Yes,No,0.0
3762,3762,2019-02-09 21:00,20,일시불 삼성 노트북 9 메탈 기본형 NT900X5J-K14,1,999000,5657000,6,Saturday,Yes,No,0.0
3763,3763,2019-02-09 21:00,20,무이자 삼성 노트북 9 메탈 기본형 NT900X5J-K14,1,1089000,3109000,3,Saturday,Yes,No,0.0
3764,3764,2019-02-09 21:00,20,일시불 삼성 노트북 9 메탈 고급형 NT900X5J-K28,1,1259000,0,0,Saturday,Yes,No,0.0
3765,3765,2019-02-09 21:00,20,무이자 삼성 노트북 9 메탈 고급형 NT900X5J-K28,1,1349000,3846000,3,Saturday,Yes,No,0.0
3766,3766,2019-02-09 21:20,20,일시불 삼성 노트북 9 메탈 기본형 NT900X5J-K14,1,999000,5292000,6,Saturday,Yes,No,0.0
3767,3767,2019-02-09 21:20,20,무이자 삼성 노트북 9 메탈 기본형 NT900X5J-K14,1,1089000,6195000,6,Saturday,Yes,No,0.0
3768,3768,2019-02-09 21:20,20,일시불 삼성 노트북 9 메탈 고급형 NT900X5J-K28,1,1259000,35235000,28,Saturday,Yes,No,0.0
3769,3769,2019-02-09 21:20,20,무이자 삼성 노트북 9 메탈 고급형 NT900X5J-K28,1,1349000,41298000,31,Saturday,Yes,No,0.0
