,방송일시,노출(분),상품명,상품군,판매단가,취급액,판매수량,요일,휴일,공휴일,New판매단가,남여,무이자/일시불,최저기온,최고기온,평균기온,강수량,미세먼지농도,소비자물가지수,시각,시각인덱스,New상품명,공휴일 여부,휴일 여부,New요일
11920,2019-04-26 17:20,20,파뷔에 항균도마 1+1세트,9,49800,37351000,751,Friday,No,No,0,2,2,7.6,11.6,9.4,6.3,16,104.87,17:20:00,104,72,0,0,4
13724,2019-05-12 1:40,20,로베르타 디 까메리노 아쿠아마레 백팩 5종세트,8,49000,22456000,459,Sunday,Yes,Yes,0,2,2,11.1,26.0,18.4,0.0,36,105.05,1:40:00,10,81,1,1,6
32825,2019-11-13 23:00,20,(일)[보루네오] 피올레 천연소가죽 소파 3인용,0,699000,5651000,9,Wednesday,No,No,0,2,2,3.7,13.9,8.9,2.8,30,104.87,23:00:00,138,8,0,0,2
26824,2019-09-14 23:40,20,아미니 비노테라 오일 워시(구성1),7,79000,25601000,325,Saturday,Yes,Yes,0,2,2,17.4,27.5,22.3,0.1,15,105.2,23:40:00,142,0,1,1,5
14808,2019-05-21 9:20,20,프라다 비텔로 피닉스 토트백,8,1580000,13480000,9,Tuesday,No,No,12,2,2,9.0,24.2,17.0,0.0,38,105.05,9:20:00,56,30,0,0,1
23616,2019-08-13 19:00,20,(일)[보루네오] 피올레 천연소가죽 소파 3인용,0,699000,0,0,Tuesday,No,No,0,2,2,24.3,33.7,28.5,1.2,21,104.81,19:00:00,114,8,0,0,1
20343,2019-07-14 12:20,20,보몽드 엘사 자수 쿨 시어서커 침구세트 Q,10,69900,13965000,200,Sunday,Yes,No,0,2,2,20.2,29.1,23.9,2.1,27,104.56,12:20:00,74,11,0,1,6
37366,2019-12-31 23:40,20,무이자쿠첸압력밥솥 6인용,9,158000,2328000,15,Tuesday,No,No,0,2,0,-6.7,0.4,-3.8,0.1,19,105.12,23:40:00,142,4,0,0,1
16417,2019-06-05 22:20,20,(일)[보루네오] 피올레 천연소가죽 소파 4인용,0,899000,19161000,22,Wednesday,No,No,0,2,2,16.8,29.9,22.9,0.0,32,104.88,22:20:00,134,8,0,0,2
23014,2019-08-07 22:40,20,일시불 LG 울트라HD TV 75UK7400KNA,1,2900000,20354000,8,Wednesday,No,No,12,2,1,23.8,32.1,27.2,14.7,27,104.81,22:40:00,136,1,0,0,2
28882,2019-10-04 8:20,20,스팀큐다리미,4,59800,26523000,444,Friday,No,No,0,2,2,17.1,26.9,21.2,0.3,30,105.46,8:20:00,50,0,0,0,4
23163,2019-08-09 16:20,20,AAB의 소곱창전골 800g x 8팩,3,55900,46840000,838,Friday,No,No,0,2,2,24.2,33.6,28.3,0.1,21,104.81,16:20:00,98,26,0,0,4
28306,2019-09-28 21:00,20,(점보형)일월 온수 카페트매트,4,278000,13202000,48,Saturday,Yes,No,0,2,2,19.3,27.4,22.5,1.8,25,105.2,21:00:00,126,111,0,1,5
35654,2019-12-13 8:20,20,(킹사이즈)일월 품안애 온수매트,4,168000,2449000,15,Friday,No,No,0,2,2,-4.6,8.1,1.6,0.1,24,105.12,8:20:00,50,15,0,0,4
8144,2019-03-24 14:40,20,뱅뱅 여성 봄 데님팬츠 3종,6,69900,30532000,437,Sunday,Yes,No,0,1,2,-2.1,11.3,4.7,0.0,24,104.49,14:40:00,88,42,0,1,6
6060,2019-03-04 10:40,20,칼리베이직 여성백 3종세트,8,39900,41454000,1039,Monday,No,No,0,2,2,3.9,15.2,8.8,0.0,89,104.49,10:40:00,64,0,0,0,0
29843,2019-10-13 13:00,20,한일 대용량 스텐 분쇄믹서기,9,109800,24417000,223,Sunday,Yes,No,0,2,2,10.6,22.3,15.9,0.0,21,105.46,13:00:00,78,14,0,1,6
3860,2019-02-10 14:40,20,비버리힐스폴로클럽 남성기초세트(2018FW골드),7,39800,68744000,1728,Sunday,Yes,No,0,2,2,-6.3,3.2,-1.4,0.0,29,104.69,14:40:00,88,87,0,1,6
14176,2019-05-15 14:20,20,오렐리안 풍기인견 원피스 2종세트,6,79900,31264000,392,Wednesday,No,No,0,2,2,14.3,27.3,20.3,0.0,42,105.05,14:20:00,86,64,0,0,2
20156,2019-07-12 15:40,20,레드캠프 여성 썸머 기능성 셔츠 7종 패키지,6,39900,15358000,385,Friday,No,No,0,1,2,19.6,27.9,23.2,0.4,16,104.56,15:40:00,94,0,0,0,4
7820,2019-03-21 10:00,20,일시불 삼성 블루스카이 공기청정기 7000 AX80R7580WDD,1,779000,0,0,Thursday,No,No,0,2,1,4.5,15.0,9.8,2.1,26,104.49,10:00:00,60,115,0,0,3
13523,2019-05-10 17:20,20,무이자 프랑스직수입  테팔 매직핸즈 프라이팬세트,9,109000,2906000,27,Friday,No,No,0,2,0,8.7,26.7,17.6,0.0,38,105.05,17:20:00,104,41,0,0,4
4919,2019-02-20 22:40,20,일시불 삼성 UHD TV UN65NU7010FXKR,1,1700000,9127000,6,Wednesday,No,No,12,2,1,-0.5,7.0,2.8,0.0,42,104.69,22:40:00,136,1,0,0,2
18783,2019-06-29 21:00,20,  뉴트리원 다이어트 구미,2,59000,56876000,964,Saturday,Yes,No,0,2,2,19.9,24.1,21.6,31.7,20,104.88,21:00:00,126,0,0,1,5
33714,2019-11-23 13:20,20,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,6,299000,24073000,81,Saturday,Yes,No,0,2,2,4.7,18.2,10.8,0.0,26,104.87,13:20:00,80,67,0,1,5
32487,2019-11-10 9:00,20,컬럼비아 여성 옴니히트 업 베이스레이어 4종,5,79000,24770000,314,Sunday,Yes,No,0,2,2,3.0,15.8,9.4,8.5,28,104.87,9:00:00,54,0,0,1,6
13000,2019-05-06 10:20,20,일시불 대우전자 벽걸이 에어컨TDOZ-S10JK,1,809000,5023000,7,Monday,No,Yes,0,2,1,8.3,20.3,14.0,0.1,37,105.05,10:20:00,62,7,1,0,0
27071,2019-09-17 8:20,20,코치 아이비 메신저 크로스백,8,199000,5053000,26,Tuesday,No,No,0,2,2,15.5,27.8,21.3,0.0,19,105.2,8:20:00,50,28,0,0,1
7204,2019-03-15 0:40,20,일시불 삼성 노트북 9 메탈 기본형 NT900X5J-K14,1,999000,8201000,9,Friday,No,No,0,2,1,1.0,12.3,5.8,3.3,32,104.49,0:40:00,4,13,0,0,4
7997,2019-03-23 1:40,20,테이트 여성 티셔츠4종,6,59000,4187000,71,Saturday,Yes,No,0,1,2,-0.3,10.3,4.2,1.4,24,104.49,1:40:00,10,46,0,1,5
18847,2019-06-30 10:20,20,한일 대용량 스텐 분쇄믹서기,9,109800,48415000,441,Sunday,Yes,No,0,2,2,20.1,28.5,23.8,0.0,23,104.88,10:20:00,62,14,0,1,6
21275,2019-07-22 13:00,30,루이띠에 순금 신디스틱 목걸이 13g+골드바 1g,8,1590000,5067000,4,Monday,No,No,12,2,2,23.2,31.6,27.0,0.3,27,104.56,13:00:00,78,49,0,0,0
20557,2019-07-16 6:20,20,오델로 여성 모자 3종,8,29000,19665000,679,Tuesday,No,No,0,2,2,20.3,28.7,23.8,4.5,23,104.56,6:20:00,38,0,0,0,1
23010,2019-08-07 22:40,20,일시불 LG 울트라HD TV 65UK6800HNC,1,1690000,19721000,12,Wednesday,No,No,12,2,1,23.8,32.1,27.2,14.7,27,104.81,22:40:00,136,1,0,0,2
4854,2019-02-20 12:20,20,통째로 착즙한 루비 석류즙 84포,2,77000,38832000,505,Wednesday,No,No,9,2,2,-0.5,7.0,2.8,0.0,42,104.69,12:20:00,74,63,0,0,2
33709,2019-11-23 11:40,20,마르엘라로사티 기모본딩팬츠,6,69900,41261000,591,Saturday,Yes,No,0,2,2,4.7,18.2,10.8,0.0,26,104.87,11:40:00,70,42,0,1,5
11936,2019-04-26 20:20,20,일시불 LG 울트라HD TV 55UK6800HNC,1,1300000,12843000,10,Friday,No,No,12,2,1,7.6,11.6,9.4,6.3,16,104.87,20:20:00,122,1,0,0,4
5566,2019-02-27 22:40,20,푸마 드라이셀 퓨징 브라세트 패키지,5,139000,88843000,640,Wednesday,No,No,0,2,2,3.4,11.8,7.1,0.4,43,104.69,22:40:00,136,85,0,0,2
30177,2019-10-16 22:00,20,일시불 선일금고 이볼브 시리즈 EV-020,4,400000,0,0,Wednesday,No,No,12,2,1,8.1,20.4,13.3,0.0,24,105.46,22:00:00,132,0,0,0,2
34249,2019-11-29 16:20,20,(싱글+싱글)일월 품안애 온수매트,4,198000,6505000,33,Friday,No,No,0,2,2,-1.2,9.9,3.4,0.0,23,104.87,16:20:00,98,15,0,0,4
22624,2019-08-04 14:40,20,헤드 파이로라이트 드로즈 10종 패키지(7월),5,59000,73473000,1246,Sunday,Yes,No,0,2,2,23.9,34.2,28.4,0.6,28,104.81,14:40:00,88,6,0,1,6
13781,2019-05-12 14:20,20,(쿠)일시불 쿠첸 압력밥솥 6인용 (A1),9,148000,9680000,66,Sunday,Yes,Yes,0,2,1,11.1,26.0,18.4,0.0,36,105.05,14:20:00,86,4,1,1,6
31096,2019-10-26 8:40,20,컬럼비아 남성 옴니히트 업 베이스레이어 4종,5,79000,62305000,789,Saturday,Yes,No,0,2,2,8.9,17.0,12.8,0.0,26,105.46,8:40:00,52,0,0,1,5
13484,2019-05-10 10:00,20,일시불 쿠쿠전기밥솥 10인용,9,208000,5465000,27,Friday,No,No,0,2,1,8.7,26.7,17.6,0.0,38,105.05,10:00:00,60,59,0,0,4
26104,2019-09-07 22:00,20,무이자 LG전자 매직스페이스 냉장고,1,1499000,72272000,49,Saturday,Yes,No,0,2,0,22.6,29.1,25.8,12.3,20,105.2,22:00:00,132,9,0,1,5
35252,2019-12-09 8:40,20,푸마 드라이셀 쉐이핑 레깅스 3종,5,59000,3750000,64,Monday,No,No,0,2,2,-3.6,10.1,3.0,0.1,43,105.12,8:40:00,52,62,0,0,0
32270,2019-11-07 21:40,20,무이자 LG 울트라HD TV 75UM7900BNA,1,2990000,0,0,Thursday,No,No,12,2,0,5.7,16.9,10.8,0.0,34,104.87,21:40:00,130,1,0,0,3
16103,2019-06-02 22:00,20,무이자 LG 울트라HD TV 75UK6200KNB,1,3090000,6966000,3,Sunday,Yes,No,12,2,0,13.6,27.8,20.6,0.0,28,104.88,22:00:00,132,1,0,1,6
37112,2019-12-28 21:20,20,(킹사이즈)일월 품안애 온수매트,4,168000,3054000,19,Saturday,Yes,No,0,2,2,-4.9,7.5,0.5,0.0,32,105.12,21:20:00,128,15,0,1,5
22364,2019-08-01 22:40,20,(무)[보루네오] 피올레 천연소가죽 소파 4인용,0,949000,33688000,36,Thursday,No,No,0,2,2,24.6,33.1,28.4,3.4,15,104.81,22:40:00,136,8,0,0,3
31970,2019-11-04 22:40,20,(중형)일월 에너지세이브 카페트매트,4,148000,6339000,43,Monday,No,No,0,2,2,7.6,18.9,12.5,0.2,22,104.87,22:40:00,136,111,0,0,0
10102,2019-04-10 22:00,20,무이자 LG 울트라HD TV 75UK6200KNB,1,3090000,0,0,Wednesday,No,No,12,2,0,4.5,9.9,7.2,8.5,15,104.87,22:00:00,132,1,0,0,2
36756,2019-12-24 19:20,20,무이자 1+1 국내제조 노비타 뉴스파 비데  무료설치,4,458000,1774000,4,Tuesday,No,No,0,2,0,-2.0,9.0,2.1,0.0,36,105.12,19:20:00,116,23,0,0,1
27579,2019-09-21 22:00,20,하림뼈없는양념닭발세트,3,39900,49750000,1247,Saturday,Yes,No,0,2,2,16.0,20.7,17.8,40.1,14,105.2,22:00:00,132,0,0,1,5
30994,2019-10-24 23:00,20,리앤 헤링본 러그 카페트 특대형,10,59900,2234000,38,Thursday,No,No,0,2,2,13.6,22.1,17.4,2.3,26,105.46,23:00:00,138,111,0,0,3
37009,2019-12-27 15:20,20,일시불 키친플라워 대용량 에어프라이어 5.8L,9,70900,19737000,279,Friday,No,No,0,2,1,-3.2,5.1,0.6,0.0,24,105.12,15:20:00,92,21,0,0,4
22505,2019-08-03 11:20,20,코치 시그니처 켈시 사첼백,8,238000,7244000,31,Saturday,Yes,No,0,2,2,24.2,34.1,28.3,0.5,23,104.81,11:20:00,68,56,0,1,5
7534,2019-03-18 19:20,20,CERINI by PAT 남성 스프링 릴렉스 팬츠 3종,6,69900,40622000,582,Monday,No,No,0,0,2,-0.7,15.0,7.5,0.0,29,104.49,19:20:00,116,42,0,0,0
35994,2019-12-16 12:40,20,무이자 쿠쿠전기밥솥 10인용(CRP-QS107FG/FS),9,218000,15615000,72,Monday,No,No,0,2,0,1.0,14.1,7.1,0.0,28,105.12,12:40:00,76,59,0,0,0
9762,2019-04-07 20:50,30,무이자 LG스타일러 의류관리기,1,1440000,21894000,16,Sunday,Yes,No,12,2,0,7.4,18.4,12.5,2.8,43,104.87,20:50:00,125,0,0,1,6
8871,2019-03-31 17:00,20,무이자 LG 휘센 에어컨 위너 FQ17V8WWJ1(스탠드),1,1989000,0,0,Sunday,Yes,No,0,2,0,2.3,9.2,5.4,0.2,31,104.49,17:00:00,102,7,0,1,6
31296,2019-10-28 21:20,20,(쿠)일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),9,168000,29339000,175,Monday,No,No,0,2,1,4.5,18.5,11.5,0.3,33,105.46,21:20:00,128,4,0,0,0
11718,2019-04-24 22:00,20,무이자 삼성 UHD TV UN65NU7050F,1,1800000,5477000,4,Wednesday,No,No,12,2,0,14.2,22.0,17.3,6.9,27,104.87,22:00:00,132,1,0,0,2
322,2019-01-04 19:00,20,일시불 LG 통돌이 세탁기,1,439000,19875000,46,Friday,No,No,0,2,1,-7.3,5.3,-0.7,0.0,38,104.24,19:00:00,114,10,0,0,4
8681,2019-03-29 22:00,20,(일) 삼익가구 LED 제니비 서랍형 침대 K,0,599000,0,0,Friday,No,No,0,2,2,5.0,17.0,10.6,0.0,33,104.49,22:00:00,132,3,0,0,4
33883,2019-11-25 14:40,20,올바로 문어발 샤워기 1세트,4,28900,11451000,397,Monday,No,No,0,2,2,3.3,10.6,5.9,3.5,21,104.87,14:40:00,88,0,0,0,0
7147,2019-03-14 15:40,20,국내산 손질갑오징어 8팩,3,49900,55780000,1118,Thursday,No,No,0,2,2,-2.4,11.8,5.2,0.0,32,104.49,15:40:00,94,98,0,0,3
14861,2019-05-21 20:40,20,뱅뱅 남성 썸머 데님팬츠 3종(2019 S/S),6,79900,48692000,610,Tuesday,No,No,0,0,2,9.0,24.2,17.0,0.0,38,105.05,20:40:00,124,42,0,0,1
3391,2019-02-06 8:40,20,일시불 메디쉴드 자동 목 견인기기,4,238000,19560000,83,Wednesday,No,Yes,0,2,1,-1.2,12.9,5.6,0.0,72,104.69,8:40:00,52,0,1,0,2
10108,2019-04-10 22:20,20,무이자 LG 울트라HD TV 70UK7400KNA,1,2790000,6942000,3,Wednesday,No,No,12,2,0,4.5,9.9,7.2,8.5,15,104.87,22:20:00,134,1,0,0,2
34415,2019-12-01 11:20,20,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,6,299000,15291000,52,Sunday,Yes,No,0,2,2,4.7,8.1,6.3,12.5,25,105.12,11:20:00,68,67,0,1,6
11278,2019-04-20 22:00,20,K-SWISS 여성에어핏트랙수트,6,89000,20633000,232,Saturday,Yes,No,0,1,2,7.7,21.6,14.7,0.1,33,104.87,22:00:00,132,0,0,1,5
27434,2019-09-20 14:00,30,생쥴랑 18K 베니스 주얼리 컬렉션 11종,8,299000,31287000,105,Friday,No,No,0,2,2,15.0,23.7,19.3,0.0,20,105.2,14:00:00,84,0,0,0,4
15905,2019-05-31 22:20,20,무이자 LG 휘센 씽큐 에어컨 스탠드형FQ17V9KWA1,1,1989000,3635000,2,Friday,No,No,0,2,0,14.4,24.0,18.6,0.8,22,105.05,22:20:00,134,7,0,0,4
28246,2019-09-28 9:00,20,USPA 남성 퀼팅자켓 1종,6,59000,9902000,168,Saturday,Yes,No,0,0,2,19.3,27.4,22.5,1.8,25,105.2,9:00:00,54,79,0,1,5
24073,2019-08-17 22:00,20,무이자 LG 울트라HD TV 65UK6800HNC,1,1920000,9019000,5,Saturday,Yes,No,12,2,0,22.0,31.0,26.2,2.1,28,104.81,22:00:00,132,1,0,1,5
19209,2019-07-03 18:40,20,청정수산 완도활전복 35미,3,59900,44350000,741,Wednesday,No,No,0,2,2,18.4,28.5,23.1,0.0,25,104.56,18:40:00,112,0,0,0,2
13346,2019-05-09 6:00,20,키친아트 스텐밀폐용기 세트,9,79900,8217000,103,Thursday,No,No,0,2,2,11.1,24.1,17.1,0.0,37,105.05,6:00:00,36,0,0,0,3
24150,2019-08-18 15:00,20,한일 대용량 스텐 분쇄믹서기,9,109800,33765000,308,Sunday,Yes,No,0,2,2,21.1,30.8,25.3,0.0,24,104.81,15:00:00,90,14,0,1,6
6326,2019-03-06 20:20,20,(무) 삼익가구 LED 제니비 서랍형 침대 K,0,649000,5031000,8,Wednesday,No,No,0,2,2,4.7,14.3,8.8,1.0,95,104.49,20:20:00,122,3,0,0,2
31438,2019-10-30 10:00,20,컬럼비아 여성 옴니히트 업 베이스레이어 4종,5,79000,4451000,57,Wednesday,No,No,0,2,2,5.7,18.3,11.3,0.0,36,105.46,10:00:00,60,0,0,0,2
12695,2019-05-03 22:20,20,무이자 LG 울트라HD TV 70UK7400KNA,1,2790000,6489000,3,Friday,No,No,12,2,0,7.6,25.9,16.7,0.0,44,105.05,22:20:00,134,1,0,0,4
26879,2019-09-15 15:20,20,한일 대용량 스텐 분쇄믹서기,9,109800,75158000,685,Sunday,Yes,No,0,2,2,19.7,28.8,23.4,0.4,16,105.2,15:20:00,92,14,0,1,6
15248,2019-05-25 11:00,30,아키 라이크라 노와이어 브라 컬렉션(뉴아키 23차),5,99900,48757000,489,Saturday,Yes,No,0,2,2,16.9,30.1,23.3,0.0,48,105.05,11:00:00,66,65,0,1,5
20405,2019-07-14 22:20,20,일시불 LG 울트라HD TV 70UK7400KNA,1,2400000,5460000,3,Sunday,Yes,No,12,2,1,20.2,29.1,23.9,2.1,27,104.56,22:20:00,134,1,0,1,6
20537,2019-07-15 22:40,20,(무)[보루네오] 피올레 천연소가죽 소파 6인용,0,1249000,6255000,6,Monday,No,No,0,2,2,20.6,27.1,23.2,8.8,27,104.56,22:40:00,136,8,0,0,0
2576,2019-01-28 19:20,20,노비타 스마트 비데,4,189000,46341000,246,Monday,No,No,0,2,2,-2.6,7.2,2.6,0.2,57,104.24,19:20:00,116,23,0,0,0
7469,2019-03-17 21:20,20,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,0,598000,6546000,11,Sunday,Yes,No,0,2,2,1.1,13.1,6.6,0.0,30,104.49,21:20:00,128,5,0,1,6
3339,2019-02-05 19:40,20,일시불 쿠쿠전기밥솥 10인용,9,208000,18805000,91,Tuesday,No,Yes,0,2,1,-4.1,11.0,2.9,0.0,83,104.69,19:40:00,118,59,1,0,1
31414,2019-10-29 22:00,20,라쉬반 프레쉬 에어 에디션 드로즈 패키지(+캐리어),5,119000,15498000,131,Tuesday,No,No,0,2,2,8.0,18.8,13.2,0.7,65,105.46,22:00:00,132,20,0,0,1
5261,2019-02-24 13:40,20,무이자 LG 통돌이 세탁기,1,489000,30469000,63,Sunday,Yes,No,0,2,0,-1.5,14.3,6.1,0.0,44,104.69,13:40:00,82,10,0,1,6
8044,2019-03-23 12:20,20,LG 휘센 에어컨 위너 FQ17V9WWA1(스탠드),1,1899000,0,0,Saturday,Yes,No,0,2,2,-0.3,10.3,4.2,1.4,24,104.49,12:20:00,74,7,0,1,5
35006,2019-12-07 10:40,20,히트융 극세사 퍼융기모 남성 동내의 패키지,5,69900,43881000,628,Saturday,Yes,No,0,2,2,-6.5,6.1,0.1,0.0,31,105.12,10:40:00,64,0,0,1,5
15694,2019-05-29 19:20,10,에버라스트 드로즈 10+4종,5,39900,24516000,615,Wednesday,No,No,0,2,2,11.1,27.4,19.7,0.0,33,105.05,19:20:00,116,6,0,0,2
27127,2019-09-17 17:20,20,ALL New 파워스윙 물걸레 진공청소기,4,268000,30893000,116,Tuesday,No,No,0,2,2,15.5,27.8,21.3,0.0,19,105.2,17:20:00,104,97,0,0,1
24937,2019-08-26 17:00,20,궁중 손질새우 200미 + 동태포 400g,3,43900,56870000,1296,Monday,No,No,0,2,2,19.0,30.0,24.3,0.1,21,104.81,17:00:00,102,90,0,0,0
19299,2019-07-04 14:20,20,헤비추얼 여성 썸머 쿨라이트 데님 3종,6,59000,16611000,282,Thursday,No,No,0,1,2,18.4,31.2,24.4,0.0,27,104.56,14:20:00,86,0,0,0,3
23895,2019-08-15 23:40,20,도루코 페이스5 면도날 4개입,4,12800,103000,9,Thursday,No,Yes,0,2,2,24.2,29.1,26.1,15.8,14,104.81,23:40:00,142,0,1,0,3
18754,2019-06-29 13:00,20,레드캠프 남성 썸머 기능성 셔츠 7종 패키지,6,39900,13191000,331,Saturday,Yes,No,0,0,2,19.9,24.1,21.6,31.7,20,104.88,13:00:00,78,0,0,1,5
9545,2019-04-05 23:00,20,디키즈 윈드브레이커1종,6,44000,24195000,550,Friday,No,No,4,2,2,5.2,19.0,11.7,0.0,74,104.87,23:00:00,138,0,0,0,4
10965,2019-04-18 7:00,20,레이프릴 쿨 보정런닝,5,49900,21446000,430,Thursday,No,No,0,2,2,8.4,21.6,15.3,0.0,30,104.87,7:00:00,42,53,0,0,3
17256,2019-06-13 21:45,20,무이자 캐리어 벽걸이에어컨 7형 ARC07VBC,1,749000,8758000,12,Thursday,No,No,0,2,0,14.7,28.0,21.2,0.0,23,104.88,21:45:00,120,22,0,0,3
19548,2019-07-06 23:00,20,무이자 LG 통돌이 세탁기,1,489000,38295000,79,Saturday,Yes,No,0,2,0,19.0,31.3,25.1,0.0,28,104.56,23:00:00,138,10,0,1,5
17111,2019-06-12 11:00,20,보몽드 샐비어 시어서커 리플 침구세트 K,10,69900,16089000,231,Wednesday,No,No,0,2,2,14.3,25.9,19.7,0.0,22,104.88,11:00:00,66,11,0,0,2
11985,2019-04-27 7:20,20,K-SWISS 여성PK티셔츠4종,6,69900,8480000,122,Saturday,Yes,No,0,1,2,4.9,17.8,11.4,0.1,15,104.87,7:20:00,44,46,0,1,5
17825,2019-06-19 11:00,30,무이자 매직쉐프 10리터 듀얼쿡 에어프라이어,9,164000,20177000,124,Wednesday,No,No,11,2,0,18.3,27.5,22.2,0.8,26,104.88,11:00:00,66,21,0,0,2
31696,2019-11-02 1:20,20,[디즈니] 19 F/W 남성 기모 라운드 맨투맨 3종,6,59000,2618000,45,Saturday,Yes,No,0,0,2,7.7,19.9,13.5,0.0,55,104.87,1:20:00,8,0,0,1,5
8304,2019-03-25 23:20,20,무이자 삼성 노트북 9 메탈 고급형 NT900X5J-K28,1,1349000,36603000,28,Monday,No,No,0,2,0,0.4,13.8,7.2,0.0,37,104.49,23:20:00,140,13,0,0,0
18995,2019-07-01 21:40,20,무이자 LG전자 매직스페이스 냉장고,1,1499000,80518000,54,Monday,No,No,0,2,0,19.9,26.9,23.2,0.4,27,104.56,21:40:00,130,9,0,0,0
10399,2019-04-13 10:20,20,2019 S/S 엘리자베스아덴 선글라스 2종,8,49900,53137000,1065,Saturday,Yes,No,0,2,2,4.0,18.9,11.6,0.0,33,104.87,10:20:00,62,27,0,1,5
14474,2019-05-18 10:00,20,무이자 대우전자 벽걸이 에어컨 DOZ-S06JK,1,549000,19124000,35,Saturday,Yes,No,0,2,0,16.4,21.8,18.8,21.3,22,105.05,10:00:00,60,7,0,1,5
14167,2019-05-15 12:20,20,파뷔에 항균도마 1+1세트,9,49800,34042000,684,Wednesday,No,No,0,2,2,14.3,27.3,20.3,0.0,42,105.05,12:20:00,74,72,0,0,2
2069,2019-01-22 22:00,20,(도냄)일시불 쿠쿠전기밥솥 10인용,9,208000,8180000,40,Tuesday,No,No,0,2,1,-3.2,9.0,2.6,0.0,52,104.24,22:00:00,132,59,0,0,1
20842,2019-07-18 16:00,20,안동간고등어 20팩,3,30900,33589000,1088,Thursday,No,No,0,2,2,21.4,27.8,24.3,8.1,28,104.56,16:00:00,96,17,0,0,3
15444,2019-05-27 0:30,30,USPA  남성 폴로셔츠 위켄드 컬렉션 3종,6,79000,26123000,331,Monday,No,No,0,0,2,15.4,22.1,18.6,22.9,21,105.05,0:30:00,3,0,0,0,0
26790,2019-09-14 21:00,20,(무)[보루네오] 피올레 천연소가죽 소파 3인용,0,749000,5868000,8,Saturday,Yes,Yes,0,2,2,17.4,27.5,22.3,0.1,15,105.2,21:00:00,126,8,1,1,5
22314,2019-08-01 15:10,10,초특가)에버라스트 드로즈 10+4종,5,39900,12472000,313,Thursday,No,No,0,2,2,24.6,33.1,28.4,3.4,15,104.81,15:10:00,91,6,0,0,3
5234,2019-02-24 10:20,20,일시불  린나이 자동불꽃조절 가스레인지 3구,9,279000,9127000,33,Sunday,Yes,No,0,2,1,-1.5,14.3,6.1,0.0,44,104.69,10:20:00,62,12,0,1,6
12598,2019-05-03 8:30,30,일시불 매직쉐프 10리터 듀얼쿡 에어프라이어,9,154000,37851000,246,Friday,No,No,11,2,1,7.6,25.9,16.7,0.0,44,105.05,8:30:00,51,21,0,0,4
1415,2019-01-16 10:40,20,(도냄)일시불 쿠쿠전기밥솥 10인용,9,208000,20745000,100,Wednesday,No,No,0,2,1,-7.9,1.7,-3.2,0.0,36,104.24,10:40:00,64,59,0,0,2
22036,2019-07-29 17:20,20,AAB의 소곱창전골 800g x 8팩,3,55900,50075000,896,Monday,No,No,0,2,2,24.3,32.1,27.8,0.1,15,104.56,17:20:00,104,26,0,0,0
12796,2019-05-04 21:00,20,일시불 LG 통돌이 세탁기,1,439000,34184000,78,Saturday,Yes,No,0,2,1,8.8,26.5,17.6,0.0,54,105.05,21:00:00,126,10,0,1,5
23097,2019-08-08 22:40,20,일시불 LG전자 매직스페이스 냉장고,1,1359000,37183000,28,Thursday,No,No,0,2,1,24.2,33.2,27.6,5.7,28,104.81,22:40:00,136,9,0,0,3
1409,2019-01-16 10:00,20,(도냄)일시불  쿠쿠전기밥솥 6인용,9,198000,2164000,11,Wednesday,No,No,0,2,1,-7.9,1.7,-3.2,0.0,36,104.24,10:00:00,60,59,0,0,2
20176,2019-07-12 20:40,20,리복 델타 피트니스 트렁크 8종,5,89000,5772000,65,Friday,No,No,0,2,2,19.6,27.9,23.2,0.4,16,104.56,20:40:00,124,19,0,0,4
2642,2019-01-29 16:00,20,천수봉명인 선재 전통 메주세트,3,96000,11697000,122,Tuesday,No,No,10,2,2,-6.5,8.1,0.0,0.0,57,104.24,16:00:00,96,0,0,0,1
19139,2019-07-02 23:40,20,(일)[보루네오] 피올레 천연소가죽 소파 4인용,0,899000,31295000,35,Tuesday,No,No,0,2,2,18.5,29.2,23.4,0.0,24,104.56,23:40:00,142,8,0,0,1
24697,2019-08-23 19:40,20,유귀열의 The 귀한 치마살,3,55900,16820000,301,Friday,No,No,0,2,2,20.8,29.5,24.7,0.0,28,104.81,19:40:00,118,0,0,0,4
20377,2019-07-14 19:20,20,리복 델타 피트니스 드로즈 12종,5,89000,19586000,221,Sunday,Yes,No,0,2,2,20.2,29.1,23.9,2.1,27,104.56,19:20:00,116,6,0,1,6
29400,2019-10-09 1:00,20,[가이거] 블랙 에디션 다이아몬드 워치(여성용),8,178000,4800000,27,Wednesday,No,Yes,0,2,2,6.8,21.2,13.3,0.0,24,105.46,1:00:00,6,107,1,0,2
3441,2019-02-06 18:40,20,일시불  린나이 자동불꽃조절 가스레인지 3구,9,279000,19971000,72,Wednesday,No,Yes,0,2,1,-1.2,12.9,5.6,0.0,72,104.69,18:40:00,112,12,1,0,2
3943,2019-02-11 17:40,20,천수봉명인 선재 전통 메주세트,3,96000,62527000,652,Monday,No,No,10,2,2,-4.7,3.9,-0.8,0.0,28,104.69,17:40:00,106,0,0,0,0
