,방송일시,노출(분),상품명,상품군,판매단가,취급액,판매수량,요일,휴일,공휴일,New판매단가,남여,무이자/일시불,최저기온,최고기온,평균기온,강수량,미세먼지농도,소비자물가지수,시각,시각인덱스,New상품명,공휴일 여부,휴일 여부,New요일
3839,2019-02-10 11:40,20,마리노블 밍크 롱코트,6,399000,52349000,132,Sunday,Yes,No,0,2,2,-6.3,3.2,-1.4,0.0,29,104.69,11:40:00,70,67,0,1,6
37356,2019-12-31 21:40,20,일시불 LG전자 매직스페이스 냉장고,1,1359000,43700000,33,Tuesday,No,No,0,2,1,-6.7,0.4,-3.8,0.1,19,105.12,21:40:00,130,9,0,0,1
20957,2019-07-19 19:40,20,비버리힐스폴로클럽 남성기초세트(플라센타아이크림+선크림),7,39800,54050000,1359,Friday,No,No,0,2,2,22.1,28.5,25.2,13.9,22,104.56,19:40:00,118,87,0,0,4
18177,2019-06-23 6:40,20,알렉스하운드 썸머 기능성 멀티웨어 6종,6,39800,45683000,1148,Sunday,Yes,No,0,2,2,16.4,27.3,21.6,0.3,17,104.88,6:40:00,40,0,0,1,6
27401,2019-09-20 7:40,20,무농약레드비트즙 90봉,2,39900,32102000,805,Friday,No,No,0,2,2,15.0,23.7,19.3,0.0,20,105.2,7:40:00,46,0,0,0,4
26444,2019-09-11 11:20,10,[페플럼제이] 19Fall' 시그니처 밴딩팬츠 4종,6,69000,9621000,140,Wednesday,No,No,0,2,2,21.5,27.8,23.9,7.4,19,105.2,11:20:00,68,86,0,0,2
18673,2019-06-28 14:00,20,보몽드 샐비어 시어서커 리플 침구세트 K,10,69900,6115000,88,Friday,No,No,0,2,2,20.7,28.1,23.6,0.8,24,104.88,14:00:00,84,11,0,0,4
17158,2019-06-12 21:20,20,무이자 에지리 스텐큐브 프라이팬,9,179000,31172000,175,Wednesday,No,No,0,2,0,14.3,25.9,19.7,0.0,22,104.88,21:20:00,128,41,0,0,2
169,2019-01-03 1:20,20,푸마 웜셀 기모 치마레깅스 3종,5,59000,17348000,295,Thursday,No,No,0,2,2,-7.7,5.0,-2.1,0.0,25,104.24,1:20:00,8,70,0,0,3
3176,2019-02-03 22:20,20,무이자 삼성 노트북 9 메탈 고급형 NT900X5J-K28,1,1349000,10972000,9,Sunday,Yes,No,0,2,0,2.6,9.8,5.6,12.8,34,104.69,22:20:00,134,13,0,1,6
37285,2019-12-31 7:20,20,am마카롱 보온병세트,9,64900,18728000,289,Tuesday,No,No,0,2,2,-6.7,0.4,-3.8,0.1,19,105.12,7:20:00,44,0,0,0,1
14640,2019-05-19 22:40,20,무이자 LG 휘센 씽큐 에어컨 2IN1형 FQ17V9KWA2,1,2299000,37384000,17,Sunday,Yes,No,0,2,0,16.9,22.6,19.5,7.2,17,105.05,22:40:00,136,7,0,1,6
34253,2019-11-29 16:40,20,(퀸+퀸)일월 품안애 온수매트,4,248000,14378000,58,Friday,No,No,0,2,2,-1.2,9.9,3.4,0.0,23,104.87,16:40:00,100,15,0,0,4
5004,2019-02-21 19:00,20,푸마 심리스 드로즈 블랙에디션 패키지,5,89000,18136000,204,Thursday,No,No,0,2,2,-2.7,9.4,2.7,0.0,55,104.69,19:00:00,114,6,0,0,3
19310,2019-07-04 17:40,20,자연산 손질 통오징어 21미,3,40900,64257000,1572,Thursday,No,No,0,2,2,18.4,31.2,24.4,0.0,27,104.56,17:40:00,106,55,0,0,3
18522,2019-06-26 21:40,20,  뉴트리원 다이어트 구미,2,59000,65815000,1116,Wednesday,No,No,0,2,2,18.0,24.4,21.1,33.1,25,104.88,21:40:00,130,0,0,0,2
16201,2019-06-03 18:40,20,유귀열의 귀한 갓김치3kg+총각김치3kg (총6kg),3,38900,43298000,1114,Monday,No,No,0,2,2,14.0,29.7,22.0,0.0,35,104.88,18:40:00,112,0,0,0,0
9237,2019-04-03 15:00,20,무이자 해피콜 크로커다일 IH후라이팬,9,99000,5080000,52,Wednesday,No,No,0,2,0,-0.4,14.5,7.4,0.0,29,104.87,15:00:00,90,52,0,0,2
11103,2019-04-19 9:20,20,LG생활건강 건조기 시트 퍼퓸드몽드,4,59800,28320000,474,Friday,No,No,0,2,2,9.5,17.6,12.8,0.0,33,104.87,9:20:00,56,0,0,0,4
17755,2019-06-18 13:00,20,마르엘라로사티 린넨 베스트 세트,6,49900,18561000,372,Tuesday,No,No,0,2,2,17.3,26.2,21.3,2.1,25,104.88,13:00:00,78,84,0,0,1
16360,2019-06-05 11:40,20,무이자 쿠쿠 블랙스톤 전기밥솥 10인용,9,278000,11377000,41,Wednesday,No,No,0,2,0,16.8,29.9,22.9,0.0,32,104.88,11:40:00,70,59,0,0,2
30322,2019-10-18 15:40,20,유귀열의 The귀한 소한마리찜 7팩+무료체험1팩,3,60900,50096000,823,Friday,No,No,0,2,2,11.0,19.5,15.3,3.8,19,105.46,15:40:00,94,0,0,0,4
29647,2019-10-11 8:30,30,[루이띠에] 순금 13g 신디스틱 목걸이,8,1670000,15219000,10,Friday,No,No,12,2,2,11.9,24.8,17.9,0.0,28,105.46,8:30:00,51,49,0,0,4
18081,2019-06-22 0:40,20,2019 USPA 여성 썸머 화이트라벨 폴로셔츠 3종,6,69000,11567000,168,Saturday,Yes,No,0,1,2,17.4,27.1,21.7,1.0,19,104.88,0:40:00,4,0,0,1,5
35290,2019-12-09 17:00,20,국내산 손질 새꼬막  13팩,3,49900,57489000,1153,Monday,No,No,0,2,2,-3.6,10.1,3.0,0.1,43,105.12,17:00:00,102,0,0,0,0
33810,2019-11-24 17:20,20,오세득 본 갈비탕,3,61900,19959000,323,Sunday,Yes,No,0,2,2,7.4,19.6,12.8,1.2,25,104.87,17:20:00,104,82,0,1,6
20102,2019-07-12 0:40,20,크로커다일 에어스킨 감탄브라 패키지(CD19차),5,79900,37886000,475,Friday,No,No,0,2,2,19.6,27.9,23.2,0.4,16,104.56,0:40:00,4,65,0,0,4
27150,2019-09-17 22:00,20,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 슈퍼싱글,0,548000,9615000,18,Tuesday,No,No,0,2,2,15.5,27.8,21.3,0.0,19,105.2,22:00:00,132,18,0,0,1
6681,2019-03-10 10:00,20,일시불 삼성 노트북 9 메탈 기본형 NT900X5J-K14,1,999000,8201000,9,Sunday,Yes,No,0,2,1,3.8,11.9,7.8,7.9,30,104.49,10:00:00,60,13,0,1,6
18354,2019-06-24 23:00,20,자올 닥터스오더 탈모 부스터&샴푸,7,69000,19829000,288,Monday,No,No,0,2,2,17.2,28.4,22.5,0.1,18,104.88,23:00:00,138,0,0,0,0
28411,2019-09-29 22:20,20,(일)[보루네오] 피올레 천연소가죽 소파 3인용,0,699000,3669000,6,Sunday,Yes,No,0,2,2,18.0,28.5,22.2,0.1,30,105.2,22:20:00,134,8,0,1,6
35920,2019-12-15 17:40,20,(킹사이즈)일월 품안애 온수매트,4,168000,3654000,22,Sunday,Yes,No,0,2,2,-1.5,12.4,4.7,0.0,28,105.12,17:40:00,106,15,0,1,6
36076,2019-12-17 10:40,20,임성근의 녹용도가니탕 풀세트,3,55900,61363000,1098,Tuesday,No,No,0,2,2,3.9,12.5,8.3,2.2,25,105.12,10:40:00,64,47,0,0,1
31085,2019-10-26 7:20,20,(더블+싱글)일월 순면 온열매트,4,148000,9087000,62,Saturday,Yes,No,0,2,2,8.9,17.0,12.8,0.0,26,105.46,7:20:00,44,69,0,1,5
10509,2019-04-14 10:40,20,무이자 삼성 UHD TV UN55NU7050F,1,1080000,19543000,19,Sunday,Yes,No,12,2,0,6.3,14.7,10.2,0.8,31,104.87,10:40:00,64,1,0,1,6
18334,2019-06-24 18:00,20,무이자 올리고 가스와이드그릴레인지 프리미엄형,9,129000,3657000,29,Monday,No,No,0,2,0,17.2,28.4,22.5,0.1,18,104.88,18:00:00,108,40,0,0,0
9572,2019-04-06 11:00,20,일시불 삼성 5도어 냉장고 H9000 RH81M8011S9,1,1469000,6066000,5,Saturday,Yes,No,0,2,1,3.4,19.0,11.6,0.6,56,104.87,11:00:00,66,9,0,1,5
14697,2019-05-20 14:10,10,에버라스트 드로즈 10+4종,5,39900,25162000,631,Monday,No,No,0,2,2,11.9,21.0,17.0,1.7,30,105.05,14:10:00,85,6,0,0,0
26945,2019-09-16 10:20,20,마르엘라로사티 휘메일 풀스킨 밍크 후드코트(앱할인),6,1590000,35372000,23,Monday,No,No,12,2,2,18.1,28.2,22.4,0.2,17,105.2,10:20:00,62,99,0,0,0
593,2019-01-07 20:00,20,푸마 코튼 라이크라 드로즈 12종,5,89000,18840000,212,Monday,No,No,0,2,2,-6.3,5.5,-0.5,0.0,39,104.24,20:00:00,120,6,0,0,0
35901,2019-12-15 14:00,20,참존 탑뉴스 지이링클 기초세트,7,59000,93553000,1586,Sunday,Yes,No,0,2,2,-1.5,12.4,4.7,0.0,28,105.12,14:00:00,84,0,0,1,6
20664,2019-07-17 6:40,20,AAD 남성 소가죽 구름 샌들,8,29000,6186000,214,Wednesday,No,No,0,2,2,20.7,28.8,24.4,3.7,26,104.56,6:40:00,40,68,0,0,2
35900,2019-12-15 13:40,20,참존 탑뉴스 지이링클 기초세트,7,59000,69641000,1181,Sunday,Yes,No,0,2,2,-1.5,12.4,4.7,0.0,28,105.12,13:40:00,82,0,0,1,6
618,2019-01-08 0:40,20,K-SWISS 여성기모티셔츠 5종,6,69000,11701000,170,Tuesday,No,No,0,1,2,-4.8,4.2,-0.7,0.0,37,104.24,0:40:00,4,46,0,0,1
3886,2019-02-10 20:30,30,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,6,299000,27377000,92,Sunday,Yes,No,0,2,2,-6.3,3.2,-1.4,0.0,29,104.69,20:30:00,123,67,0,1,6
12435,2019-05-01 21:20,20,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,0,648000,22443000,35,Wednesday,No,No,0,2,2,10.1,22.1,15.4,0.0,48,105.05,21:20:00,128,5,0,0,2
35270,2019-12-09 11:40,20,(킹사이즈)일월 품안애 온수매트,4,168000,6069000,37,Monday,No,No,0,2,2,-3.6,10.1,3.0,0.1,43,105.12,11:40:00,70,15,0,0,0
17782,2019-06-18 20:00,20,(쿠)무이자 쿠첸 압력밥솥 6인용 (A1),9,158000,3001000,19,Tuesday,No,No,0,2,0,17.3,26.2,21.3,2.1,25,104.88,20:00:00,120,4,0,0,1
7833,2019-03-21 13:20,20,비버리힐스폴로클럽 남성기초세트(2018FW골드),7,39800,29321000,737,Thursday,No,No,0,2,2,4.5,15.0,9.8,2.1,26,104.49,13:20:00,80,87,0,0,3
21201,2019-07-21 19:40,20,헤드 파이로라이트 드로즈 10종 패키지,5,69000,64088000,929,Sunday,Yes,No,0,2,2,22.6,27.8,24.8,20.0,19,104.56,19:40:00,118,6,0,1,6
32029,2019-11-05 16:40,20,임성근의 녹용도가니탕 풀세트,3,55900,37619000,673,Tuesday,No,No,0,2,2,6.0,19.1,11.7,0.0,31,104.87,16:40:00,100,47,0,0,1
5453,2019-02-26 16:40,20,영산포숙성 홍어8팩+무침3통,3,40900,47784000,1169,Tuesday,No,No,0,2,2,-1.5,12.8,5.4,0.0,44,104.69,16:40:00,100,0,0,0,1
30750,2019-10-22 19:40,20,(쿠)무이자 쿠첸 압력밥솥 6인용 (A1),9,158000,7079000,45,Tuesday,No,No,0,2,0,10.3,22.9,15.9,0.0,24,105.46,19:40:00,118,4,0,0,1
14079,2019-05-14 21:00,20,일시불 삼성 UHD TV UN65NU7050F,1,1700000,0,0,Tuesday,No,No,12,2,1,13.9,26.6,19.8,0.0,37,105.05,21:00:00,126,1,0,0,1
14281,2019-05-16 15:40,20,한일 대용량 스텐 분쇄믹서기,9,109800,63871000,582,Thursday,No,No,0,2,2,14.6,28.9,21.4,0.0,43,105.05,15:40:00,94,14,0,0,3
29270,2019-10-07 22:00,20,(일)삼익가구 어블러 LED 멀티 수납형 침대 퀸,0,549000,5746000,11,Monday,No,No,0,2,2,13.8,17.7,15.5,8.6,15,105.46,22:00:00,132,3,0,0,0
27752,2019-09-23 0:00,20,[가이거] 블랙 에디션 다이아몬드 워치(여성용),8,178000,6863000,39,Monday,No,No,0,2,2,14.4,22.5,18.1,0.4,15,105.2,0:00:00,0,107,0,0,0
22274,2019-08-01 6:40,20,"황토방 청도 감말랭이 30봉+무료체험1봉, 총 31봉",3,40900,10220000,250,Thursday,No,No,0,2,2,24.6,33.1,28.4,3.4,15,104.81,6:40:00,40,0,0,0,3
331,2019-01-04 21:00,20,크로커다일 풀커버 레이스 브라팬티 4세트,5,79900,23204000,291,Friday,No,No,0,2,2,-7.3,5.3,-0.7,0.0,38,104.24,21:00:00,126,65,0,0,4
33431,2019-11-20 15:00,20,몬테밀라노 웜기모 치마레깅스 4종,5,79900,23103000,290,Wednesday,No,No,0,2,2,-2.1,8.9,2.6,0.0,22,104.87,15:00:00,90,70,0,0,2
10248,2019-04-12 0:40,20,K-SWISS 남성에어핏트랙수트,6,89000,28351000,319,Friday,No,No,0,0,2,4.1,17.7,10.7,0.1,31,104.87,0:40:00,4,0,0,0,4
25777,2019-09-04 19:40,20,[VONIN]보닌 남성기초세트,7,54000,74682000,1383,Wednesday,No,No,5,2,2,21.4,26.2,23.4,11.9,13,105.2,19:40:00,118,87,0,0,2
23301,2019-08-10 20:20,20,[라쉬반］FC바로셀로나 에디션 드로즈SET,5,119000,12874000,109,Saturday,Yes,No,0,2,2,24.5,33.4,28.6,0.0,23,104.81,20:20:00,122,6,0,1,5
24623,2019-08-22 23:40,20,일시불 LG전자 로보킹 터보 R46RIM,1,434000,7470000,18,Thursday,No,No,12,2,1,23.0,30.3,25.8,25.2,26,104.81,23:40:00,142,0,0,0,3
37193,2019-12-29 23:20,20,일시불 선일금고 이볼브 시리즈 EV-040,4,450000,45109000,101,Sunday,Yes,No,12,2,1,-2.4,6.6,2.6,6.2,32,105.12,23:20:00,140,0,0,1,6
33242,2019-11-18 13:20,20,오가닉뷰티 360도 노라인 코튼 브라세트,5,59900,16444000,275,Monday,No,No,0,2,2,3.4,16.4,8.7,11.6,54,104.87,13:20:00,80,85,0,0,0
9436,2019-04-05 1:00,20,푸마 코튼 언더탑 9종,5,89000,791000,9,Friday,No,No,0,2,2,5.2,19.0,11.7,0.0,74,104.87,1:00:00,6,0,0,0,4
7735,2019-03-20 15:40,20,쿠미투니카 퍼펙트클린 레이스 브라팬티,5,109900,41443000,378,Wednesday,No,No,0,2,2,5.3,17.2,11.4,16.1,53,104.49,15:40:00,94,65,0,0,2
30365,2019-10-18 20:40,20,(무)[보루네오] 피올레 천연소가죽 소파 4인용,0,949000,42921000,46,Friday,No,No,0,2,2,11.0,19.5,15.3,3.8,19,105.46,20:40:00,124,8,0,0,4
17128,2019-06-12 12:40,20,무이자 쿠쿠 블랙스톤 전기밥솥 6인용,9,248000,12905000,53,Wednesday,No,No,0,2,0,14.3,25.9,19.7,0.0,22,104.88,12:40:00,76,59,0,0,2
7156,2019-03-14 18:40,20,김정문의 섬진강 재첩국 11팩 3.3kg,3,39900,43350000,1087,Thursday,No,No,0,2,2,-2.4,11.8,5.2,0.0,32,104.49,18:40:00,112,0,0,0,3
19470,2019-07-06 9:20,20,도스문도스 카이만 엠보 소가죽 체인 숄더백 1종,8,69000,25651000,372,Saturday,Yes,No,0,2,2,19.0,31.3,25.1,0.0,28,104.56,9:20:00,56,29,0,1,5
32598,2019-11-11 12:00,20,안동간고등어 20팩,3,30900,52839000,1710,Monday,No,No,0,2,2,7.8,16.9,12.1,1.1,25,104.87,12:00:00,72,17,0,0,0
26538,2019-09-12 10:40,20,(일)삼익가구 어블러 LED 멀티 수납형 침대 슈퍼싱글,0,499000,23058000,47,Thursday,No,Yes,0,2,2,18.6,23.5,20.8,5.6,12,105.2,10:40:00,64,3,1,0,3
1798,2019-01-20 12:20,20,무이자 삼성 블루스카이 공기청정기 AX40N3080DMD 2세트,1,615000,8373000,14,Sunday,Yes,No,12,2,0,-2.8,5.5,1.6,0.1,40,104.24,12:20:00,74,115,0,1,6
25201,2019-08-29 15:30,10,고칼슘검은콩두유48팩+호두아몬드 두유48팩,3,30900,25153000,815,Thursday,No,No,0,2,2,19.9,25.7,22.4,4.2,24,104.81,15:30:00,93,57,0,0,3
15722,2019-05-30 1:20,20,스포메틱스 트리플 샤이닝 쿠션(이데베논앰플),7,39900,13078000,328,Thursday,No,No,0,2,2,12.7,27.6,20.5,0.1,34,105.05,1:20:00,8,0,0,0,3
509,2019-01-06 20:20,20,(도냄)일시불  쿠쿠전기밥솥 6인용,9,198000,3566000,19,Sunday,Yes,No,0,2,1,-6.1,5.7,-1.3,0.0,31,104.24,20:20:00,122,59,0,1,6
4390,2019-02-15 23:20,20,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,0,598000,16097000,27,Friday,No,No,0,2,2,-1.5,6.0,2.0,0.4,33,104.69,23:20:00,140,5,0,0,4
25855,2019-09-05 14:20,20,해피콜  IH 진공 스텐 냄비 에디션,9,119000,9299000,79,Thursday,No,No,0,2,2,21.8,29.0,24.2,22.0,17,105.2,14:20:00,86,0,0,0,3
34308,2019-11-30 9:20,20,스튜디오럭스 밴딩팬츠 4종,6,49000,56215000,1148,Saturday,Yes,No,0,2,2,-1.5,12.7,5.4,0.1,27,104.87,9:20:00,56,86,0,1,5
23790,2019-08-15 1:40,20,무이자 선일금고 이볼브 시리즈 EV-040,4,490000,3181000,7,Thursday,No,Yes,12,2,0,24.2,29.1,26.1,15.8,14,104.81,1:40:00,10,0,1,0,3
20744,2019-07-17 21:40,20,일시불 LG 휘센 씽큐 에어컨 2IN1형 FQ17V9KWA2,1,2209000,5452000,3,Wednesday,No,No,0,2,1,20.7,28.8,24.4,3.7,26,104.56,21:40:00,130,7,0,0,2
33233,2019-11-18 11:20,20,국내산 손질 햇 갑오징어 9팩,3,49900,52401000,1051,Monday,No,No,0,2,2,3.4,16.4,8.7,11.6,54,104.87,11:20:00,68,98,0,0,0
687,2019-01-08 20:20,20,국내산 손질갑오징어 8팩,3,49900,78627000,1576,Tuesday,No,No,0,2,2,-4.8,4.2,-0.7,0.0,37,104.24,20:20:00,122,98,0,0,1
34960,2019-12-06 18:20,20,하림뼈없는양념닭발세트,3,39900,40590000,1018,Friday,No,No,0,2,2,-7.7,2.3,-3.2,0.0,26,105.12,18:20:00,110,0,0,0,4
28438,2019-09-30 8:00,20,트레스패스 남성 에어 워킹화 + 러닝화 2종,8,39800,5620000,142,Monday,No,No,0,2,2,16.4,28.2,21.6,0.1,35,105.2,8:00:00,48,100,0,0,0
5747,2019-03-01 15:40,20,일시불  린나이 자동불꽃조절 가스레인지 3구,9,279000,5642000,21,Friday,No,Yes,0,2,1,-0.3,13.7,6.0,0.0,91,104.49,15:40:00,94,12,1,0,4
4435,2019-02-16 12:20,20,한일 대용량 스텐 분쇄믹서기,9,109800,40623000,370,Saturday,Yes,No,0,2,2,-3.5,3.3,-0.3,0.1,44,104.69,12:20:00,74,14,0,1,5
22459,2019-08-02 21:40,20,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 퀸,0,598000,43093000,73,Friday,No,No,0,2,2,24.3,34.2,28.8,0.1,17,104.81,21:40:00,130,18,0,0,4
8608,2019-03-29 9:00,30,노와 스텐 대용량에어프라이어 4L,9,84800,26044000,308,Friday,No,No,0,2,2,5.0,17.0,10.6,0.0,33,104.49,9:00:00,54,21,0,0,4
24395,2019-08-20 21:40,20,일시불 LG전자 매직스페이스 냉장고,1,1359000,55819000,42,Tuesday,No,No,0,2,1,21.7,30.9,26.0,0.2,28,104.81,21:40:00,130,9,0,0,1
9476,2019-04-05 13:00,20,무이자 LG 휘센 에어컨 위너 FQ17V8WWJ2(2in1),1,2299000,4484000,2,Friday,No,No,0,2,0,5.2,19.0,11.7,0.0,74,104.87,13:00:00,78,7,0,0,4
18317,2019-06-24 13:40,20,청정수산 완도활전복 35미,3,59900,57489000,960,Monday,No,No,0,2,2,17.2,28.4,22.5,0.1,18,104.88,13:40:00,82,0,0,0,0
33505,2019-11-21 8:20,20,초특가 히팅맘 스마트 리모컨 히터,4,39800,3917000,99,Thursday,No,No,0,2,2,-2.6,12.2,5.0,0.0,29,104.87,8:20:00,50,0,0,0,3
34206,2019-11-29 7:40,20,푸마 드라이셀 쉐이핑 레깅스 3종,5,59000,3310000,57,Friday,No,No,0,2,2,-1.2,9.9,3.4,0.0,23,104.87,7:40:00,46,62,0,0,4
9392,2019-04-04 22:00,20,뱅뱅 남성 봄 데님팬츠 3종,6,69900,7833000,113,Thursday,No,No,0,0,2,1.3,17.9,9.9,0.0,34,104.87,22:00:00,132,42,0,0,3
11142,2019-04-19 17:00,20,무이자 올리고 가스와이드그릴레인지 프리미엄형,9,129000,5662000,44,Friday,No,No,0,2,0,9.5,17.6,12.8,0.0,33,104.87,17:00:00,102,40,0,0,4
4467,2019-02-16 21:00,20,무이자 LG 울트라HD TV 55UK6800HNC,1,1440000,0,0,Saturday,Yes,No,12,2,0,-3.5,3.3,-0.3,0.1,44,104.69,21:00:00,126,1,0,1,5
5703,2019-03-01 6:20,20,가)세렌셉템버 다이아 체크 리빙박스+압축팩,4,59800,19232000,322,Friday,No,Yes,0,2,2,-0.3,13.7,6.0,0.0,91,104.49,6:20:00,38,107,1,0,4
27743,2019-09-22 23:00,30,(무)보루네오 델라 원목 베드룸 세트2(프레임+화장대+협탁),0,1249000,0,0,Sunday,Yes,No,0,2,2,16.1,19.1,17.5,65.1,16,105.2,23:00:00,138,0,0,1,6
24525,2019-08-22 7:40,20,참존 탑뉴스 지이링클 기초세트,7,59000,38692000,656,Thursday,No,No,0,2,2,23.0,30.3,25.8,25.2,26,104.81,7:40:00,46,0,0,0,3
1027,2019-01-12 14:20,20,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,9,238000,18561000,78,Saturday,Yes,No,0,2,0,-0.3,7.5,3.0,2.4,55,104.24,14:20:00,86,12,0,1,5
34644,2019-12-03 15:20,30,[루이띠에] 18K 베르니아  반지,8,750000,5655000,8,Tuesday,No,No,12,2,2,-2.7,6.8,2.4,0.5,20,105.12,15:20:00,92,75,0,0,1
34250,2019-11-29 16:20,20,(킹사이즈)일월 품안애 온수매트,4,168000,5512000,33,Friday,No,No,0,2,2,-1.2,9.9,3.4,0.0,23,104.87,16:20:00,98,15,0,0,4
35059,2019-12-07 20:00,20,무이자쿠첸압력밥솥 10인용,9,178000,24452000,138,Saturday,Yes,No,0,2,0,-6.5,6.1,0.1,0.0,31,105.12,20:00:00,120,4,0,1,5
31637,2019-11-01 14:00,20,까사마루 멀티행거 2세트,4,99000,33262000,336,Friday,No,No,0,2,2,9.0,21.8,14.3,0.0,71,104.87,14:00:00,84,0,0,0,4
29054,2019-10-05 22:20,20,(무)[보루네오] 피올레 천연소가죽 소파 6인용,0,1249000,3368000,3,Saturday,Yes,No,0,2,2,15.5,22.6,18.9,3.2,26,105.46,22:20:00,134,8,0,1,5
12690,2019-05-03 22:20,20,일시불 LG 울트라HD TV 55UK6800HNC,1,1300000,0,0,Friday,No,No,12,2,1,7.6,25.9,16.7,0.0,44,105.05,22:20:00,134,1,0,0,4
18165,2019-06-23 0:20,20,삭루츠 호보백(TQ48),8,58000,4814000,83,Sunday,Yes,No,0,2,2,16.4,27.3,21.6,0.3,17,104.88,0:20:00,2,0,0,1,6
7731,2019-03-20 14:20,20,바다먹자 국내산 손질문어 9팩,3,59900,19379000,324,Wednesday,No,No,0,2,2,5.3,17.2,11.4,16.1,53,104.49,14:20:00,86,48,0,0,2
9876,2019-04-08 19:40,20,K-SWISS 남성에어핏트랙수트,6,89000,49746000,559,Monday,No,No,0,0,2,5.1,19.1,11.8,0.0,34,104.87,19:40:00,118,0,0,0,0
17093,2019-06-12 6:20,20,뷰티플렉스 풍기인견 브라패키지,5,69900,1632000,24,Wednesday,No,No,0,2,2,14.3,25.9,19.7,0.0,22,104.88,6:20:00,38,65,0,0,2
7470,2019-03-17 21:20,20,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,0,648000,5324000,9,Sunday,Yes,No,0,2,2,1.1,13.1,6.6,0.0,30,104.49,21:20:00,128,5,0,1,6
4504,2019-02-17 6:00,20,일시불 메디쉴드 자동 목 견인기기,4,238000,2969000,13,Sunday,Yes,No,0,2,1,-5.7,6.3,-0.2,0.0,32,104.69,6:00:00,36,0,0,1,6
21594,2019-07-25 1:20,20,팜스프링스 19 SS 여성 여름 쿨팬츠 4종,6,49000,4742000,97,Thursday,No,No,0,1,2,24.8,29.2,26.6,16.3,21,104.56,1:20:00,8,42,0,0,3
16807,2019-06-09 16:40,20,무이자 에지리 스텐큐브 프라이팬,9,179000,54412000,304,Sunday,Yes,No,0,2,0,16.1,25.0,19.7,1.5,22,104.88,16:40:00,100,41,0,1,6
29363,2019-10-08 20:00,20,피시원 국내산 햇 손질문어 8팩,3,49900,30737000,616,Tuesday,No,No,0,2,2,10.3,22.0,15.9,0.1,24,105.46,20:00:00,120,48,0,0,1
30474,2019-10-19 22:20,20,(일)삼익가구 어블러 LED 멀티 수납형 침대 퀸,0,549000,2898000,6,Saturday,Yes,No,0,2,2,11.6,22.6,16.2,0.2,22,105.46,22:20:00,134,3,0,1,5
10600,2019-04-15 0:40,20,일시불 LG전자 매직스페이스 냉장고,1,1409000,7662000,6,Monday,No,No,0,2,1,2.3,19.6,11.1,0.0,46,104.87,0:40:00,4,9,0,0,0
30445,2019-10-19 13:00,20,칼리베이직 2019 패브릭 백 4종 (시즌 3),8,59000,25004000,424,Saturday,Yes,No,0,2,2,11.6,22.6,16.2,0.2,22,105.46,13:00:00,78,0,0,1,5
32335,2019-11-08 15:20,20,이정섭의 비가린 배추김치 10kg,3,42900,14822000,346,Friday,No,No,0,2,2,2.3,15.3,7.8,0.0,33,104.87,15:20:00,92,0,0,0,4
29446,2019-10-09 15:00,20,[K-SWISS] 19 F/W 여성 패딩 트랙수트 2종,6,79900,11249000,141,Wednesday,No,Yes,0,1,2,6.8,21.2,13.3,0.0,24,105.46,15:00:00,90,44,1,0,2
742,2019-01-09 9:40,20,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 2구,9,208000,4077000,20,Wednesday,No,No,0,2,1,-8.0,2.9,-2.9,0.0,34,104.24,9:40:00,58,12,0,0,2
27351,2019-09-19 17:20,20,19년 멋진밥상 흥양농협 햅쌀 20kg,3,63900,46734000,732,Thursday,No,No,0,2,2,13.5,25.6,19.2,0.0,24,105.2,17:20:00,104,76,0,0,3
1940,2019-01-21 21:40,20,무이자 LG 통돌이 세탁기,1,489000,28742000,59,Monday,No,No,0,2,0,-5.5,6.2,0.5,0.0,29,104.24,21:40:00,130,10,0,0,0
21913,2019-07-28 9:00,20,  뉴트리원 다이어트 구미,2,59000,27493000,466,Sunday,Yes,No,0,2,2,25.0,29.9,26.9,10.9,17,104.56,9:00:00,54,0,0,1,6
25648,2019-09-03 10:00,20,깐깐송도순 포기김치 10kg,3,38900,23248000,598,Tuesday,No,No,0,2,2,20.1,24.8,22.1,13.1,16,105.2,10:00:00,60,50,0,0,1
4354,2019-02-15 20:40,20,일시불 삼성 노트북 9 메탈 고급형 NT900X5J-K28,1,1259000,24670000,20,Friday,No,No,0,2,1,-1.5,6.0,2.0,0.4,33,104.69,20:40:00,124,13,0,0,4
6482,2019-03-08 9:40,20,에코라믹 통주물 스톤 냄비세트,9,60900,52356000,860,Friday,No,No,0,2,2,-1.3,14.5,6.1,0.0,36,104.49,9:40:00,58,24,0,0,4
17863,2019-06-19 20:40,20,헤드 파이로라이트 트렁크 8종 패키지,5,69000,16830000,244,Wednesday,No,No,0,2,2,18.3,27.5,22.2,0.8,26,104.88,20:40:00,124,19,0,0,2
