,b_time,type,price,total,num,sex,interest,temp,rain,worth
5649,1,0,4,6458000,5,,,6.8,0.1,104.69
5650,1,0,4,2338000,2,,,6.8,0.1,104.69
5651,1,0,2,5990000,10,,,6.8,0.1,104.69
5652,1,0,3,1192000,2,,,6.8,0.1,104.69
5653,1,0,3,15147000,14,,,6.8,0.1,104.69
5654,1,0,3,7372000,7,,,6.8,0.1,104.69
5655,1,0,4,14997000,11,,,6.8,0.1,104.69
5656,1,0,4,2338000,2,,,6.8,0.1,104.69
5657,1,0,2,2029000,4,,,6.8,0.1,104.69
5658,1,0,3,3477000,5,,,6.8,0.1,104.69
5659,1,0,3,10113000,10,,,6.8,0.1,104.69
5660,1,0,3,5542000,5,,,6.8,0.1,104.69
5661,1,0,4,6455000,5,,,6.8,0.1,104.69
5662,1,0,4,2339000,2,,,6.8,0.1,104.69
5663,1,1,4,0,0,,1,6.8,0.1,104.69
5664,1,1,4,3726000,3,,0,6.8,0.1,104.69
5665,1,1,5,4908000,3,,1,6.8,0.1,104.69
5666,1,1,5,16398000,8,,0,6.8,0.1,104.69
5667,1,1,6,0,0,,1,6.8,0.1,104.69
5668,1,1,6,0,0,,0,6.8,0.1,104.69
5669,1,1,4,19945000,16,,1,6.8,0.1,104.69
5670,1,1,4,11103000,8,,0,6.8,0.1,104.69
5671,1,1,5,58347000,31,,1,6.8,0.1,104.69
5672,1,1,5,5499000,3,,0,6.8,0.1,104.69
5673,1,1,6,0,0,,1,6.8,0.1,104.69
5674,1,1,6,7710000,3,,0,6.8,0.1,104.69
5675,1,1,4,3366000,3,,1,6.8,0.1,104.69
5676,1,1,4,18454000,13,,0,6.8,0.1,104.69
5677,1,1,5,58347000,31,,1,6.8,0.1,104.69
5678,1,1,5,60095000,29,,0,6.8,0.1,104.69
5679,1,1,6,13879000,6,,1,6.8,0.1,104.69
5680,1,1,6,0,0,,0,6.8,0.1,104.69
5681,1,1,2,25579000,59,,1,6.8,0.1,104.69
5682,1,1,2,23903000,49,,0,6.8,0.1,104.69
5683,1,1,2,34155000,78,,1,6.8,0.1,104.69
5684,1,1,2,28621000,59,,0,6.8,0.1,104.69
5685,1,1,2,42665000,98,,1,6.8,0.1,104.69
5686,1,1,2,25387000,52,,0,6.8,0.1,104.69
5687,1,4,1,34255000,182,,,6.8,0.1,104.69
5688,1,4,1,41495000,220,,,6.8,0.1,104.69
5689,1,4,1,56896000,302,,,6.8,0.1,104.69
5690,1,0,2,11811000,22,,,6,0,104.49
5691,1,0,2,8073000,14,,,6,0,104.49
5692,1,0,2,7007000,11,,,6,0,104.49
5693,1,0,2,14750000,27,,,6,0,104.49
5694,1,0,2,20917000,35,,,6,0,104.49
5695,1,0,2,17446000,27,,,6,0,104.49
5696,1,0,2,22107000,41,,,6,0,104.49
5697,1,0,2,12891000,22,,,6,0,104.49
5698,1,0,2,15699000,25,,,6,0,104.49
5699,1,6,0,8996000,181,,,6,0,104.49
5700,1,6,0,12291000,247,,,6,0,104.49
5701,1,6,0,12075000,242,,,6,0,104.49
5702,1,4,0,10134000,170,,,6,0,104.49
5703,1,4,0,19232000,322,,,6,0,104.49
5704,1,4,0,28066000,470,,,6,0,104.49
5705,1,5,0,9830000,90,,,6,0,104.49
5706,1,5,0,23236000,212,,,6,0,104.49
5707,1,5,0,41161000,375,,,6,0,104.49
5708,1,6,0,16325000,481,,,6,0,104.49
5709,1,6,0,27437000,807,,,6,0,104.49
5710,1,6,0,34253000,1008,,,6,0,104.49
5711,1,6,0,15502000,263,,,6,0,104.49
5712,1,6,0,25258000,429,,,6,0,104.49
5713,1,6,0,30832000,523,,,6,0,104.49
5714,1,8,0,31917000,800,,,6,0,104.49
5715,1,8,0,64052000,1606,,,6,0,104.49
5716,1,8,0,87125000,2184,,,6,0,104.49
5717,1,9,1,14777000,94,,1,6,0,104.49
5718,1,9,1,7340000,44,,0,6,0,104.49
5719,1,9,1,2708000,19,,1,6,0,104.49
5720,1,9,1,2311000,15,,0,6,0,104.49
5721,1,9,1,31196000,198,,1,6,0,104.49
5722,1,9,1,14563000,87,,0,6,0,104.49
5723,1,9,1,13890000,94,,1,6,0,104.49
5724,1,9,1,3441000,22,,0,6,0,104.49
5725,1,9,1,56681000,359,,1,6,0,104.49
5726,1,9,1,12122000,73,,0,6,0,104.49
5727,1,9,1,21778000,148,,1,6,0,104.49
5728,1,9,1,6267000,40,,0,6,0,104.49
5729,1,9,0,24929000,625,,,6,0,104.49
5730,1,9,0,41196000,1033,,,6,0,104.49
5731,1,9,0,40316000,1011,,,6,0,104.49
5732,1,3,0,48145000,1178,,,6,0,104.49
5733,1,3,0,59281000,1450,,,6,0,104.49
5734,1,3,0,90958000,2224,,,6,0,104.49
5735,1,7,0,20845000,524,,,6,0,104.49
5736,1,7,0,34461000,866,,,6,0,104.49
5737,1,7,0,55094000,1385,,,6,0,104.49
5738,1,9,2,4945000,18,,0,6,0,104.49
5739,1,9,1,1914000,7,,1,6,0,104.49
5740,1,9,1,6575000,31,,0,6,0,104.49
5741,1,9,1,4155000,20,,1,6,0,104.49
5742,1,9,2,15633000,55,,0,6,0,104.49
5743,1,9,1,5774000,21,,1,6,0,104.49
5744,1,9,1,8087000,37,,0,6,0,104.49
5745,1,9,1,6264000,30,,1,6,0,104.49
5746,1,9,2,14642000,51,,0,6,0,104.49
5747,1,9,1,5642000,21,,1,6,0,104.49
5748,1,9,1,16047000,74,,0,6,0,104.49
5749,1,9,1,23611000,113,,1,6,0,104.49
5750,1,3,0,36477000,915,,,6,0,104.49
5751,1,3,0,60797000,1524,,,6,0,104.49
5752,1,3,0,63617000,1595,,,6,0,104.49
5753,1,3,0,38488000,942,,,6,0,104.49
5754,1,3,0,58653000,1435,,,6,0,104.49
5755,1,3,0,63388000,1550,,,6,0,104.49
5756,1,3,0,32518000,543,,,6,0,104.49
5757,1,3,0,52660000,880,,,6,0,104.49
5758,1,3,0,61333000,1024,,,6,0,104.49
5759,1,5,0,16137000,163,,,6,0,104.49
5760,1,5,0,33921000,343,,,6,0,104.49
5761,1,5,0,56928000,576,,,6,0,104.49
5762,1,4,1,12025000,64,,,6,0,104.49
5763,1,4,1,29248000,155,,,6,0,104.49
5764,1,4,1,57577000,305,,,6,0,104.49
5765,1,1,4,15668000,12,,1,6,0,104.49
5766,1,1,4,12991000,9,,0,6,0,104.49
5767,1,1,4,74233000,53,,1,6,0,104.49
5768,1,1,4,34467000,23,,0,6,0,104.49
5769,1,1,4,74289000,53,,1,6,0,104.49
5770,1,1,4,60293000,39,,0,6,0,104.49
5771,1,1,3,2767000,3,,1,6,0,104.49
5772,1,1,3,5978000,6,,0,6,0,104.49
5773,1,1,4,6940000,6,,1,6,0,104.49
5774,1,1,4,14763000,11,,0,6,0,104.49
5775,1,1,3,13634000,14,,1,6,0,104.49
5776,1,1,3,6006000,6,,0,6,0,104.49
5777,1,1,4,20636000,17,,1,6,0,104.49
5778,1,1,4,36888000,28,,0,6,0,104.49
5779,1,1,3,16351000,17,,1,6,0,104.49
5780,1,1,3,11961000,11,,0,6,0,104.49
5781,1,1,4,17260000,14,,1,6,0,104.49
5782,1,1,4,40309000,30,,0,6,0,104.49
5783,1,0,2,10257000,21,,,6,0,104.49
5784,1,0,2,4265000,8,,,6,0,104.49
5785,1,0,2,4262000,8,,,6,0,104.49
5786,1,0,2,1581000,3,,,6,0,104.49
5787,1,0,2,0,0,,,6,0,104.49
5788,1,0,2,1709000,3,,,6,0,104.49
5789,1,0,2,16631000,34,,,6,0,104.49
5790,1,0,2,8475000,16,,,6,0,104.49
5791,1,0,2,11281000,21,,,6,0,104.49
5792,1,0,2,3118000,6,,,6,0,104.49
5793,1,0,2,13845000,24,,,6,0,104.49
5794,1,0,2,1709000,3,,,6,0,104.49
5795,1,0,2,12810000,26,,,6,0,104.49
5796,1,0,2,19711000,36,,,6,0,104.49
5797,1,0,2,11279000,21,,,6,0,104.49
5798,1,0,2,9248000,16,,,6,0,104.49
5799,1,0,2,7714000,13,,,6,0,104.49
5800,1,0,2,5033000,8,,,6,0,104.49
5801,1,6,0,7761000,130,,,6.9,0,104.49
5802,1,6,0,4425000,74,,,6.9,0,104.49
5803,1,6,0,18662000,312,,,6.9,0,104.49
5804,1,6,0,9419000,158,,,6.9,0,104.49
5805,1,6,0,25985000,434,,,6.9,0,104.49
5806,1,6,0,13958000,234,,,6.9,0,104.49
5807,1,5,0,7263000,92,,,6.9,0,104.49
5808,1,5,0,1363000,18,,,6.9,0,104.49
5809,1,5,0,2681000,34,,,6.9,0,104.49
5810,1,5,0,8932000,114,,,6.9,0,104.49
5811,1,5,0,1696000,22,,,6.9,0,104.49
5812,1,5,0,1368000,18,,,6.9,0,104.49
5813,1,5,0,12557000,159,,,6.9,0,104.49
5814,1,5,0,3338000,43,,,6.9,0,104.49
5815,1,5,0,2995000,38,,,6.9,0,104.49
5816,1,6,0,8032000,164,,,6.9,0,104.49
5817,1,6,0,12122000,248,,,6.9,0,104.49
5818,1,6,0,15536000,318,,,6.9,0,104.49
5819,2,5,0,27911000,282,,,6.9,0,104.49
5820,2,5,0,53059000,536,,,6.9,0,104.49
5821,1,9,0,24796000,408,,,6.9,0,104.49
5822,1,9,0,46318000,761,,,6.9,0,104.49
5823,1,9,0,55762000,916,,,6.9,0,104.49
5824,1,6,0,23453000,588,,,6.9,0,104.49
5825,1,6,0,31084000,780,,,6.9,0,104.49
5826,1,6,0,43098000,1081,,,6.9,0,104.49
5827,1,6,0,26184000,535,,,6.9,0,104.49
5828,1,6,0,42714000,872,,,6.9,0,104.49
5829,1,6,0,44641000,912,,,6.9,0,104.49
5830,1,4,0,20919000,236,,,6.9,0,104.49
5831,1,4,0,48149000,541,,,6.9,0,104.49
5832,1,4,0,82750000,930,,,6.9,0,104.49
5833,1,9,2,5812000,21,,0,6.9,0,104.49
5834,1,9,1,8470000,31,,1,6.9,0,104.49
5835,1,9,1,3737000,18,,0,6.9,0,104.49
5836,1,9,1,4224000,21,,1,6.9,0,104.49
5837,1,9,2,5912000,21,,0,6.9,0,104.49
5838,1,9,1,8470000,31,,1,6.9,0,104.49
5839,1,9,1,8905000,41,,0,6.9,0,104.49
5840,1,9,1,6264000,30,,1,6.9,0,104.49
5841,1,9,2,9709000,34,,0,6.9,0,104.49
5842,1,9,1,8532000,31,,1,6.9,0,104.49
5843,1,9,1,19116000,88,,0,6.9,0,104.49
5844,1,9,1,21001000,101,,1,6.9,0,104.49
5845,1,9,1,8877000,41,,0,6.9,0,104.49
5846,1,9,1,13843000,67,,1,6.9,0,104.49
5847,1,9,1,5411000,27,,0,6.9,0,104.49
5848,1,9,1,3697000,19,,1,6.9,0,104.49
5849,1,9,1,19319000,89,,0,6.9,0,104.49
5850,1,9,1,19190000,93,,1,6.9,0,104.49
5851,1,9,1,3117000,15,,0,6.9,0,104.49
5852,1,9,1,5884000,30,,1,6.9,0,104.49
5853,1,9,1,32167000,148,,0,6.9,0,104.49
5854,1,9,1,28387000,137,,1,6.9,0,104.49
5855,1,9,1,7717000,38,,0,6.9,0,104.49
5856,1,9,1,9542000,49,,1,6.9,0,104.49
5857,1,4,0,18129000,365,,,6.9,0,104.49
5858,1,4,0,41772000,839,,,6.9,0,104.49
5859,1,4,0,46983000,944,,,6.9,0,104.49
5860,1,7,0,26721000,672,,,6.9,0,104.49
5861,1,7,0,54392000,1367,,,6.9,0,104.49
5862,1,7,0,56907000,1430,,,6.9,0,104.49
5863,1,3,0,32209000,979,,,6.9,0,104.49
5864,1,3,0,54607000,1660,,,6.9,0,104.49
5865,1,3,0,73249000,2227,,,6.9,0,104.49
5866,1,3,0,35865000,899,,,6.9,0,104.49
5867,1,3,0,64229000,1610,,,6.9,0,104.49
5868,1,3,0,82667000,2072,,,6.9,0,104.49
5869,1,3,0,25510000,426,,,6.9,0,104.49
5870,1,3,0,46942000,784,,,6.9,0,104.49
5871,1,3,0,23681000,475,,,6.9,0,104.49
5872,1,3,0,57570000,1154,,,6.9,0,104.49
5873,1,3,0,76611000,1536,,,6.9,0,104.49
5874,1,0,2,0,0,,,6.9,0,104.49
5875,1,0,2,1456000,3,,,6.9,0,104.49
5876,1,0,2,2859000,6,,,6.9,0,104.49
5877,1,0,2,0,0,,,6.9,0,104.49
5878,1,0,2,1581000,3,,,6.9,0,104.49
5879,1,0,2,0,0,,,6.9,0,104.49
5880,1,0,2,10265000,21,,,6.9,0,104.49
5881,1,0,2,2859000,6,,,6.9,0,104.49
5882,1,0,2,7069000,13,,,6.9,0,104.49
5883,1,0,2,4647000,8,,,6.9,0,104.49
5884,1,0,2,3118000,6,,,6.9,0,104.49
5885,1,0,2,3369000,6,,,6.9,0,104.49
5886,1,0,2,12810000,26,,,6.9,0,104.49
5887,1,0,2,8480000,16,,,6.9,0,104.49
5888,1,0,2,8477000,16,,,6.9,0,104.49
5889,1,0,2,7709000,13,,,6.9,0,104.49
5890,1,0,2,4647000,8,,,6.9,0,104.49
5891,1,0,2,6693000,11,,,6.9,0,104.49
5892,1,1,2,15636000,36,,1,6.9,0,104.49
5893,1,1,2,14324000,30,,0,6.9,0,104.49
5894,1,1,2,34050000,78,,1,6.9,0,104.49
5895,1,1,2,41360000,85,,0,6.9,0,104.49
5896,1,1,2,42501000,97,,1,6.9,0,104.49
5897,1,1,2,30210000,62,,0,6.9,0,104.49
5898,1,1,3,3057000,4,,1,6.9,0,104.49
5899,1,1,3,3300000,4,,0,6.9,0,104.49
5900,1,1,4,0,0,,1,6.9,0,104.49
5901,1,1,4,0,0,,0,6.9,0,104.49
5902,1,1,6,0,0,,1,6.9,0,104.49
5903,1,1,6,0,0,,0,6.9,0,104.49
5904,1,1,3,15087000,16,,1,6.9,0,104.49
5905,1,1,3,6551000,7,,0,6.9,0,104.49
5906,1,1,4,0,0,,1,6.9,0,104.49
5907,1,1,4,5488000,4,,0,6.9,0,104.49
5908,1,1,6,0,0,,1,6.9,0,104.49
5909,1,1,6,8799000,4,,0,6.9,0,104.49
5910,1,1,3,0,0,,1,6.9,0,104.49
5911,1,1,3,6581000,7,,0,6.9,0,104.49
5912,1,1,4,10318000,7,,1,6.9,0,104.49
5913,1,1,4,10956000,7,,0,6.9,0,104.49
5914,1,1,6,16393000,7,,1,6.9,0,104.49
5915,1,1,6,8768000,4,,0,6.9,0,104.49
5916,1,5,0,27146000,275,,,6.9,0,104.49
5917,1,5,0,36328000,367,,,6.9,0,104.49
5918,1,5,0,29875000,302,,,6.9,0,104.49
5919,1,6,1,17737000,90,,,8.7,0,104.49
5920,1,6,1,15828000,80,,,8.7,0,104.49
5921,1,6,1,52373000,264,,,8.7,0,104.49
5922,1,6,1,35072000,177,,,8.7,0,104.49
5923,1,6,1,55872000,281,,,8.7,0,104.49
5924,1,6,1,31023000,156,,,8.7,0,104.49
5925,2,4,1,7787000,44,,0,8.7,0,104.49
5926,2,4,1,4197000,25,,1,8.7,0,104.49
5927,2,4,1,9861000,56,,0,8.7,0,104.49
5928,2,4,1,10914000,64,,1,8.7,0,104.49
5929,1,7,0,6118000,88,,,8.7,0,104.49
5930,1,7,0,13492000,194,,,8.7,0,104.49
5931,1,7,0,21681000,311,,,8.7,0,104.49
5932,1,6,0,4074000,82,,,8.7,0,104.49
5933,1,6,0,15591000,313,,,8.7,0,104.49
5934,1,6,0,11488000,231,,,8.7,0,104.49
5935,1,6,0,31260000,627,,,8.7,0,104.49
5936,1,6,0,21480000,431,,,8.7,0,104.49
5937,1,6,0,30455000,611,,,8.7,0,104.49
5938,1,5,0,11680000,198,,,8.7,0,104.49
5939,1,5,0,12461000,212,,,8.7,0,104.49
5940,1,5,0,21410000,363,,,8.7,0,104.49
5941,1,5,0,24695000,419,,,8.7,0,104.49
5942,1,5,0,41164000,698,,,8.7,0,104.49
5943,1,5,0,31811000,540,,,8.7,0,104.49
5944,1,6,0,23539000,693,,,8.7,0,104.49
5945,1,6,0,35875000,1056,,,8.7,0,104.49
5946,1,6,0,35266000,1038,,,8.7,0,104.49
5947,2,9,0,13130000,133,,0,8.7,0,104.49
5948,2,9,0,15023000,160,,1,8.7,0,104.49
5949,2,9,0,34052000,344,,0,8.7,0,104.49
5950,2,9,0,46450000,495,,1,8.7,0,104.49
5951,1,8,0,21955000,551,,,8.7,0,104.49
5952,1,8,0,49495000,1241,,,8.7,0,104.49
5953,1,8,0,58417000,1465,,,8.7,0,104.49
5954,1,9,1,14724000,94,,1,8.7,0,104.49
5955,1,9,1,1254000,8,,0,8.7,0,104.49
5956,1,9,1,4293000,30,,1,8.7,0,104.49
5957,1,9,1,1745000,12,,0,8.7,0,104.49
5958,1,9,1,20502000,130,,1,8.7,0,104.49
5959,1,9,1,0,0,,0,8.7,0,104.49
5960,1,9,1,7496000,51,,1,8.7,0,104.49
5961,1,9,1,6280000,40,,0,8.7,0,104.49
5962,1,1,3,0,0,,1,8.7,0,104.49
5963,1,1,3,0,0,,0,8.7,0,104.49
5964,1,1,4,0,0,,1,8.7,0,104.49
5965,1,1,4,7462000,6,,0,8.7,0,104.49
5966,1,1,3,5484000,6,,1,8.7,0,104.49
5967,1,1,3,3042000,3,,0,8.7,0,104.49
5968,1,1,4,17288000,14,,1,8.7,0,104.49
5969,1,1,4,21890000,17,,0,8.7,0,104.49
5970,1,1,3,0,0,,1,8.7,0,104.49
5971,1,1,3,8997000,9,,0,8.7,0,104.49
5972,1,1,4,20424000,17,,1,8.7,0,104.49
5973,1,1,4,29531000,22,,0,8.7,0,104.49
5974,1,5,0,16133000,147,,,8.7,0,104.49
5975,1,5,0,28938000,264,,,8.7,0,104.49
5976,1,5,0,40909000,373,,,8.7,0,104.49
5977,1,4,2,6695000,15,,1,8.7,0,104.49
5978,1,4,2,5340000,11,,0,8.7,0,104.49
5979,1,4,2,0,0,,1,8.7,0,104.49
5980,1,4,2,0,0,,0,8.7,0,104.49
5981,1,4,2,11512000,26,,1,8.7,0,104.49
5982,1,4,2,7337000,15,,0,8.7,0,104.49
5983,1,4,2,1522000,4,,1,8.7,0,104.49
5984,1,4,2,0,0,,0,8.7,0,104.49
5985,1,4,2,30027000,67,,1,8.7,0,104.49
5986,1,4,2,19728000,41,,0,8.7,0,104.49
5987,1,4,2,0,0,,1,8.7,0,104.49
5988,1,4,2,0,0,,0,8.7,0,104.49
5989,1,3,0,29504000,592,,,8.7,0,104.49
5990,1,3,0,58683000,1177,,,8.7,0,104.49
5991,1,3,0,86171000,1727,,,8.7,0,104.49
5992,1,3,0,32714000,1059,,,8.7,0,104.49
5993,1,3,0,41733000,1351,,,8.7,0,104.49
5994,1,3,0,51477000,1666,,,8.7,0,104.49
5995,1,3,0,50840000,1275,,,8.7,0,104.49
5996,1,3,0,53922000,1352,,,8.7,0,104.49
5997,1,3,0,61866000,1551,,,8.7,0,104.49
5998,1,9,2,5850000,21,,0,8.7,0,104.49
5999,1,9,1,6575000,24,,1,8.7,0,104.49
6000,1,9,1,1500000,7,,0,8.7,0,104.49
6001,1,9,1,2121000,11,,1,8.7,0,104.49
6002,1,9,2,14549000,51,,0,8.7,0,104.49
6003,1,9,1,6575000,24,,1,8.7,0,104.49
6004,1,9,1,7331000,34,,0,8.7,0,104.49
6005,1,9,1,6295000,31,,1,8.7,0,104.49
6006,1,9,2,16669000,58,,0,8.7,0,104.49
6007,1,9,1,11235000,41,,1,8.7,0,104.49
6008,1,9,1,11711000,54,,0,8.7,0,104.49
6009,1,9,1,15239000,73,,1,8.7,0,104.49
6010,1,1,2,12775000,30,,1,8.7,0,104.49
6011,1,1,2,15936000,33,,0,8.7,0,104.49
6012,1,1,2,17050000,39,,1,8.7,0,104.49
6013,1,1,2,12680000,26,,0,8.7,0,104.49
6014,1,1,2,25567000,59,,1,8.7,0,104.49
6015,1,1,2,11101000,23,,0,8.7,0,104.49
6016,1,0,2,4509000,9,,,8.7,0,104.49
6017,1,0,2,3300000,6,,,8.7,0,104.49
6018,1,0,2,1808000,3,,,8.7,0,104.49
6019,1,0,2,26815000,49,,,8.7,0,104.49
6020,1,0,2,24392000,41,,,8.7,0,104.49
6021,1,0,2,22916000,36,,,8.7,0,104.49
6022,1,0,2,55067000,101,,,8.7,0,104.49
6023,1,0,2,29263000,49,,,8.7,0,104.49
6024,1,0,2,33464000,52,,,8.7,0,104.49
6025,1,1,4,19572000,14,,1,8.7,0,104.49
6026,1,1,4,21581000,14,,0,8.7,0,104.49
6027,1,1,4,11763000,9,,1,8.7,0,104.49
6028,1,1,4,8696000,6,,0,8.7,0,104.49
6029,1,1,4,39122000,28,,1,8.7,0,104.49
6030,1,1,4,43085000,28,,0,8.7,0,104.49
6031,1,5,1,32531000,235,,,8.7,0,104.49
6032,1,5,1,82050000,591,,,8.7,0,104.49
6033,1,5,1,81941000,590,,,8.7,0,104.49
6034,1,5,0,13876000,156,,,8.8,0,104.49
6035,1,5,0,2292000,26,,,8.8,0,104.49
6036,1,5,0,0,0,,,8.8,0,104.49
6037,1,5,0,24274000,273,,,8.8,0,104.49
6038,1,5,0,5604000,63,,,8.8,0,104.49
6039,1,5,0,1549000,18,,,8.8,0,104.49
6040,1,5,0,17571000,198,,,8.8,0,104.49
6041,1,5,0,5252000,60,,,8.8,0,104.49
6042,1,5,0,0,0,,,8.8,0,104.49
6043,1,6,1,3396000,13,,,8.8,0,104.49
6044,1,6,1,8653000,33,,,8.8,0,104.49
6045,1,6,1,7120000,27,,,8.8,0,104.49
6046,1,2,0,7398000,94,,,8.8,0,104.49
6047,1,2,0,13850000,176,,,8.8,0,104.49
6048,1,2,0,14813000,188,,,8.8,0,104.49
6049,1,6,0,14382000,423,,,8.8,0,104.49
6050,1,6,0,20336000,599,,,8.8,0,104.49
6051,1,6,0,19891000,586,,,8.8,0,104.49
6052,1,5,0,11226000,103,,,8.8,0,104.49
6053,1,5,0,29031000,265,,,8.8,0,104.49
6054,1,5,0,27058000,247,,,8.8,0,104.49
6055,1,2,0,24991000,418,,,8.8,0,104.49
6056,1,2,0,32666000,546,,,8.8,0,104.49
6057,1,2,0,45903000,767,,,8.8,0,104.49
6058,1,8,0,13824000,347,,,8.8,0,104.49
6059,1,8,0,30243000,758,,,8.8,0,104.49
6060,1,8,0,41454000,1039,,,8.8,0,104.49
6061,1,8,0,16285000,327,,,8.8,0,104.49
6062,1,8,0,30794000,618,,,8.8,0,104.49
6063,1,8,0,33749000,677,,,8.8,0,104.49
6064,1,3,0,28758000,481,,,8.8,0,104.49
6065,1,3,0,35513000,593,,,8.8,0,104.49
6066,1,3,0,51628000,862,,,8.8,0,104.49
6067,1,9,0,15917000,262,,,8.8,0,104.49
6068,1,9,0,32255000,530,,,8.8,0,104.49
6069,1,9,0,32701000,537,,,8.8,0,104.49
6070,1,3,0,13042000,319,,,8.8,0,104.49
6071,1,3,0,29734000,727,,,8.8,0,104.49
6072,1,3,0,22443000,549,,,8.8,0,104.49
6073,2,5,0,20835000,211,,,8.8,0,104.49
6074,2,5,0,46712000,472,,,8.8,0,104.49
6075,1,3,0,25402000,773,,,8.8,0,104.49
6076,1,3,0,39332000,1196,,,8.8,0,104.49
6077,1,3,0,38206000,1162,,,8.8,0,104.49
6078,1,3,0,24543000,410,,,8.8,0,104.49
6079,1,3,0,37402000,625,,,8.8,0,104.49
6080,1,3,0,41474000,693,,,8.8,0,104.49
6081,2,9,0,10825000,110,,0,8.8,0,104.49
6082,2,9,0,9914000,106,,1,8.8,0,104.49
6083,2,9,0,15116000,153,,0,8.8,0,104.49
6084,2,9,0,27071000,288,,1,8.8,0,104.49
6085,1,3,0,10150000,204,,,8.8,0,104.49
6086,1,3,0,10013000,201,,,8.8,0,104.49
6087,1,3,0,14867000,298,,,8.8,0,104.49
6088,1,3,0,14667000,294,,,8.8,0,104.49
6089,1,3,0,22173000,445,,,8.8,0,104.49
6090,1,3,0,21818000,438,,,8.8,0,104.49
6091,1,0,2,3021000,5,,,8.8,0,104.49
6092,1,0,3,1192000,2,,,8.8,0,104.49
6093,1,0,3,5082000,5,,,8.8,0,104.49
6094,1,0,3,0,0,,,8.8,0,104.49
6095,1,0,4,2187000,2,,,8.8,0,104.49
6096,1,0,4,2338000,2,,,8.8,0,104.49
6097,1,0,2,2031000,4,,,8.8,0,104.49
6098,1,0,3,0,0,,,8.8,0,104.49
6099,1,0,3,5082000,5,,,8.8,0,104.49
6100,1,0,3,7372000,7,,,8.8,0,104.49
6101,1,0,4,6455000,5,,,8.8,0,104.49
6102,1,0,4,6915000,5,,,8.8,0,104.49
6103,1,0,2,4009000,7,,,8.8,0,104.49
6104,1,0,3,2338000,4,,,8.8,0,104.49
6105,1,0,3,11793000,11,,,8.8,0,104.49
6106,1,0,3,7373000,7,,,8.8,0,104.49
6107,1,0,4,2187000,2,,,8.8,0,104.49
6108,1,0,4,4627000,4,,,8.8,0,104.49
6109,1,4,0,27272000,307,,,8.8,0,104.49
6110,1,4,0,46431000,522,,,8.8,0,104.49
6111,1,4,0,54495000,613,,,8.8,0,104.49
6112,1,0,2,6431000,13,,,8.8,0,104.49
6113,1,0,2,4260000,8,,,8.8,0,104.49
6114,1,0,2,2859000,6,,,8.8,0,104.49
6115,1,0,2,3115000,6,,,8.8,0,104.49
6116,1,0,2,1581000,3,,,8.8,0,104.49
6117,1,0,2,1709000,3,,,8.8,0,104.49
6118,1,0,2,10257000,21,,,8.8,0,104.49
6119,1,0,2,0,0,,,8.8,0,104.49
6120,1,0,2,2859000,6,,,8.8,0,104.49
6121,1,0,2,3113000,6,,,8.8,0,104.49
6122,1,0,2,6178000,11,,,8.8,0,104.49
6123,1,0,2,1709000,3,,,8.8,0,104.49
6124,1,0,2,26830000,54,,,8.8,0,104.49
6125,1,0,2,9881000,18,,,8.8,0,104.49
6126,1,0,2,12680000,24,,,8.8,0,104.49
6127,1,0,2,7714000,13,,,8.8,0,104.49
6128,1,0,2,13834000,24,,,8.8,0,104.49
6129,1,0,2,8349000,13,,,8.8,0,104.49
6130,1,5,0,21191000,360,,,8.8,0,104.49
6131,1,5,0,15033000,255,,,8.8,0,104.49
6132,1,5,0,24144000,410,,,8.8,0,104.49
6133,1,5,0,16984000,288,,,8.8,0,104.49
6134,1,5,0,23417000,397,,,8.8,0,104.49
6135,1,5,0,18781000,319,,,8.8,0,104.49
6136,2,9,1,6381000,34,,0,8.2,0,104.49
6137,2,9,1,2883000,18,,1,8.2,0,104.49
6138,2,9,1,772000,6,,0,8.2,0,104.49
6139,2,9,0,383000,4,,1,8.2,0,104.49
6140,2,9,0,1043000,12,,0,8.2,0,104.49
6141,2,9,0,0,0,,1,8.2,0,104.49
6142,2,9,1,10608000,57,,0,8.2,0,104.49
6143,2,9,1,18451000,110,,1,8.2,0,104.49
6144,2,9,1,1495000,12,,0,8.2,0,104.49
6145,2,9,0,3379000,29,,1,8.2,0,104.49
6146,2,9,0,1543000,18,,0,8.2,0,104.49
6147,2,9,0,1593000,21,,1,8.2,0,104.49
6148,1,6,0,10520000,179,,,8.2,0,104.49
6149,1,6,0,18772000,319,,,8.2,0,104.49
6150,1,6,0,15141000,257,,,8.2,0,104.49
6151,1,3,0,9297000,156,,,8.2,0,104.49
6152,1,3,0,10936000,183,,,8.2,0,104.49
6153,1,3,0,19919000,333,,,8.2,0,104.49
6154,1,9,0,7113000,65,,,8.2,0,104.49
6155,1,9,0,19536000,178,,,8.2,0,104.49
6156,1,9,0,23015000,210,,,8.2,0,104.49
6157,1,9,0,6527000,69,,0,8.2,0,104.49
6158,1,9,0,6841000,78,,1,8.2,0,104.49
6159,1,9,0,7328000,78,,0,8.2,0,104.49
6160,1,9,0,14760000,167,,1,8.2,0,104.49
6161,1,9,0,11589000,123,,0,8.2,0,104.49
6162,1,9,0,17044000,192,,1,8.2,0,104.49
6163,1,5,0,10768000,183,,,8.2,0,104.49
6164,1,5,0,8587000,146,,,8.2,0,104.49
