"","year","month","day","time","노출분","상품명","상품군","판매단가","취급액","판매량"
"4024","2019","02","12","17:00",20,"안동간고등어 20팩","농수축",30900,36946000,1196
"4025","2019","02","12","17:20",20,"안동간고등어 20팩","농수축",30900,44653000,1445
"4026","2019","02","12","17:40",20,"안동간고등어 20팩","농수축",30900,60408000,1955
"4027","2019","02","12","18:00",20,"에코라믹 통주물 스톤 냄비세트","주방",60900,24627000,404
"4028","2019","02","12","18:20",20,"에코라믹 통주물 스톤 냄비세트","주방",60900,40776000,670
"4029","2019","02","12","18:40",20,"에코라믹 통주물 스톤 냄비세트","주방",60900,57328000,941
"4030","2019","02","12","19:00",20,"일시불 LG 통돌이 세탁기","가전",439000,12815000,29
"4031","2019","02","12","19:00",NA,"무이자 LG 통돌이 세탁기","가전",489000,11201000,23
"4032","2019","02","12","19:20",20,"일시불 LG 통돌이 세탁기","가전",439000,24161000,55
"4033","2019","02","12","19:20",NA,"무이자 LG 통돌이 세탁기","가전",489000,19152000,39
"4034","2019","02","12","19:40",20,"일시불 LG 통돌이 세탁기","가전",439000,32737000,75
"4035","2019","02","12","19:40",NA,"무이자 LG 통돌이 세탁기","가전",489000,30237000,62
"4036","2019","02","12","20:00",20,"국내산 손질갑오징어 8팩","농수축",49900,32559000,652
"4037","2019","02","12","20:20",20,"국내산 손질갑오징어 8팩","농수축",49900,64755000,1298
"4038","2019","02","12","20:40",20,"국내산 손질갑오징어 8팩","농수축",49900,71281000,1428
"4039","2019","02","12","21:00",20,"일시불 LG 울트라HD TV 55UK6800HNC","가전",1300000,3366000,3
"4040","2019","02","12","21:00",NA,"무이자 LG 울트라HD TV 55UK6800HNC","가전",1440000,3751000,3
"4041","2019","02","12","21:00",NA,"일시불 LG 울트라HD TV 65UK6800HNC","가전",1900000,14624000,8
"4042","2019","02","12","21:00",NA,"무이자 LG 울트라HD TV 65UK6800HNC","가전",2130000,5499000,3
"4043","2019","02","12","21:00",NA,"일시불 LG 울트라HD TV 70UK6800HNC","가전",2700000,6964000,3
"4044","2019","02","12","21:00",NA,"무이자 LG 울트라HD TV 70UK6800HNC","가전",2990000,NA,NA
"4045","2019","02","12","21:20",20,"일시불 LG 울트라HD TV 55UK6800HNC","가전",1300000,3366000,3
"4046","2019","02","12","21:20",NA,"무이자 LG 울트라HD TV 55UK6800HNC","가전",1440000,11128000,8
"4047","2019","02","12","21:20",NA,"일시불 LG 울트라HD TV 65UK6800HNC","가전",1900000,9792000,5
"4048","2019","02","12","21:20",NA,"무이자 LG 울트라HD TV 65UK6800HNC","가전",2130000,21873000,10
"4049","2019","02","12","21:20",NA,"일시불 LG 울트라HD TV 70UK6800HNC","가전",2700000,6964000,3
"4050","2019","02","12","21:20",NA,"무이자 LG 울트라HD TV 70UK6800HNC","가전",2990000,7710000,3
"4051","2019","02","12","21:40",20,"일시불 LG 울트라HD TV 55UK6800HNC","가전",1300000,29944000,23
"4052","2019","02","12","21:40",NA,"무이자 LG 울트라HD TV 55UK6800HNC","가전",1440000,7401000,5
"4053","2019","02","12","21:40",NA,"일시불 LG 울트라HD TV 65UK6800HNC","가전",1900000,53489000,28
"4054","2019","02","12","21:40",NA,"무이자 LG 울트라HD TV 65UK6800HNC","가전",2130000,32745000,15
"4055","2019","02","12","21:40",NA,"일시불 LG 울트라HD TV 70UK6800HNC","가전",2700000,20793000,8
"4056","2019","02","12","21:40",NA,"무이자 LG 울트라HD TV 70UK6800HNC","가전",2990000,23055000,8
"4057","2019","02","12","22:00",20,"도스문도스 카이만 엠보 소가죽 핸드백 1종","잡화",99000,23590000,238
"4058","2019","02","12","22:20",20,"도스문도스 카이만 엠보 소가죽 핸드백 1종","잡화",99000,42217000,426
"4059","2019","02","12","22:40",20,"도스문도스 카이만 엠보 소가죽 핸드백 1종","잡화",99000,46976000,475
"4060","2019","02","12","23:00",20,"(일) 삼익가구 LED 제니비 서랍형 침대 SS","가구",499000,7707000,15
"4061","2019","02","12","23:00",NA,"(무) 삼익가구 LED 제니비 서랍형 침대 SS","가구",549000,8470000,15
"4062","2019","02","12","23:00",NA,"(일) 삼익가구 LED 제니비 서랍형 침대 Q","가구",549000,2862000,5
"4063","2019","02","12","23:00",NA,"(무) 삼익가구 LED 제니비 서랍형 침대 Q","가구",599000,NA,NA
"4064","2019","02","12","23:00",NA,"(일) 삼익가구 LED 제니비 서랍형 침대 K","가구",599000,3115000,5
"4065","2019","02","12","23:00",NA,"(무) 삼익가구 LED 제니비 서랍형 침대 K","가구",649000,6698000,10
"4066","2019","02","12","23:20",20,"(일) 삼익가구 LED 제니비 서랍형 침대 SS","가구",499000,8989000,18
"4067","2019","02","12","23:20",NA,"(무) 삼익가구 LED 제니비 서랍형 침대 SS","가구",549000,11281000,21
"4068","2019","02","12","23:20",NA,"(일) 삼익가구 LED 제니비 서랍형 침대 Q","가구",549000,5666000,10
"4069","2019","02","12","23:20",NA,"(무) 삼익가구 LED 제니비 서랍형 침대 Q","가구",599000,3115000,5
"4070","2019","02","12","23:20",NA,"(일) 삼익가구 LED 제니비 서랍형 침대 K","가구",599000,16905000,28
"4071","2019","02","12","23:20",NA,"(무) 삼익가구 LED 제니비 서랍형 침대 K","가구",649000,5031000,8
"4072","2019","02","12","23:40",20,"(일) 삼익가구 LED 제니비 서랍형 침대 SS","가구",499000,30666000,61
"4073","2019","02","12","23:40",NA,"(무) 삼익가구 LED 제니비 서랍형 침대 SS","가구",549000,8480000,15
"4074","2019","02","12","23:40",NA,"(일) 삼익가구 LED 제니비 서랍형 침대 Q","가구",549000,14090000,26
"4075","2019","02","12","23:40",NA,"(무) 삼익가구 LED 제니비 서랍형 침대 Q","가구",599000,9246000,15
"4076","2019","02","12","23:40",NA,"(일) 삼익가구 LED 제니비 서랍형 침대 K","가구",599000,13837000,23
"4077","2019","02","12","23:40",NA,"(무) 삼익가구 LED 제니비 서랍형 침대 K","가구",649000,8347000,13
"4078","2019","02","13","0:00",20,"크로커다일 풀커버 레이스 브라팬티 4세트","속옷",79900,10293000,129
"4079","2019","02","13","0:20",20,"크로커다일 풀커버 레이스 브라팬티 4세트","속옷",79900,22187000,278
"4080","2019","02","13","0:40",20,"크로커다일 풀커버 레이스 브라팬티 4세트","속옷",79900,19972000,250
"4081","2019","02","13","1:00",20,"K-SWISS 남성약기모팬츠3종","의류",69900,7004000,100
"4082","2019","02","13","1:20",20,"K-SWISS 남성약기모팬츠3종","의류",69900,8516000,122
"4083","2019","02","13","1:40",16,"K-SWISS 남성약기모팬츠3종","의류",69900,11004000,157
"4084","2019","02","13","6:00",20,"쓰임 마호가니 원목도마 4종 세트","주방",56900,6165000,108
"4085","2019","02","13","6:20",20,"쓰임 마호가니 원목도마 4종 세트","주방",56900,9940000,175
"4086","2019","02","13","6:40",20,"쓰임 마호가니 원목도마 4종 세트","주방",56900,13444000,236
"4087","2019","02","13","7:00",20,"월드컵 남성 워킹화+슬립온","잡화",39800,6400000,161
"4088","2019","02","13","7:00",NA,"월드컵 여성 워킹화+슬립온","잡화",39800,10862000,273
"4089","2019","02","13","7:20",20,"월드컵 남성 워킹화+슬립온","잡화",39800,13971000,351
"4090","2019","02","13","7:20",NA,"월드컵 여성 워킹화+슬립온","잡화",39800,14634000,368
"4091","2019","02","13","7:40",20,"월드컵 남성 워킹화+슬립온","잡화",39800,14942000,375
"4092","2019","02","13","7:40",NA,"월드컵 여성 워킹화+슬립온","잡화",39800,15575000,391
"4093","2019","02","13","8:00",30,"아키 조끼형 더블보정 란쥬 쉐이퍼(96차)","속옷",79900,16855000,211
"4094","2019","02","13","8:30",30,"아키 조끼형 더블보정 란쥬 쉐이퍼(96차)","속옷",79900,33865000,424
"4095","2019","02","13","9:00",20,"마리노블 밍크 퍼 베스트","의류",269000,10418000,39
"4096","2019","02","13","9:20",20,"마리노블 밍크 퍼 베스트","의류",269000,23474000,87
"4097","2019","02","13","9:40",20,"마리노블 밍크 퍼 베스트","의류",269000,39046000,145
"4098","2019","02","13","10:00",20,"무이자 쿠쿠전기밥솥 10인용","주방",218000,8706000,40
"4099","2019","02","13","10:00",NA,"일시불 쿠쿠전기밥솥 10인용","주방",208000,11300000,54
"4100","2019","02","13","10:00",NA,"무이자 쿠쿠전기밥솥 6인용","주방",208000,5297000,25
"4101","2019","02","13","10:00",NA,"일시불  쿠쿠전기밥솥 6인용","주방",198000,4334000,22
"4102","2019","02","13","10:20",20,"무이자 쿠쿠전기밥솥 10인용","주방",218000,22069000,101
"4103","2019","02","13","10:20",NA,"일시불 쿠쿠전기밥솥 10인용","주방",208000,14304000,69
"4104","2019","02","13","10:20",NA,"무이자 쿠쿠전기밥솥 6인용","주방",208000,5297000,25
"4105","2019","02","13","10:20",NA,"일시불  쿠쿠전기밥솥 6인용","주방",198000,2909000,15
"4106","2019","02","13","10:40",20,"무이자 쿠쿠전기밥솥 10인용","주방",218000,22073000,101
"4107","2019","02","13","10:40",NA,"일시불 쿠쿠전기밥솥 10인용","주방",208000,15053000,72
"4108","2019","02","13","10:40",NA,"무이자 쿠쿠전기밥솥 6인용","주방",208000,9060000,44
"4109","2019","02","13","10:40",NA,"일시불  쿠쿠전기밥솥 6인용","주방",198000,9332000,47
"4110","2019","02","13","11:00",30,"에코라믹 컬링스톤프라이팬세트","주방",50900,48825000,959
"4111","2019","02","13","11:30",30,"에코라믹 컬링스톤프라이팬세트","주방",50900,71523000,1405
"4112","2019","02","13","12:00",20,"무이자 린나이 자동불꽃조절 가스레인지 3구","주방",289000,4704000,16
"4113","2019","02","13","12:00",NA,"일시불  린나이 자동불꽃조절 가스레인지 3구","주방",279000,955000,3
"4114","2019","02","13","12:00",NA,"무이자  린나이 자동불꽃조절 가스레인지 2구","주방",219000,4969000,23
"4115","2019","02","13","12:00",NA,"일시불  린나이 자동불꽃조절 가스레인지 2구","주방",209000,3468000,17
"4116","2019","02","13","12:20",20,"무이자 린나이 자동불꽃조절 가스레인지 3구","주방",289000,8585000,30
"4117","2019","02","13","12:20",NA,"일시불  린나이 자동불꽃조절 가스레인지 3구","주방",279000,10937000,39
"4118","2019","02","13","12:20",NA,"무이자  린나이 자동불꽃조절 가스레인지 2구","주방",219000,9258000,42
"4119","2019","02","13","12:20",NA,"일시불  린나이 자동불꽃조절 가스레인지 2구","주방",209000,7452000,36
"4120","2019","02","13","12:40",20,"무이자 린나이 자동불꽃조절 가스레인지 3구","주방",289000,17066000,59
"4121","2019","02","13","12:40",NA,"일시불  린나이 자동불꽃조절 가스레인지 3구","주방",279000,9995000,36
"4122","2019","02","13","12:40",NA,"무이자  린나이 자동불꽃조절 가스레인지 2구","주방",219000,5006000,23
"4123","2019","02","13","12:40",NA,"일시불  린나이 자동불꽃조절 가스레인지 2구","주방",209000,12904000,62
"4124","2019","02","13","13:00",20,"키친플라워 대용량 디지털 에어프라이어 5L","주방",89800,16279000,181
"4125","2019","02","13","13:20",20,"키친플라워 대용량 디지털 에어프라이어 5L","주방",89800,21511000,240
"4126","2019","02","13","13:40",20,"키친플라워 대용량 디지털 에어프라이어 5L","주방",89800,39835000,444
"4127","2019","02","13","14:00",20,"하늘내린 용대리황태10미","농수축",32900,20871000,634
"4128","2019","02","13","14:20",20,"하늘내린 용대리황태10미","농수축",32900,30983000,942
"4129","2019","02","13","14:40",20,"하늘내린 용대리황태10미","농수축",32900,25771000,783
"4130","2019","02","13","15:00",20,"천수봉명인 선재 전통 메주세트","농수축",96000,13761000,143
"4131","2019","02","13","15:20",20,"천수봉명인 선재 전통 메주세트","농수축",96000,25491000,266
"4132","2019","02","13","15:40",20,"천수봉명인 선재 전통 메주세트","농수축",96000,54600000,569
"4133","2019","02","13","16:00",20,"피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩","농수축",59900,24458000,408
"4134","2019","02","13","16:20",20,"피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩","농수축",59900,36779000,614
"4135","2019","02","13","16:40",20,"피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩","농수축",59900,41528000,693
"4136","2019","02","13","17:00",20,"강원도양구 간편시래기 + 시래기 들깨 무침","농수축",30900,28340000,917
"4137","2019","02","13","17:20",20,"강원도양구 간편시래기 + 시래기 들깨 무침","농수축",30900,36598000,1184
"4138","2019","02","13","17:40",20,"강원도양구 간편시래기 + 시래기 들깨 무침","농수축",30900,48660000,1575
"4139","2019","02","13","18:00",20,"우리바다 손질왕꼬막 24팩","농수축",39900,40049000,1004
"4140","2019","02","13","18:20",20,"우리바다 손질왕꼬막 24팩","농수축",39900,55988000,1403
"4141","2019","02","13","18:40",20,"우리바다 손질왕꼬막 24팩","농수축",39900,65595000,1644
"4142","2019","02","13","19:00",20,"일시불 LG 울트라HD TV 55UK6800HNC","가전",1300000,6682000,5
"4143","2019","02","13","19:00",NA,"무이자 LG 울트라HD TV 55UK6800HNC","가전",1440000,3751000,3
"4144","2019","02","13","19:00",NA,"일시불 LG 울트라HD TV 65UK6800HNC","가전",1900000,4908000,3
"4145","2019","02","13","19:00",NA,"무이자 LG 울트라HD TV 65UK6800HNC","가전",2130000,5499000,3
"4146","2019","02","13","19:00",NA,"일시불 LG 울트라HD TV 70UK6800HNC","가전",2700000,NA,NA
"4147","2019","02","13","19:00",NA,"무이자 LG 울트라HD TV 70UK6800HNC","가전",2990000,7710000,3
"4148","2019","02","13","19:20",20,"일시불 LG 울트라HD TV 55UK6800HNC","가전",1300000,10023000,8
"4149","2019","02","13","19:20",NA,"무이자 LG 울트라HD TV 55UK6800HNC","가전",1440000,NA,NA
"4150","2019","02","13","19:20",NA,"일시불 LG 울트라HD TV 65UK6800HNC","가전",1900000,4934000,3
"4151","2019","02","13","19:20",NA,"무이자 LG 울트라HD TV 65UK6800HNC","가전",2130000,11000000,5
"4152","2019","02","13","19:20",NA,"일시불 LG 울트라HD TV 70UK6800HNC","가전",2700000,6964000,3
"4153","2019","02","13","19:20",NA,"무이자 LG 울트라HD TV 70UK6800HNC","가전",2990000,NA,NA
"4154","2019","02","13","19:40",20,"일시불 LG 울트라HD TV 55UK6800HNC","가전",1300000,NA,NA
"4155","2019","02","13","19:40",NA,"무이자 LG 울트라HD TV 55UK6800HNC","가전",1440000,11103000,8
"4156","2019","02","13","19:40",NA,"일시불 LG 울트라HD TV 65UK6800HNC","가전",1900000,29224000,15
"4157","2019","02","13","19:40",NA,"무이자 LG 울트라HD TV 65UK6800HNC","가전",2130000,10948000,5
"4158","2019","02","13","19:40",NA,"일시불 LG 울트라HD TV 70UK6800HNC","가전",2700000,13879000,5
"4159","2019","02","13","19:40",NA,"무이자 LG 울트라HD TV 70UK6800HNC","가전",2990000,23055000,8
"4160","2019","02","13","20:00",20,"노비타 스마트 비데","생활용품",189000,19003000,101
"4161","2019","02","13","20:20",20,"노비타 스마트 비데","생활용품",189000,36070000,191
"4162","2019","02","13","20:40",20,"노비타 스마트 비데","생활용품",189000,58711000,311
"4163","2019","02","13","21:00",20,"일시불 LG전자 매직스페이스 냉장고","가전",1409000,35192000,25
"4164","2019","02","13","21:00",NA,"무이자 LG전자 매직스페이스 냉장고","가전",1549000,25941000,17
"4165","2019","02","13","21:20",20,"일시불 LG전자 매직스페이스 냉장고","가전",1409000,39065000,28
"4166","2019","02","13","21:20",NA,"무이자 LG전자 매직스페이스 냉장고","가전",1549000,34441000,22
"4167","2019","02","13","21:40",20,"일시불 LG전자 매직스페이스 냉장고","가전",1409000,70305000,50
"4168","2019","02","13","21:40",NA,"무이자 LG전자 매직스페이스 냉장고","가전",1549000,34441000,22
"4169","2019","02","13","22:00",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,28494000,716
"4170","2019","02","13","22:20",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,36308000,912
"4171","2019","02","13","22:40",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,46777000,1175
"4172","2019","02","13","23:00",20,"마리노블 밍크 롱코트","의류",399000,39808000,100
"4173","2019","02","13","23:20",20,"마리노블 밍크 롱코트","의류",399000,50581000,127
"4174","2019","02","13","23:40",20,"마리노블 밍크 롱코트","의류",399000,40026000,100
"4175","2019","02","14","0:00",20,"컬럼비아 옴니위크 드로즈 패키지 10종","속옷",79000,7931000,100
"4176","2019","02","14","0:00",NA,"컬럼비아 옴니히트 롱드로즈 패키지 7종","속옷",79000,1610000,20
"4177","2019","02","14","0:00",NA,"컬럼비아 옴니위크 머슬 언더셔츠 6종","속옷",79000,2917000,37
"4178","2019","02","14","0:20",20,"컬럼비아 옴니위크 드로즈 패키지 10종","속옷",79000,10504000,133
"4179","2019","02","14","0:20",NA,"컬럼비아 옴니히트 롱드로즈 패키지 7종","속옷",79000,1325000,17
"4180","2019","02","14","0:20",NA,"컬럼비아 옴니위크 머슬 언더셔츠 6종","속옷",79000,2917000,37
"4181","2019","02","14","0:40",20,"컬럼비아 옴니위크 드로즈 패키지 10종","속옷",79000,16100000,204
"4182","2019","02","14","0:40",NA,"컬럼비아 옴니히트 롱드로즈 패키지 7종","속옷",79000,5079000,64
"4183","2019","02","14","0:40",NA,"컬럼비아 옴니위크 머슬 언더셔츠 6종","속옷",79000,3140000,40
"4184","2019","02","14","1:00",20,"더블유베일 캐시라이크 니트 4종","의류",39900,13802000,346
"4185","2019","02","14","1:20",20,"더블유베일 캐시라이크 니트 4종","의류",39900,15970000,400
"4186","2019","02","14","1:40",16,"더블유베일 캐시라이크 니트 4종","의류",39900,16608000,416
"4187","2019","02","14","6:00",20,"엘렌실라 달팽이크림(콜라겐5+팩트3)","이미용",79000,9359000,118
"4188","2019","02","14","6:20",20,"엘렌실라 달팽이크림(콜라겐5+팩트3)","이미용",79000,18892000,239
"4189","2019","02","14","6:40",20,"엘렌실라 달팽이크림(콜라겐5+팩트3)","이미용",79000,23010000,291
"4190","2019","02","14","7:00",20,"가)세렌셉템버 다이아 체크 리빙박스+압축팩","생활용품",59800,9808000,164
"4191","2019","02","14","7:20",20,"가)세렌셉템버 다이아 체크 리빙박스+압축팩","생활용품",59800,19175000,321
"4192","2019","02","14","7:40",20,"가)세렌셉템버 다이아 체크 리빙박스+압축팩","생활용품",59800,29161000,488
"4193","2019","02","14","8:00",20,"레이프릴 골드라벨 무빙 란쥬","속옷",69900,8507000,122
"4194","2019","02","14","8:20",20,"레이프릴 골드라벨 무빙 란쥬","속옷",69900,19199000,275
"4195","2019","02","14","8:40",20,"레이프릴 골드라벨 무빙 란쥬","속옷",69900,19337000,277
"4196","2019","02","14","9:00",20,"메시제이 퀼팅코트+퍼베스트","의류",59000,18137000,307
"4197","2019","02","14","9:20",20,"메시제이 퀼팅코트+퍼베스트","의류",59000,27005000,458
"4198","2019","02","14","9:40",20,"메시제이 퀼팅코트+퍼베스트","의류",59000,35288000,598
"4199","2019","02","14","10:00",20,"무이자 린나이 자동불꽃조절 가스레인지 3구","주방",289000,1926000,7
"4200","2019","02","14","10:00",NA,"일시불  린나이 자동불꽃조절 가스레인지 3구","주방",279000,955000,3
"4201","2019","02","14","10:00",NA,"무이자  린나이 자동불꽃조절 가스레인지 2구","주방",219000,6413000,29
"4202","2019","02","14","10:00",NA,"일시불  린나이 자동불꽃조절 가스레인지 2구","주방",209000,3401000,16
"4203","2019","02","14","10:20",20,"무이자 린나이 자동불꽃조절 가스레인지 3구","주방",289000,2865000,10
"4204","2019","02","14","10:20",NA,"일시불  린나이 자동불꽃조절 가스레인지 3구","주방",279000,4604000,17
"4205","2019","02","14","10:20",NA,"무이자  린나이 자동불꽃조절 가스레인지 2구","주방",219000,5710000,26
"4206","2019","02","14","10:20",NA,"일시불  린나이 자동불꽃조절 가스레인지 2구","주방",209000,4071000,19
"4207","2019","02","14","10:40",20,"무이자 린나이 자동불꽃조절 가스레인지 3구","주방",289000,16962000,59
"4208","2019","02","14","10:40",NA,"일시불  린나이 자동불꽃조절 가스레인지 3구","주방",279000,8223000,29
"4209","2019","02","14","10:40",NA,"무이자  린나이 자동불꽃조절 가스레인지 2구","주방",219000,8494000,39
"4210","2019","02","14","10:40",NA,"일시불  린나이 자동불꽃조절 가스레인지 2구","주방",209000,7422000,36
"4211","2019","02","14","11:00",30,"로베르타 디 까메리노 트리플커버 지퍼쉐이핑 란쥬","속옷",89900,45478000,506
"4212","2019","02","14","11:30",30,"로베르타 디 까메리노 트리플커버 지퍼쉐이핑 란쥬","속옷",89900,75259000,837
"4213","2019","02","14","12:00",30,"아이넥스 프리미엄 올스텐 싱크선반","주방",89800,19192000,214
"4214","2019","02","14","12:30",30,"아이넥스 프리미엄 올스텐 싱크선반","주방",89800,59361000,661
"4215","2019","02","14","13:00",20,"천연담아 명품다시팩 120포","농수축",49900,15705000,315
"4216","2019","02","14","13:20",20,"천연담아 명품다시팩 120포","농수축",49900,30673000,615
"4217","2019","02","14","13:40",20,"천연담아 명품다시팩 120포","농수축",49900,31018000,622
"4218","2019","02","14","14:00",20,"한일 대용량 스텐 분쇄믹서기","주방",109800,20153000,184
"4219","2019","02","14","14:20",20,"한일 대용량 스텐 분쇄믹서기","주방",109800,37094000,338
"4220","2019","02","14","14:40",20,"한일 대용량 스텐 분쇄믹서기","주방",109800,45084000,411
"4221","2019","02","14","15:00",20,"일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1)","주방",158000,7432000,47
"4222","2019","02","14","15:00",NA,"무이자 쿠첸 풀스텐 압력밥솥 10인용(A1)","주방",168000,4911000,29
"4223","2019","02","14","15:00",NA,"일시불 쿠첸 풀스텐 압력밥솥 6인용(A1)","주방",148000,2695000,18
"4224","2019","02","14","15:00",NA,"무이자 쿠첸 풀스텐 압력밥솥 6인용(A1)","주방",158000,1200000,8
"4225","2019","02","14","15:20",20,"일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1)","주방",158000,23378000,148
"4226","2019","02","14","15:20",NA,"무이자 쿠첸 풀스텐 압력밥솥 10인용(A1)","주방",168000,18320000,109
"4227","2019","02","14","15:20",NA,"일시불 쿠첸 풀스텐 압력밥솥 6인용(A1)","주방",148000,11309000,76
"4228","2019","02","14","15:20",NA,"무이자 쿠첸 풀스텐 압력밥솥 6인용(A1)","주방",158000,6878000,44
"4229","2019","02","14","15:40",20,"일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1)","주방",158000,29061000,184
"4230","2019","02","14","15:40",NA,"무이자 쿠첸 풀스텐 압력밥솥 10인용(A1)","주방",168000,16390000,98
"4231","2019","02","14","15:40",NA,"일시불 쿠첸 풀스텐 압력밥솥 6인용(A1)","주방",148000,11169000,75
"4232","2019","02","14","15:40",NA,"무이자 쿠첸 풀스텐 압력밥솥 6인용(A1)","주방",158000,3466000,22
"4233","2019","02","14","16:00",20,"옛날 그 쥐포 110장 (11팩)","농수축",32900,25424000,773
"4234","2019","02","14","16:20",20,"옛날 그 쥐포 110장 (11팩)","농수축",32900,48783000,1483
"4235","2019","02","14","16:40",20,"옛날 그 쥐포 110장 (11팩)","농수축",32900,59110000,1797
"4236","2019","02","14","17:00",20,"자연산 손질 통오징어 21미","농수축",40900,36937000,903
"4237","2019","02","14","17:20",20,"자연산 손질 통오징어 21미","농수축",40900,63825000,1561
"4238","2019","02","14","17:40",20,"자연산 손질 통오징어 21미","농수축",40900,59919000,1465
"4239","2019","02","14","18:00",20,"청정수산 완도활전복 中사이즈 26미","농수축",59900,21942000,366
"4240","2019","02","14","18:20",20,"청정수산 완도활전복 中사이즈 26미","농수축",59900,27461000,458
"4241","2019","02","14","18:40",20,"청정수산 완도활전복 中사이즈 26미","농수축",59900,44939000,750
"4242","2019","02","14","19:00",20,"노비타 스마트 비데","생활용품",189000,18145000,96
"4243","2019","02","14","19:20",20,"노비타 스마트 비데","생활용품",189000,31720000,168
"4244","2019","02","14","19:40",20,"노비타 스마트 비데","생활용품",189000,52787000,279
"4245","2019","02","14","20:00",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,28615000,719
"4246","2019","02","14","20:20",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,38434000,966
"4247","2019","02","14","20:40",20,"비버리힐스폴로클럽 남성기초세트(2018FW골드)","이미용",39800,56386000,1417
"4248","2019","02","14","21:00",20,"일시불 LG 통돌이 세탁기","가전",439000,19939000,45
"4249","2019","02","14","21:00",NA,"무이자 LG 통돌이 세탁기","가전",489000,9552000,20
"4250","2019","02","14","21:20",20,"일시불 LG 통돌이 세탁기","가전",439000,39894000,91
"4251","2019","02","14","21:20",NA,"무이자 LG 통돌이 세탁기","가전",489000,23936000,49
"4252","2019","02","14","21:40",20,"일시불 LG 통돌이 세탁기","가전",439000,47151000,107
"4253","2019","02","14","21:40",NA,"무이자 LG 통돌이 세탁기","가전",489000,38288000,78
"4254","2019","02","14","22:00",20,"(일) 삼익가구 LED 제니비 서랍형 침대 SS","가구",499000,5151000,10
"4255","2019","02","14","22:00",NA,"(무) 삼익가구 LED 제니비 서랍형 침대 SS","가구",549000,1453000,3
"4256","2019","02","14","22:00",NA,"(일) 삼익가구 LED 제니비 서랍형 침대 Q","가구",549000,1453000,3
"4257","2019","02","14","22:00",NA,"(무) 삼익가구 LED 제니비 서랍형 침대 Q","가구",599000,1581000,3
"4258","2019","02","14","22:00",NA,"(일) 삼익가구 LED 제니비 서랍형 침대 K","가구",599000,1581000,3
"4259","2019","02","14","22:00",NA,"(무) 삼익가구 LED 제니비 서랍형 침대 K","가구",649000,NA,NA
"4260","2019","02","14","22:20",20,"(일) 삼익가구 LED 제니비 서랍형 침대 SS","가구",499000,17911000,36
"4261","2019","02","14","22:20",NA,"(무) 삼익가구 LED 제니비 서랍형 침대 SS","가구",549000,1453000,3
"4262","2019","02","14","22:20",NA,"(일) 삼익가구 LED 제니비 서랍형 침대 Q","가구",549000,4260000,8
"4263","2019","02","14","22:20",NA,"(무) 삼익가구 LED 제니비 서랍형 침대 Q","가구",599000,4644000,8
"4264","2019","02","14","22:20",NA,"(일) 삼익가구 LED 제니비 서랍형 침대 K","가구",599000,12308000,21
"4265","2019","02","14","22:20",NA,"(무) 삼익가구 LED 제니비 서랍형 침대 K","가구",649000,1709000,3
"4266","2019","02","14","22:40",20,"(일) 삼익가구 LED 제니비 서랍형 침대 SS","가구",499000,19189000,38
"4267","2019","02","14","22:40",NA,"(무) 삼익가구 LED 제니비 서랍형 침대 SS","가구",549000,7072000,13
"4268","2019","02","14","22:40",NA,"(일) 삼익가구 LED 제니비 서랍형 침대 Q","가구",549000,5668000,10
"4269","2019","02","14","22:40",NA,"(무) 삼익가구 LED 제니비 서랍형 침대 Q","가구",599000,13840000,23
"4270","2019","02","14","22:40",NA,"(일) 삼익가구 LED 제니비 서랍형 침대 K","가구",599000,7712000,13
"4271","2019","02","14","22:40",NA,"(무) 삼익가구 LED 제니비 서랍형 침대 K","가구",649000,6695000,10
"4272","2019","02","14","23:00",20,"도스문도스 카이만 엠보 소가죽 핸드백 1종","잡화",99000,41132000,415
"4273","2019","02","14","23:20",20,"도스문도스 카이만 엠보 소가죽 핸드백 1종","잡화",99000,54875000,554
"4274","2019","02","14","23:40",20,"도스문도스 카이만 엠보 소가죽 핸드백 1종","잡화",99000,45116000,456
"4275","2019","02","15","0:00",20,"K-SWISS 남성약기모팬츠3종","의류",69900,8629000,123
"4276","2019","02","15","0:20",20,"K-SWISS 남성약기모팬츠3종","의류",69900,14661000,210
"4277","2019","02","15","0:40",20,"K-SWISS 남성약기모팬츠3종","의류",69900,17223000,246
"4278","2019","02","15","1:00",20,"컬럼비아 옴니위크 드로즈 패키지 10종","속옷",79000,2909000,37
"4279","2019","02","15","1:00",NA,"컬럼비아 옴니히트 롱드로즈 패키지 7종","속옷",79000,685000,9
"4280","2019","02","15","1:00",NA,"컬럼비아 옴니위크 머슬 언더셔츠 6종","속옷",79000,368000,5
